,smiles,score,likelihood
34,c1(NC(=O)Cc2ccc(-c3ccncc3)cc2)ccc2c(c1)CCC(CF)(CN(C)C)C2=O,0.99907213,-32.949394
66,CC1(C)c2cc(C(=O)Nc3ccc(C(=N)N)cc3)ccc2C(Nc2ccc(C(=N)N)cc2)C(C)(C)N1,0.99907213,-35.041344
50,C(c1n(-c2ccc(F)cc2)c(=O)c2c(n1)ccc(Cl)c2)Oc1ccc(F)cc1,0.99907213,-27.71686
71,c1(=Nc2ccc(OC)cc2)[nH]c2ccc([N+](=O)[O-])cc2c(N2CCN(c3ccccn3)CC2)n1,0.99907213,-27.588326
95,O=C(NC(Nc1ccc(NC(=O)c2cc(-c3ccccc3)c(NCCN(CC)CC)cc2)cc1)=O)NC(C)(C)CCO,0.9990721,-44.87888
37,c12cc(OC)ccc1NC(=O)C21N(C)CC(c2ccc(OC)cc2)C12CN(C(CO)=O)CC2=Cc1ccc(F)cc1,0.9990721,-35.834244
38,c1(-c2nc(=Nc3ccc(C(Nc4c(C)ccc(CN5CCCC5)c4)=O)cc3)[nH]cc2)cnc(C)nc1,0.9990721,-26.376772
99,c1c(NC(c2cccc(OC)c2)=O)cccc1Oc1cccc2c1[nH]c(=NC(=O)C)[nH]2,0.9990721,-29.656473
67,c1ccnc2oc3ccc(OCCCS(=O)(C4CN(C(C)(C)C)CCC4c4ccc(Br)cc4)=O)cc3c12,0.9990721,-45.50676
8,c12ccccc1-c1ccc(CC(Oc3ccc(C(C)(C)C)cc3)C(=O)O)cc1C2,0.9990721,-25.12736
88,O=c1c2ccc(C(=O)N3CCC(C)CC3)cc2nc(SCc2cc(C(F)(F)F)ccc2)n1Cc1ccc(OC)cc1,0.999072,-32.08876
57,c1c2c(ccc1)cccc2C(=O)c1ccc2[nH]ncc2c1,0.999072,-23.860218
35,S(=O)(Nc1cccc2c1OC(CN(C)C(=O)Nc1ccc(OC)cc1)C(C)CN(C(CO)C)C2=O)(c1ccc(Cl)cc1)=O,0.999072,-24.018934
100,c1ccc(OC)c(NC(c2cc3c(cc2)N(S(=O)(=O)c2ccccc2)CC3)=O)c1,0.99907196,-21.797676
1,N(=Nc1ccc(O)cc1C(=O)Oc1c(O)cccc1)c1cc(O)ccc1,0.9990719,-34.160027
100,C(N1CCN(c2cccccc2=O)CC1)(c1cc(C(=O)NCCc2ccccc2)c(OC)cc1)=O,0.99907184,-32.990814
67,C1CN(C(=O)c2cccc(C(Nc3ccc(Cl)cc3)=O)c2)CCN1c1c(OCC(F)(F)F)cccn1,0.9990718,-33.151558
49,C(N1CCC(NCc2cccc(-c3ccccc3)c2)C1=O)c1ccc(OC)cc1,0.9990718,-26.853073
60,c1(-c2nc3cc(-c4nc5ccccc5[nH]4)ccc3[nH]2)cc(C(OCC)=O)ccc1,0.9990717,-28.33305
75,c1c(C2(Nc3ccc(Br)cc3)C(=O)Nc3c2cccc3)ccc(O)c1Cl,0.9990717,-31.826277
