,smiles,score,likelihood
4,c1c(NC(C(=O)OCC)=O)c(Cc2nc(-c3sccc3)c(-c3ccc(C)cc3)o2)ccc1,0.99907213,-38.919273
50,C1c2c(cccc2)C(NC(=O)CCCN2CCN(Cc3cc4c(cc3)OCO4)CC2)Cc2c1cc(Cl)cc2,0.99907213,-35.402897
38,c1(=Nc2cc(F)c(N3CCS(=O)(=O)C(C)C3)cc2)[nH]c(-c2cnc(C3(O)c4ccc(C#N)cc4CC3)o2)ccc1,0.99907213,-38.79181
56,c1(-c2ccccc2)ccc(C(=O)Nc2ccc(Br)c(F)c2)cc1,0.99907213,-25.354334
53,C(=Cc1c(OC(C)C)cc(OC(C)C)cc1)c1cccc(-c2cccc(C(=O)O)c2)c1,0.99907213,-33.73026
77,c1(-c2ccc(-c3ccc(C(C(=O)O)C)cc3)cc2)c(Cl)cc(Cl)cc1,0.9990721,-27.156088
56,N(C(c1ccc(F)cc1F)C1CCN(C(=O)OC(C)(C)C)CC1)S(c1ccc(-c2ccccc2)cc1)(=O)=O,0.9990721,-35.67646
25,c1c(-c2ccccc2)ccc(-c2cc(C(=O)Nc3ccccc3)[nH]n2)c1,0.9990721,-24.258102
34,c1ccc(F)c(C(N2CCN(Cc3ccc(SC)cc3)CC2)=O)c1-c1cccc(Cl)c1,0.9990721,-31.91137
43,c1cc(-c2cc(Cc3ccccc3)cc(CC(O)=O)c2)ccc1C(F)(F)F,0.9990721,-27.05745
96,c1(=S)c(Sc2ccc(OC)cc2)c(O)cc(CCC2CCN(Cc3ccccc3)CC2)cc1OC,0.9990721,-44.523045
120,c1ccc(C)c(N2CCN(Cc3cc(NC(C(C)C)=O)c(NC(Nc4ccc(F)cc4)=O)cc3)CC2)c1,0.9990721,-40.962887
76,c1cc2c(oc(=O)cc2)c(Cc2c3ccccc3ccc2O)c1,0.9990721,-27.323872
7,[S+]([O-])(c1ccc(-c2cc(=Nc3cccc(N(CC)CC)c3)n3c(cc[nH]3)n2)cc1)C(=O)N1CCS(=O)(=O)CC1,0.9990721,-50.577873
123,C(C(NC(c1ccc2c(c1)CCC2)=O)(c1ccc(Cl)cc1)C)CN1CCC(C(c2nc3ccccc3s2)=O)CC1,0.9990721,-43.41518
73,c1cccc(-c2nc3c(c(Cl)ccc3)c(=O)n2NC(Nc2c(C)cccc2C)=S)c1,0.9990721,-31.910852
3,c1c(Br)ccc(-c2c(-c3ccc(S(=O)(C)=O)cc3)sc3c2ccc(OC)c3)c1,0.999072,-24.04343
90,N(C(c1cccc(C)c1O)=O)c1ccccc1C(=O)Nc1ccc(F)cc1,0.999072,-27.80513
37,c1(=NCCc2ccc(N=c3cc[nH]cc3)cc2)[nH]c2c(c(C)ccc2)c(=O)n1C,0.999072,-31.297245
34,c1(OC)cc(Cc2c(=N)[nH]c(=N)[nH]c2)cc(OC)c1OCC=CCOc1c(-c2cc(OC)ccc2)cccc1,0.999072,-34.945732
