,smiles,score,likelihood
108,c1(OC)c(C(NCC2N(CC)CCC2)=O)c(OC)c(Cl)cc1,0.94421774,-19.423443
114,c1(Cl)ccc(C(NCC2N(CC)CCC2)=O)c(OC)c1OC,0.9414647,-24.475061
34,O(C)c1cc(C(NCC2N(CC)CCC2)=O)c(OC)c(OC)c1,0.9411487,-24.872105
53,c1(C(NCC2N(CC)CCC2)=O)c(OC)c2c([nH]c(=S)s2)c(C)c1,0.9375084,-40.66155
75,c1(OC)c(C(NCC2N(CC)CCC2)=O)c(OC)c(OC)cc1,0.9374999,-20.52156
7,c1(C(NCC2N(CC)CCC2)=O)c(OC)c2c([nH]c(=S)s2)c(F)c1,0.937331,-39.194878
22,c1(C)scc(C(=O)NCC2N(CC)CCC2)c1OC,0.9366076,-28.176697
53,c1c(C(NCC2N(CC)CCC2)=O)c(OC)c2c([nH]c(=S)s2)c1,0.93652046,-36.215782
102,c1(Br)csc(C(=O)NCC2N(CC)CCC2)c1OC,0.93648404,-27.594515
90,O(C)c1c(OC)c(OC)cc(C(=O)NCC2N(CC)CCC2)c1OC,0.936041,-25.4407
79,c1c(C(NCC2N(CC)CCC2)=O)c(OC)c2c([nH]c(O)c2)c1,0.93571985,-29.598545
62,Brc1c2c(c(C(=O)NCC3N(CC)CCC3)c(OC)c1)CCS2,0.93503773,-37.110615
78,c1c(OC)cc(C(=O)NCC2N(CC)CCC2)c(Br)c1OC,0.93445075,-25.163258
66,c1(C)cc(C(=O)NCC2N(CC)CCC2)c(OC)n2ccnc12,0.9344217,-31.905138
14,c1c(Cl)c(Cl)cc(C(=O)NCC2N(CC)CCC2)c1OC,0.9329491,-22.846207
126,c1c(Cl)ncc(C(=O)NCC2N(CC)CCC2)c1OC,0.93282133,-23.487656
119,c1n(CC)c2cc(C(=O)NCC3N(CC)CCC3)c(OC)cc2c1C,0.9326474,-31.357765
11,n1(-c2ccc(C(=O)NCC3N(CC)CCC3)c(OC)c2)cc(C)nc1,0.932584,-27.405045
82,c1(-c2ccc(C(=O)NCC3N(CC)CCC3)c(OC)c2)cnc(C)o1,0.93221134,-30.4353
39,c1c(C(=O)NCC2N(CC)CCC2)c(OC)c2c([nH]nc2)c1,0.9321827,-27.731127
