,smiles,score,likelihood
8,O(C)c1ccc(-c2c(-c3cc(OC)c(OC)cc3)cc(C(=O)Nc3c(C)ccc(F)c3)s2)cc1,0.99907213,-36.954277
19,C(c1c2c(cccc2)nc(-c2ccccc2)c1)(=O)NNC(=O)COc1ccccc1,0.99907213,-26.489407
116,c1ccc(F)cc1-c1nc2c3c([nH]c(=O)n2n1)ccc(-c1cccc(NC(CBr)=O)c1)c3,0.99907213,-38.811466
122,c1c(-c2cccc(S(=O)(=O)C)c2)cn2c(-c3ccccc3)cnc2c1NC(C)=O,0.9990721,-25.822153
113,C(n1ccc(C(C)(C)C)c(Oc2cc(Oc3ccc(C(N)=O)cc3)cc(C(N=c3cnc(C)c[nH]3)=O)c2)c1=O)C(N1CCCCC1)=O,0.9990721,-48.173454
74,c1c(C(N2CCc3cc(-c4c(C)onc4C)ccc32)=O)cccc1-c1cccc(C(C)=O)c1,0.9990721,-37.903244
121,Cc1cccc(NC(=O)c2cccc(S(NCc3ccccc3)(=O)=O)c2)c1C,0.9990721,-24.181614
17,c1cccc2c1C1(c3cc(Cl)ccc3N(C)C1=O)C([N+](=O)[O-])C2Cc1ccccc1C(F)(F)F,0.9990721,-35.797306
104,C1c2c(ccc(-c3[nH]c(C(NCc4cc(F)c(F)cc4)=O)cc3-c3ccncc3)c2)NC1,0.9990721,-36.058823
38,c1(=NCC2CCCCC2)[nH]c(-c2c3c([nH]c2)cccc3)cc(=NCc2ccccc2)[nH]1,0.9990721,-29.752884
14,c1(-c2c(C(=O)N3CCCC3)cc(-c3ccccc3F)cc2)ccc(CN(C)C(=O)C(C)(C)C)cc1,0.9990721,-45.80977
9,c1(-c2ccccc2)ccccc1NC(=O)OC1CCN(CCC(Nc2cccc(OCc3ccccc3)c2)=O)CC1,0.9990721,-27.970058
48,C1OCCN(S(=O)(=O)c2c(C)ccc(NC(c3ccccc3C(=O)Nc3ccc(C)cc3)=O)c2)C1,0.9990721,-29.081564
118,c1cc(N=c2[nH]c(-c3ccc(-c4ccccc4)cc3)cs2)ccc1C(N(C)CCN1CCCCC1)=O,0.9990721,-32.198277
49,[nH]1c(=NC2CCN(Cc3ccc(OC)cc3)CC2)c2c(-c3ccccc3)csc2nc1,0.9990721,-24.854464
110,COc1c(OC)ccc(CCNC(=O)C(Cc2ccccc2)=NC(c2ccc(C)cc2)=O)c1,0.9990721,-24.681225
91,C(N=c1nc(-c2ccc(S(C)(=O)=O)cc2)cc(-c2ccccc2)[nH]1)Cc1ccccc1,0.9990721,-23.582424
3,O=C(Nc1ccc(F)cc1)c1c(NC(=O)c2c(F)cccc2)ccc(Br)c1,0.9990721,-26.844715
40,c1ccccc1CS(=O)(=O)N1CCN(c2ncc(NC(=O)c3ccccc3-c3ccccc3)cc2)CC1,0.9990721,-28.374676
105,c1(-c2ccccc2)csc(-c2ccc(S(Nc3c(CC(=NO)N)cccc3)(=O)=O)cc2)n1,0.999072,-28.361404
