,smiles,score,likelihood
26,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(C2CCN(C3(C)CC4C(CN(C)C4)C3)CC2)C1,1.0,-47.446976
19,C1N(C2c3cc(C(F)(F)C)ccc3C(c3ccc(F)cc3)C2)CCN(CCNCCN2C(CCCCC)CN(CCN3CCN(CCNCCNCCN)CC3)CC2)C1,1.0,-80.714775
119,C1N(C2c3cc(C(F)(F)F)ccc3C(c3ccc(F)cc3)C2)CCN(CCNCCN2CCN(CCN3C(=O)C(C)(C)C(C)(C)C3=O)CC2)C1,1.0,-51.320206
6,C1N(C2c3cc(C(F)(F)F)ccc3C(c3ccc(F)cc3)C2)CCN(CCNCCCCN2C(=O)N(CCN3CCCC3)CC2)C1,1.0,-52.200638
113,N1(CCN2CCN(C3c4cc(C(F)(F)F)ccc4C(c4ccc(F)cc4)C3)CC2)CCN(Cc2ccccc2)CC1,1.0,-34.466873
40,C1N(C2c3cc(C=CC)ccc3C(c3ccc(F)cc3)C2)CCN(CCNCCCN2CCN(C3CCCCC3)CC2)C1,1.0,-55.073975
101,C1N(C2c3cc(C)ccc3C(c3ccc(F)cc3)C2)CCCN(CN2CCNC(C)C2)C1,1.0,-46.774807
98,C1N(C2c3cc(C(F)(F)C)ccc3C(c3ccc(F)cc3)C2)CCN(CCNCCN2CCN(CCCN(CC)CC)CC2)C1,1.0,-55.010235
93,C1N(C2c3cc(C(F)(F)F)ccc3C(c3ccc(F)cc3)C2)CCN(CCCNCCN2CCN(C3CCCCC3)CC2)C1,1.0,-42.73809
70,C1N(C2c3cc(C(F)(F)C)ccc3C(c3ccc(F)cc3)C2)CCN(CCCNCCN2CCN(CCN(CCN)CCN)CC2)C1,1.0,-57.684048
125,C1N(C2c3cc(C(F)(F)F)ccc3C(c3ccc(F)cc3)C2)CCN(CCCN2C(=O)NC(C3CC3)CC2)C1,1.0,-41.69352
23,C1N(C2CN(CCNC3CCN(Cc4ccccc4)CC3)CC2)CCN(C2c3cc(C#N)ccc3C(c3ccc(F)cc3)C2)C1,1.0,-47.364006
62,N1(C2c3cc(C(F)(C)F)ccc3C(c3ccc(F)cc3)C2)CCN(CN2CCN(CCN3C(=O)N(CCCN)CC3)CC2)CC1,1.0,-56.60907
54,C1N(C2c3cc(C)ccc3C(c3ccc(F)cc3)C2)CCN(CCNCCN2CCN(CCNCC)CC2)CC1,1.0,-51.279366
105,C1N(C2c3cc(C(F)(F)F)ccc3C(c3ccc(F)cc3)C2)CCN(CCNCCN(CCCN2CCN(CCN(C)C)CC2)CC)C1,1.0,-54.706665
48,N1(C2c3cc(C(F)(F)C)ccc3C(c3ccc(F)cc3)C2)CCN(CCNCCN2CCN(C3CCCCC3)CC2)CC1,1.0,-49.947227
33,C1N(C2c3cc(C(F)(CC)CC)ccc3C(c3ccc(F)cc3)C2)CCN(CCNCCN2CCN(CCN3CCCCC3)CC2)C1,1.0,-54.09471
45,C1N(CCCOC2CCN(C3c4cc(C(F)(F)F)ccc4C(c4ccc(F)cc4)C3)CC2)CCN(C2CCCCC2)C1,1.0,-47.12722
123,C1N(C2c3c(cc(Cl)cc3)C(c3ccc(F)cc3)C2)CCN(CCNCc2ccc(C#C)cc2)C1,1.0,-33.091076
43,C1N(C2c3cc(C(F)(F)C)ccc3C(c3ccc(F)cc3)C2)CCN(CCNC(=O)C2NCCN(CCN3CCN(C)CC3)CC2)C1,1.0,-61.6283
