,smiles,score,likelihood
13,S(c1cc(C(NCC2N(CC)CCC2)=O)c(OC)cc1)(N1CCCC1)(=O)=O,0.92471886,-25.358335
107,S(c1cc(C(NCC2N(CC)CCC2)=O)c(OC)cc1)(N1CCCCC1)(=O)=O,0.92301184,-24.7182
13,c1(O)c(C(NCC2CCCN2CC)=O)c(OC)c(OC)cc1,0.92215115,-21.078796
95,c1(C(NCC2CCCN2CC)=O)ccc(OC)c(S(N2CCCC2)(=O)=O)c1,0.9202947,-23.21283
75,COc1c(C)c2c(c(OC)c1)c(=O)cc(C(NCC1CCCN1CC)=O)o2,0.9201933,-29.905624
106,O=C(NCC1CCCN1CC)c1ccc(OC)c(OC)c1,0.9198329,-21.613724
18,c1cc(OC)c(C(NCC2CCCN2CC)=O)cc1S(N1CCCCCC1)(=O)=O,0.9194928,-23.024357
35,O(C)c1cc(C(=O)NCC2N(CC)CCC2)c(OC)cc1,0.91912544,-21.347832
8,c1(OC)c(C(NCC2CCCN2CC)=O)c(OC)c(C)cc1,0.91885287,-20.718424
25,O=C(NCC1CCCN1CC)c1ccc(OC)c(S(N2CCCCC2)(=O)=O)c1,0.91837955,-25.812944
101,Cc1oc(C)c(C(NCC2CCCN2CC)=O)c1OC,0.9174431,-27.479473
80,c1(OC)cc(C(=O)NCC2N(CC)CCC2)c(OC)cc1OC,0.91507,-21.124228
7,O(C)c1c(OC)cc(C(NCC2CCCN2CC)=O)cc1OC,0.9150042,-19.668907
17,c1c(C(NCC2CCCN2CC)=O)ccc(OC)c1S(N1CCCCCC1)(=O)=O,0.91438013,-23.499233
29,c12c(OC)ccc(C(NCC3CCCN3CC)=O)c1cco2,0.91427594,-24.026562
40,C1N(S(=O)(=O)c2ccc(C(NCC3N(CC)CCC3)=O)cc2OC)CCCC1,0.91386884,-30.406113
15,c1occ(C(NCC2CCCN2CC)=O)c1OC,0.91356075,-25.933485
104,O=C(NCC1CCCN1CC)c1c2c(c(C)ccc2OC)sc1,0.91302055,-31.376183
115,c1c(C(NCC2CCCN2CC)=O)oc2ccc(OC)cc2c1=O,0.9127084,-25.293718
13,c12c(C(=O)NCC3CCCN3CC)c(OC)ccc1OCO2,0.9123809,-23.74538
