,smiles,score,likelihood
59,c12c(ccc(OC)c1)C(N1CCN(C)CC1)CC2c1ccc(F)cc1,1.0,-22.387463
56,C(COc1ccc2c(c1)C(O)(C(F)(F)F)c1ccccc1-2)(=O)N1CCN(C2c3ccc(Cl)cc3C(c3ccc(F)cc3)C2)CC1,1.0,-43.46988
35,C1N(C2c3ccc(Cl)cc3C(c3ccc(F)cc3)C2)CCN(C2c3ccc(C(=O)NC4COC4)cc3CCC2)C1,1.0,-43.605564
45,C1N(C2c3c(cc(Cl)cc3)C(c3ccc(F)cc3)C2)CCN(C2c3ccc(C(=O)NS(=O)(c4ccc(OCC(=O)O)cc4C(F)(F)F)=O)cc3CC2)C1,1.0,-63.44882
98,C1N(C2c3ccc(Cl)cc3C(c3ccc(F)cc3)C2)CCN(C2c3ccc(C(NCCO)=O)cc3CCc3cc(F)ccc32)C1,1.0,-43.907444
58,C1N(C2c3ccc(Cl)cc3C(c3ccc(F)cc3)C2)CCN(C2c3ccc(C(NCC(NCC(O)=O)=O)C)cc3CCC2)C1,1.0,-49.0595
70,C1N(C2c3ccc(Cl)cc3C(c3ccc(F)cc3)C2)CCN(C2c3c(cc(C(NN)=O)cc3)CCc3c2cccc3)C1,1.0,-45.13118
12,c1(C=NN2CCN(C3c4ccc(Cl)cc4C(c4ccc(F)cc4)C3)CC2)cc(OC)c(O)c(OC)c1,1.0,-36.164997
74,C1N(C2c3c(cc(Cl)cc3)C(c3ccc(F)cc3)C2)CCN(C2c3cc(C(=O)NS(C)(=O)=O)c(OC)cc3CCC2)C1,1.0,-43.362877
75,C1N(C2c3ncc(Br)cc3Cc3c2cccc3)CCN(C2c3ccc(Cl)cc3C(c3ccc(F)cc3)C2)C1,1.0,-41.794212
5,S1C(N2CCN(C3c4ccc(Cl)cc4C(c4ccc(F)cc4)C3)CC2)C(COC(C)=O)C(OC(=O)C)OC1CO,1.0,-51.776016
105,C1N(Cc2nccs2)CCN(C2c3c(cc(Cl)cc3)C(c3ccc(F)cc3)C2)C1,1.0,-25.41687
26,c12cc(CN3CCN(C4c5ccc(Cl)cc5C(c5ccc(F)cc5)C4)CC3)c(F)cc1NC(=O)CO2,1.0,-31.337917
12,C1N(C23CC4CC2CC(C3)C4)CCN(C2c3ccc(Cl)cc3C(c3ccc(F)cc3)C2)C1,1.0,-29.396488
103,CC(CCN1CCN(C2c3c(cc(Cl)cc3)C(c3ccc(F)cc3)C2)CC1)(C)c1ccc(F)cc1,1.0,-32.58252
96,c1(N2CCN(C3c4ccc(Cl)cc4C(c4ccc(F)cc4)C3)CC2)cc(C(NC2CC2)=O)ccc1,1.0,-36.59752
22,C1N(C2c3ccc(Cl)cc3C(c3ccc(F)cc3)C2)CCN(C2c3c(cc(C(NCCF)=O)cc3)CCc3cc(Cl)cnc32)C1,1.0,-46.44529
41,C1N(C2c3c(cc(Cl)cc3)C(c3ccc(F)cc3)C2)CCN(C2c3c(cc(CCC(=O)NCCO)cc3)CCc3cc(F)ccc32)C1,1.0,-52.146824
93,C1N(C2Cc3c(cccc3O)C2)CCN(C2c3ccc(F)cc3C(c3ccc(F)cc3)C2)C1,1.0,-33.260113
20,N1(Cc2cscc2)CCN(C2c3c(cc(Cl)cc3)C(c3ccc(F)cc3)C2)CC1,1.0,-24.850267
