Step,Scaffold,SMILES,bioactivity,raw_bioactivity,total_score,ID
54.0,c1ccc(C2CC(N3CCCN(C4CC5CC4CCN5CC4CC4)CC3)c3ccccc32)cc1,COCCC12CCN(CC3CC3)C(CC1N1CCCN(C3CC(c4ccc(F)cc4)c4ccc(SC)cc43)CC1)C2,1.0,1.0,1.0,fine-tune predictive component_0
99.0,c1ccc(C2CC(N3CCCN(C4CCN(CC5CN(CC6CC6)CCC6C7CCCCC(C7)N56)CC4)CC3)c3ccccc32)cc1,CSc1ccc2c(c1)C(N1CCCN(C3CCN(CC4CN(CC5CC5)CCC5C6CCCCC(C6)N45)CC3)CC1)CC2c1ccc(F)cc1,1.0,1.0,1.0,fine-tune predictive component_1
70.0,c1ccc(C2CC(N3CCN(C4CC5CCCCC6CCC(O4)C65)CC3)c3ccccc32)cc1,CSc1ccc2c(c1)C(N1CCN(C3CC4(C)CC(C)(O)CCC5(C)CCC(C)(O3)C54)CC1)CC2c1ccc(F)cc1,1.0,1.0,1.0,fine-tune predictive component_2
96.0,c1ccc(C2CC(N3CCN(C4CC5CCC(C5)C4NCC4CC4)CC3)c3ccccc32)cc1,CSc1ccc2c(c1)C(N1CCN(C3CC4(C)CCC(C4)C3NCC3CC3)CC1)CC2c1ccc(F)cc1,1.0,1.0,1.0,fine-tune predictive component_3
86.0,c1ccc(C2CC(N3CCN(C4CCNCC4CC4CC4)CC(CC4CCC(NCCN5CCNCC5)CC4)C3)c3ccccc32)cc1,COCCN1CC(CC2CC2)C(N2CCN(C3CC(c4ccc(F)cc4)c4ccc(SC)cc43)CC(CC3CCC(NCCN4CCN(C)CC4)CC3)C2)CC1C,1.0,1.0,1.0,fine-tune predictive component_4
81.0,c1ccc(C2CC(N3CCCN(C4CCC(CN5CCC(NCCC6CC6)CC5)CC4)CC3)c3ccccc32)cc1,CNCC(CC1CC1)NC1CCN(CC2CCC(N3CCCN(C4CC(c5ccc(F)cc5)c5ccc(SC)cc54)CC3)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_5
95.0,c1ccc(C2CC(N3CCN(C4CCN(Cc5ccn[nH]5)CC4)CC(CC4CCCCC4)C3)c3ccccc32)cc1,CSc1ccc2c(c1)C(N1CCN(C3CCN(Cc4ccnn4CCO)CC3)CC(CC3CCC(NC=O)CC3)C1)CC2c1ccc(F)cc1,1.0,1.0,1.0,fine-tune predictive component_6
78.0,c1ccc(C2CC(N3CCN(C4CC5(CCN(CC6CC6)CC5)CN4CC4CCC4)C3)c3ccccc32)cc1,CSc1ccc2c(c1)C(N1CCN(C3CC4(CCN(CC5CC5)CC4)CN3CC3CCC3)C1)CC2c1ccc(F)cc1,1.0,1.0,1.0,fine-tune predictive component_7
94.0,c1ccc(C2CC(N3CCCN(C4CCC(CCNC5CCN(CC6CCC6)CC5)CC4)CC3)c3ccccc32)cc1,CSc1ccc2c(c1)C(N1CCN(C3CCC(CCNC4CCN(CC5CCC5)CC4)CC3)CC(C)C1)CC2c1ccc(F)cc1,1.0,1.0,1.0,fine-tune predictive component_8
86.0,C1=CC2C3=CCC(N4CCN(C5CC(c6ccccc6)c6ccccc65)CC4)CC3CCC2C2CCCC12,CSc1ccc2c(c1)C(N1CCN(C3CC=C4C5C=CC6C(CCC6(C)C#N)C5CCC4(C)C3)CC1)CC2c1ccc(F)cc1,1.0,1.0,1.0,fine-tune predictive component_9
