,smiles,score,likelihood
112,N1(C2CC(c3ccc(F)cc3)c3ccc(SC)cc32)CCN(C2CC3N(CC4CC4)CCC2(C)C3)CC1,1.0,-42.767265
70,C1N(C2CC(c3ccc(F)cc3)c3ccc(SC)cc32)CCN(C2CCC(CN3CC(CO)C(O)C3)CC2)CC1,1.0,-58.114594
32,C1N(C2CC(c3ccc(F)cc3)c3ccc(SC)cc32)CCN(C2CCC(CCO)CC2)CC1CN1CCN(C2CC(O)CCC2)CC1CC1CC1,1.0,-82.641914
82,C1N(C2CC(c3ccc(F)cc3)c3ccc(SC)cc32)CCN(C2CCN(CCC3(C)CCN(CC4CC4)CC3)CC2)CC1,1.0,-65.8503
93,C1N(C2CC(c3ccc(F)cc3)c3ccc(SC)cc32)CCN(C2CCC(CCNC3CCN(C4CCCC(C)C4)CC3)CC2)CC1,1.0,-72.48309
126,C1N(C2CC(c3ccc(F)cc3)c3ccc(SC)cc32)CCN(C2CCC(CNCC3CCCCC3)CC2CC2CC2)CC1C,1.0,-77.9434
67,C1N(C2CC(c3ccc(F)cc3)c3ccc(SC)cc32)CCN(C2CCN(CC3N4C(C5CC4CCCC5)CCN(CC4CC4)C3)CC2)CC1,1.0,-81.58942
49,C1N(C2CC(c3ccc(F)cc3)c3ccc(SC)cc32)CCN(C2CCC(CCN)(C)CC2)CC1CC1CCC(NC(C)C)CC1,1.0,-77.92719
16,N1(C2CC(c3ccc(F)cc3)c3ccc(SC)cc32)CCN(C2CC3(C)C(=CC2)C2=CCC4C(C)(C2C(=NN)C(C)C4)CC3)CC1,1.0,-62.860832
38,C1N(C2CC(c3ccc(F)cc3)c3ccc(SC)cc32)CCN(C2CCN(CCOC)CC2CC2CC3CCC2CN3C2CC2)CC1CC1CC1,1.0,-109.61989
72,C1N(C2CC(c3ccc(F)cc3)c3ccc(SC)cc32)CCN(C2CCC(CN3CC(OC)C3)CC2)CC1Cc1cnccc1,1.0,-74.69997
117,C1N(C2CC(c3ccc(F)cc3)c3ccc(SC)cc32)CCN(C2CCC(CNCC3CC3)CC2)CC1,1.0,-53.774353
48,C1N(C2CC(c3ccc(F)cc3)c3ccc(SC)cc32)CCN(C2CCC(CCO)CC2)CC1COC1CCN(CC2(C)CC2)CC1,1.0,-82.237976
44,C1N(C2CC(c3ccc(F)cc3)c3ccc(SC)cc32)CCN(C2CCN(CCC(C)(C)C)CC2)CC1CC1CCC(NC(C)C)CC1,1.0,-68.10056
88,C1N(C2CC(c3ccc(F)cc3)c3ccc(SC)cc32)CCN(C2CCN(CCC3(C)CCN(CC4CC4)CC3C)CC2)CC1,1.0,-70.48591
0,C1N(C2CC(c3ccc(F)cc3)c3ccc(SC)cc32)CCN(C2CCC(CNCC3CCCC3)CC2)CC1,1.0,-55.797485
101,C1N(C2CC(c3ccc(F)cc3)c3ccc(SC)cc32)CCN(C2CC(C)N(CCOC3CCN(C4CCC=C(CCO)CC4)CC3)C2)CC1C,1.0,-79.34767
51,C1N(C2CC(c3ccc(F)cc3)c3ccc(SC)cc32)CCN(C2CCC(COC)(CCOC)CC2)CC1CC1CCC(N)CC1,1.0,-79.8236
16,C1N(C2CC(c3ccc(F)cc3)c3ccc(SC)cc32)CCN(C2CCC(CCO)CC2)CC1C1CCC1,1.0,-59.437725
70,C1N(C2CC(c3ccc(F)cc3)c3ccc(SC)cc32)CCN(C2CCC(CN3CCC(CNC)CC3)CC2)CC1,1.0,-54.895706
