,smiles,score,likelihood
120,o1c(OC)c(Cl)c(C)c(C(NCC2CCCN2CC)=O)c1=O,0.92596763,-27.664413
0,c1(S(=O)(N2CCCC2)=O)ccc(C(=O)NCC2N(CC)CCC2)c(OC)c1,0.9253115,-30.733616
59,c1(S(N2CCCC2)(=O)=O)cc(C(NCC2N(CC)CCC2)=O)c(OC)cc1,0.92471886,-25.351242
23,c1(C)c(C(NCC2CCCN2CC)=O)oc2cc(OC)cc(OC)c2c1=O,0.92307687,-34.204144
124,S(c1cc(C(NCC2N(CC)CCC2)=O)c(OC)cc1)(N1CCCCC1)(=O)=O,0.92301184,-24.7182
36,O=c1oc(C(=O)NCC2CCCN2CC)c(OC)c(OC)c1,0.9227582,-36.24491
88,c1c(S(N2CCCCC2)(=O)=O)ccc(C(NCC2N(CC)CCC2)=O)c1OC,0.9223019,-31.958286
124,c1(O)c(C(NCC2CCCN2CC)=O)c(OC)c(OC)cc1,0.92215115,-21.078796
20,c1(C)c(C(NCC2CCCN2CC)=O)oc2cc(C)cc(OC)c2c1=O,0.9219522,-34.324955
71,c1(OC)c(C)c(C(NCC2CCCN2CC)=O)oc(=O)c1Br,0.92057854,-29.784643
42,c1c(C(NCC2CCCN2CC)=O)ccc(OC)c1S(N1CCCC1)(=O)=O,0.9202947,-22.880388
119,c1(OC)c(C)c2c(c(OC)c1)c(=O)cc(C(=O)NCC1CCCN1CC)o2,0.9201933,-30.564594
46,c12ccc(OC)c(C(NCC3CCCN3CC)=O)c1ccs2,0.9201594,-24.88859
52,O=C(NCC1CCCN1CC)c1ccc(OC)c(OC)c1,0.9198329,-21.613724
121,c1(S(N2CCCCCC2)(=O)=O)cc(C(=O)NCC2N(CC)CCC2)c(OC)cc1,0.9194928,-26.291277
18,c1(OC)cc(C(=O)NCC2N(CC)CCC2)c(OC)cc1,0.91912544,-20.58472
0,c1(OC)c(C(NCC2CCCN2CC)=O)c(OC)c(C)cc1,0.91885287,-20.718424
60,c1c(S(N2CCCCCC2)(=O)=O)ccc(C(NCC2N(CC)CCC2)=O)c1OC,0.918816,-32.925552
104,c1(C)c(C(NCC2CCCN2CC)=O)oc2ccc(OC)cc2c1=O,0.91862756,-28.487946
64,O(C)c1c(S(N2CCCCC2)(=O)=O)cc(C(NCC2CCCN2CC)=O)cc1,0.91837955,-26.514069
