,smiles,score,likelihood
75,c1(C(=O)NCC2N(CC)CCC2)c(OCC2CC2)c(OC)ccc1,0.8968544,-27.26662
77,C1(NS(c2cc(C(NCC3N(CC)CCC3)=O)c(OC)cc2)(=O)=O)CC1,0.8968544,-26.946362
77,c1(C2CC(N3CCN(C)CC3)c3c2ccc(Br)c3)ccc(F)cc1,0.8944272,-25.296104
122,c1(C2CC(N3CCN(C)CC3)c3c2ccc(F)c3)ccc(F)cc1,0.8944272,-22.843521
35,c1c(C2CC(N3CCN(C)CC3)c3c2ccc(Cl)c3)ccc(F)c1,0.8944272,-22.136147
51,c1(C(NCC2N(CC)CCC2)=O)c(OCC2NCC2)c(OC)ccc1,0.8825799,-33.84261
24,c1(C(NCC2N(CC)CCC2)=O)c(OC)c(C)cc(Br)c1OC,0.8760376,-21.321049
57,c1(C(NCC2N(CC)CCC2)=O)c(OC2CCC2)c(OC)ccc1,0.86909103,-29.095594
17,c1c(C(NCC2N(CC)CCC2)=O)c(OCC2CCN2C)c(OC)cc1,0.8689661,-31.623558
114,O(c1c(C(NCC2CCCN2CC)=O)cc(Br)cc1)C,0.86780554,-18.251936
11,c1(C(NCC2N(CC)CCC2)=O)c(OCC(NC(C)C)=O)c(OC)ccc1,0.86023253,-28.124556
58,c1(Cl)cc(C(NCC2N(CC)CCC2)=O)c(OC2CCC2)c(OC)c1,0.85839504,-29.47088
112,c1c(O)c(C(NCC2CCCN2CC)=O)cc(Br)c1OC,0.8572863,-22.172249
94,c1c(C(=O)NCC2N(CC)CCC2)c(OC)c(C)cc1Br,0.8572863,-21.898998
123,c1(C(NCC2N(CC)CCC2)=O)c(OCC2NCCC2)c(OC)ccc1,0.85596335,-33.462936
34,c1ccc(C(NCC2N(CC)CCC2)=O)c(OCC2CCOC2)c1OC,0.85596335,-31.527264
41,c1(C(NCC2N(CC)CCC2)=O)c(OC2CNCC2F)c(OC)ccc1,0.8544004,-32.817425
44,c1(C(NCC2N(CC)CCC2)=O)c(OCC2CC2)c(OC)cc(F)c1,0.8539126,-32.438118
25,c1(C(NCC2N(CC)CCC2)=O)c(OCC2CC2)c(OC)cc(Br)c1,0.8539126,-28.91701
122,c1c(C2CC(N3CCN(C)CC3)c3ccc(F)cc32)ccc(F)c1,0.8537499,-22.226412
