Step,Scaffold,SMILES,bioactivity,raw_bioactivity,total_score,ID
0.0,O=S(=O)(c1ccccc1)N1CCC(COc2ccc3c(c2)C(N2CCNCC2)CC3c2ccccc2)CC1,O=S(=O)(c1ccccc1)N1CCC(COc2ccc3c(c2)C(N2CCN(CCO)CC2)CC3c2ccc(F)cc2)CC1,1.0,1.0,1.0,fine-tune predictive component_0
62.0,c1ccc(SCCc2ccc3c(c2)C(N2CCNCC2)CC3c2ccccc2)cc1,CC(CSc1ccccc1)c1ccc2c(c1)C(N1CCN(CCO)CC1)CC2c1ccc(F)cc1,1.0,1.0,1.0,fine-tune predictive component_1
62.0,O=S(=O)(c1ccccc1)N1CCC(Cc2ccc3c(c2)C(N2CCNCC2)CC3c2ccccc2)CC1,O=S(=O)(c1ccc(F)cc1F)N1CCC(C(O)c2ccc3c(c2)C(N2CCN(CCO)CC2)CC3c2ccc(F)cc2)CC1,1.0,1.0,1.0,fine-tune predictive component_2
62.0,O=C(NCCCN1CCNCC1)c1ccc(C=Cc2ccc3c(c2)C(N2CCNCC2)CC3c2ccccc2)cc1,CC(=Cc1ccc(C(=O)NCCCN2CCN(C)CC2)cc1)c1ccc2c(c1)C(N1CCN(CCO)CC1)CC2c1ccc(F)cc1,1.0,1.0,1.0,fine-tune predictive component_3
62.0,c1ccc(-c2ccc(Cc3ccc4c(c3)C(N3CCCNCC3)CC4c3ccccc3)nn2)cc1,N#Cc1ccc(-c2ccc(C(F)c3ccc4c(c3)C(N3CCCN(CCO)CC3)CC4c3ccc(F)cc3)nn2)cc1,1.0,1.0,1.0,fine-tune predictive component_4
62.0,O=C(Cc1ccsc1)N1CCC(Cc2ccc3c(c2)C(N2CCNCC2)CC3c2ccccc2)CC1,O=C(Cc1ccsc1)N1CCC(Cc2ccc3c(c2)C(N2CCN(CCO)CC2)CC3c2ccc(F)cc2)CC1,1.0,1.0,1.0,fine-tune predictive component_5
62.0,c1ccc(COCCNCc2ccc3c(c2)C(N2CCNCC2)CC3c2ccccc2)cc1,CN(CCOCc1ccc(Br)cc1)Cc1ccc2c(c1)C(N1CCN(CCO)CC1)CC2c1ccc(F)cc1,1.0,1.0,1.0,fine-tune predictive component_6
62.0,c1ccc(C2CC(N3CCNCC3)c3cc(CCN4CCCC4)ccc32)cc1,CCC(CC)CC(CC)C1(C)CCN(CCc2ccc3c(c2)C(N2CCN(CCO)CC2)CC3c2ccc(F)cc2)C1,1.0,1.0,1.0,fine-tune predictive component_7
62.0,c1ccc(C2CC(N3CCNCC3)c3cc(C(c4ccccc4)C4CCNCC4)ccc32)cc1,CC=C(C)C(C(C)C)N1CCC(C(c2ccc(F)cc2)c2ccc3c(c2)C(N2CCN(CCO)CC2)CC3c2ccc(F)cc2)CC1,1.0,1.0,1.0,fine-tune predictive component_8
62.0,N=C(CCc1ccncc1)c1ccc2c(c1)C(N1CCCNCC1)CC2c1ccccc1,OCCN1CCCN(C2CC(c3ccc(F)cc3)c3ccc(C(CCc4ccncc4)=NO)cc32)CC1,1.0,1.0,1.0,fine-tune predictive component_9
62.0,O=C1CC(NCCc2ccc3c(c2)C(N2CCNCC2)CC3c2ccccc2)CCN1,CC(C)CN1CCC(NC(O)C(CCO)c2ccc3c(c2)C(N2CCN(CCO)CC2)CC3c2ccc(F)cc2)CC1=O,1.0,1.0,1.0,fine-tune predictive component_10
62.0,c1ccc(C2CC(N3CCNCC3)c3cc(CNCCCC4OCCc5ccccc54)ccc32)cc1,CN(CCCC1OCCc2cc(F)ccc21)Cc1ccc2c(c1)C(N1CCN(CCO)CC1)CC2c1ccc(F)cc1,1.0,1.0,1.0,fine-tune predictive component_11
62.0,O=C(CN1CCN(C(=O)c2ccc3c(c2)C(N2CCCNCC2)CC3c2ccccc2)CC1)N1CCCCC1,CCCC1CCN(C(=O)CN2CCN(C(=O)c3ccc4c(c3)C(N3CCCN(CCO)CC3)CC4c3ccc(F)cc3)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_12
62.0,O=C(CN1CCC(C(c2ccccc2)c2ccc3c(c2)C(N2CCNCC2)CC3c2ccccc2)CC1)N1CCNCC1,O=C(CN1CCC(C(c2ccc(F)cc2)c2ccc3c(c2)C(N2CCN(CCO)CC2)CC3c2ccc(F)cc2)CC1)N1CCN(CCO)CC1,1.0,1.0,1.0,fine-tune predictive component_13
62.0,O=C(CCc1ccc2c(c1)C(N1CCNCC1)CC2c1ccccc1)N1CCN(c2ccccn2)CC1,CCC(C)(CC(=O)N1CCN(c2ccc(C(F)(F)F)cn2)CC1)c1ccc2c(c1)C(N1CCN(CCO)CC1)CC2c1ccc(F)cc1,1.0,1.0,1.0,fine-tune predictive component_14
62.0,O=C(NC1CCC(Cc2ccc3c(c2)C(N2CCNCC2)CC3c2ccccc2)CC1)C1CNCCN1,CC(c1ccc2c(c1)C(N1CCN(CCO)CC1)CC2c1ccc(F)cc1)C1CCC(NC(=O)C2CN(C(C)(C)C)CCN2)CC1,1.0,1.0,1.0,fine-tune predictive component_15
62.0,c1ccc(C2CC(N3CCCNCC3)c3cc(CNCCC4CCN(CC5CCCCC5)CC4)ccc32)cc1,CC(C)N(CCC1CCN(CC2CCCCC2)CC1)Cc1ccc2c(c1)C(N1CCCN(CCO)CC1)CC2c1ccc(F)cc1,1.0,1.0,1.0,fine-tune predictive component_16
62.0,C(=C1CCN(C2CCNCC2)CC1)c1ccc2c(c1)C(N1CCNCC1)CC2c1ccccc1,CCC1CC(N2CCC(=C(O)c3ccc4c(c3)C(N3CCN(CCO)CC3)CC4c3ccc(F)cc3)CC2)CCN1,1.0,1.0,1.0,fine-tune predictive component_17
62.0,c1ccc(C2CC(N3CCNCC3)c3cc(CCN4CCN(c5ccccc5)CC4)ccc32)cc1,OCCN1CCN(C2CC(c3ccc(F)cc3)c3ccc(CCN4CCN(c5ccc(C(F)(F)F)cc5)CC4)cc32)CC1,1.0,1.0,1.0,fine-tune predictive component_18
62.0,c1ccc(Cc2ccc3c(c2)C(N2CCCN(C4CCC4)CC2)CC3c2ccccc2)cc1,CSCCC(O)(c1ccc(F)c(F)c1)c1ccc2c(c1)C(N1CCCN(C3CCC3)CC1)CC2c1ccc(F)cc1,1.0,1.0,1.0,fine-tune predictive component_19
62.0,c1ccc(COc2ccc(N3CCN(CCc4ccc5c(c4)C(N4CCCNCC4)CC5c4ccccc4)CC3)cc2)cc1,OCCN1CCCN(C2CC(c3ccc(F)cc3)c3ccc(CCN4CCN(c5ccc(OCc6cccc(F)c6)cc5F)CC4)cc32)CC1,1.0,1.0,1.0,fine-tune predictive component_20
62.0,c1ccc(C2CC(N3CCCNCC3)c3cc(CC4CCNCC4)ccc32)cc1,CC(c1ccc2c(c1)C(N1CCCN(CCO)CC1)CC2c1ccc(F)cc1)C1CCN(C(=O)CCOC(F)(F)F)CC1,1.0,1.0,1.0,fine-tune predictive component_21
62.0,c1ccc(C2CC(N3CCCNCC3)c3cc(CCC4CCCCC5NCC5S4)ccc32)cc1,CC(C)CCN1CC2SC(CCc3ccc4c(c3)C(N3CCCN(CCO)CC3)CC4c3ccc(F)cc3)CCCCC21,1.0,1.0,1.0,fine-tune predictive component_22
