Step,Scaffold,SMILES,bioactivity,raw_bioactivity,total_score,ID
0.0,c1ccc(CNc2ccc3c(c2)C(N2CCCNCC2)CC3c2ccccc2)cc1,Cc1ccc(CNc2ccc3c(c2)C(N2CCCN(CCO)CC2)CC3c2ccc(F)cc2)cc1,1.0,1.0,1.0,fine-tune predictive component_0
64.0,O=C(c1ccc(OCc2ccc3c(c2)C(N2CCCNCC2)CC3c2ccccc2)cc1)C1CCCN1,CN1CCCC1C(=O)c1ccc(OCc2ccc3c(c2)C(N2CCCN(CCO)CC2)CC3c2ccc(F)cc2)cc1,1.0,1.0,1.0,fine-tune predictive component_1
64.0,c1ccc(Cc2ccc3c(c2)C(N2CCNCC2)CC3c2ccccc2)cc1,OCCN1CCN(C2CC(c3ccc(F)cc3)c3ccc(Cc4ccccc4)cc32)CC1,1.0,1.0,1.0,fine-tune predictive component_2
64.0,c1ccc(C2CC(N3CCN(CCN4CCNCC4)CC3)c3cc(OCCC4CCCC4)ccc32)cc1,OCCN1CCN(CCN2CCN(C3CC(c4ccc(F)cc4)c4ccc(OCCC5CCCC5)cc43)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_3
64.0,c1ccc(C2CC(N3CCNCC3)c3cc(N4CCC5(CCCN5C5CC5)CC4)ccc32)cc1,OCCN1CCN(C2CC(c3ccc(F)cc3)c3ccc(N4CCC5(CCCN5C5CC5)CC4)cc32)CC1,1.0,1.0,1.0,fine-tune predictive component_4
64.0,c1ccc(OCCCCCCc2ccc3c(c2)C(N2CCCNCC2)CC3c2ccccc2)cc1,OCCN1CCCN(C2CC(c3ccc(F)cc3)c3ccc(CCCCCCOc4ccccc4)cc32)CC1,1.0,1.0,1.0,fine-tune predictive component_5
64.0,c1ccc(C2CC(N3CCNCC3)c3cc(CNC4CCNCC4)ccc32)cc1,CCOC(=O)N1CCC(NCc2ccc3c(c2)C(N2CCN(CCO)CC2)CC3c2ccc(F)cc2)CC1,1.0,1.0,1.0,fine-tune predictive component_6
64.0,c1ccc(C2CC(N3CCCNCC3)c3cc(OCCN4CCC(CN5CCCO5)CC4)ccc32)cc1,OCCN1CCCN(C2CC(c3ccc(F)cc3)c3ccc(OCCN4CCC(CN5CC(O)CO5)CC4)cc32)CC1,1.0,1.0,1.0,fine-tune predictive component_7
64.0,c1ccc(Cc2ccc3c(c2)C(N2CCCNCC2)CC3c2ccccc2)cc1,CC(C)(C)c1ccc(Cc2ccc3c(c2)C(N2CCCN(CCO)CC2)CC3c2ccc(F)cc2)cc1,1.0,1.0,1.0,fine-tune predictive component_8
64.0,O=C(c1ccccc1)N1CCC(CCc2ccc3c(c2)C(N2CCCNCC2)CC3c2ccccc2)CC1,O=C(c1ccc(F)cc1)N1CCC(CCc2ccc3c(c2)C(N2CCCN(CCO)CC2)CC3c2ccc(F)cc2)CC1,1.0,1.0,1.0,fine-tune predictive component_9
