,smiles,score,likelihood
92,C1C(Nc2ccccc2)c2ccccc2N(c2ccccc2)C(=O)N1c1ccccc1,0.99907213,-28.409115
41,C(N(Cc1ccccc1)c1ccccc1)(CNC(=O)c1cccc(S(Nc2ccccc2OC)(=O)=O)c1)=O,0.99907213,-32.088924
84,c1cccc(-c2csc3nc(Cc4ccc(N)cc4)c4ccccc4c23)c1,0.99907213,-27.277168
91,c1ccccc1N(c1ccccc1)C(C(Cc1ccccc1)NC(=O)C(NC(NCc1occc1)=O)Cc1ccccc1)=O,0.99907213,-39.718178
13,c1cccc(Nc2cccc(C(C)C)c2)c1C(Nc1ccccc1)=N,0.99907213,-28.809662
118,C(CSc1n(-c2ccccc2)c(COc2ccccc2C)nn1)(Nc1c(C)cccc1)=O,0.99907213,-25.023369
94,c1ccccc1C(c1ccccc1)C(=O)NCCc1ccc(S(NC(NCc2ccccc2)=O)(=O)=O)cc1,0.99907213,-26.12545
125,C(Cc1ccccc1)(C(ONC(c1ccccc1)=Nc1ccccc1)NC#N)CC,0.99907213,-38.377342
115,c1ccccc1C(Oc1ccccc1OC(C)=O)c1ccccc1,0.99907213,-23.443048
36,n1ccccc1-c1cccc(-c2ncccc2)c1,0.99907213,-23.766834
90,c1ccccc1S(=O)(c1c(Cc2cc(C(N3CCCN(c4ccccc4)CC3)=O)ccc2)cccc1)=O,0.9990721,-36.10027
13,c1(-c2ccccc2Cl)c(C(c2n(CC(Nc3ccccc3)=O)ccc2)=O)c(O)c(O)n1CCN1CCOCC1,0.9990721,-40.7179
31,c1ccccc1SC(c1ccc(OC(F)F)cc1)CC(=O)c1ccccc1,0.9990721,-23.947573
59,c1ccccc1Oc1ccccc1NC(Nc1ccc(C)cc1)=O,0.9990721,-19.925352
61,c1cc2c(cc1)C(NCc1ccccc1)c1ccccc1CN2,0.9990721,-22.109383
68,n1c(N2CCN(c3ccccn3)CC2)c2ccccc2c(-c2ccccc2)n1,0.9990721,-21.581936
28,c1cccc(-n2ncc(-c3ccc4c(c3)cncc4)c2)c1,0.9990721,-24.440052
110,c1ccccc1SC(c1ccccc1)C(=O)Nc1ccccc1OCC,0.9990721,-24.21986
107,c1ccccc1SC(c1ccc(OC)cc1)C(=O)NCCc1ccccc1,0.9990721,-24.77581
76,c1ccccc1CSc1ccc2c(cccc2)c1,0.9990721,-19.84804
