,smiles,score,likelihood
28,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CC2CN3CCC2CC3)CC1,1.0,-36.724937
54,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CC2C(COCCN3CCN(CCOCCOCCCOCCOCC)CC3)C2)CC1,1.0,-70.71066
94,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCC2CCN(CC3C(COCCN4CCN(CCN5CCOC5)CC4)C3)CC2)CC1,1.0,-71.45666
123,C1N(CCCN2CCN(C3c4cc(F)ccc4C(c4ccc(F)cc4)C3)CC2)CCN(CCCCN2CCN(CC3C(CO)C3)CC2)CC1,1.0,-58.774742
69,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCC2CCN(CC3C(COCC4CCCCC4)C3)CC2)CC1,1.0,-57.01126
62,C1N(C2c3ccc(F)cc3C(c3ccc(F)cc3)C2)CCN(CC2C(COCC3CC(C)CCC3)C2)CC1,1.0,-43.620335
15,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCC2CCN(CCC3CCN(CC4C(CO)CN(CC5C6CCC(C6)C5)CC4)CC3)CC2)CC1,1.0,-78.18388
56,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CC2C(COCCN3CCCN(CC4C(CO)CCN4)C3)C2)CC1,1.0,-74.6412
106,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CC2C(CO)CN(CC3C4C(CN(CCOC)CC4)C3)CC2)CC1,1.0,-60.108215
84,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CC2C(CN3CCC(CN4CCC(CN5CCN(CCCCN6CCNCC6C)CC5)CC4)CC3)C2)CC1,1.0,-79.70043
50,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCCCN2CCN(CC3C4C(CC3)C(CO)C4CC)CC2)CC1,1.0,-63.604095
113,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCC2CCN(CC3C(COC4CC5Nc6n(c7ccc(F)cc7c6)CCN5C4)CC3)CC2)CC1,1.0,-94.326096
29,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCCN2CCN(CC3C(CN4CCCOCC4)C3)CC2)CC1,1.0,-53.69357
44,C1N(C2c3c(cc(F)cc3)C(c3ccc(F)cc3)C2)CCN(CCC2CCN(CCC3CC(O)CN3C)CC2)CC1,1.0,-54.757156
42,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCC2CCN(CCCC3C4CCCCC4CCN3CCCCC3CCCCC3)CC2)CC1,1.0,-67.61722
37,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CC2C(CO)CN(CCCN3CCN(CCC4CCCCC4)CC3)CC2)CC1,1.0,-61.56794
58,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCC2(C3CCN(CC4C(CO)C4)CC3)CCN(CC#N)CC2)CC1,1.0,-80.746796
99,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CC2C(COCCN3CCC(CN4CCC(CO)CC4)CC3)C2)CC1,1.0,-60.39203
125,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CC2C(COCCN3CCN(CCOCCOCC)CC3)C2)CC1,1.0,-61.015358
70,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCN2CCN(CC3C4OCCCC4(OCCN4CCCC4)C3)CC2)CC1,1.0,-58.86817
