Step,Scaffold,SMILES,bioactivity,raw_bioactivity,total_score,ID
64.0,c1ccc(C2CC(N3CCN(CCN4CCN(CCN5CCN(CCN6CCNCC6)CC5)CC4)CC3)c3cc(NCCCCCN4CCNCC4)ccc32)cc1,CN1CCN(CCCCCNc2ccc3c(c2)C(N2CCN(CCN4CCN(CCN5CCN(CCN6CCN(C)CC6)CC5)CC4)CC2)CC3c2ccc(F)cc2)CC1,1.0,1.0,1.0,fine-tune predictive component_0
26.0,c1ccc(C2CC(N3CCNCC3)c3cc(SCCN4CCCCC4)ccc32)cc1,CN(C)CCN1CCN(C2CC(c3ccc(F)cc3)c3ccc(SCCN4CCC(CO)CC4)cc32)CC1,1.0,1.0,1.0,fine-tune predictive component_1
68.0,c1ccc(C2CC(N3CCN(CCN4CCNCC4)CC3)c3cc(N4CCN(C5CCCO5)CC4)ccc32)cc1,CN1CCN(CCN2CCN(C3CC(c4ccc(F)cc4)c4ccc(N5CCN(C6CC(C#N)C(CO)O6)CC5)cc43)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_2
94.0,c1ccc(C2CC(N3CCCN(CCN4CCN(CCCNC5CCCCC5)CC4)CC3)c3cc(CN4CCC4)ccc32)cc1,CC1CCC(N(C)CCCN2CCN(CCN3CCCN(C4CC(c5ccc(F)cc5)c5ccc(CN6CC(CO)C6)cc54)CC3)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_3
48.0,c1ccc(C2CC(N3CCN(CCN4CCNC4)CC3)c3cc(SCC4CCCNC4)ccc32)cc1,CN1CCN(CCN2CCN(C3CC(c4ccc(F)cc4)c4ccc(SCC5CCCN(S(C)(=O)=O)C5)cc43)CC2)C1,1.0,1.0,1.0,fine-tune predictive component_4
68.0,c1ccc(C2CC(N3CCN(CCN4CCNC4)CC3)c3cc(N4CCC4CNCCN4CCNCC4)ccc32)cc1,CC(C)N1CCN(CCN2CCN(C3CC(c4ccc(F)cc4)c4ccc(N5CCC5CN(C)CCN5CCN(C)CC5)cc43)CC2)C1,1.0,1.0,1.0,fine-tune predictive component_5
26.0,c1ccc(C2CC(N3CCN(CCN4CC5CNCC(C5)C4)CC3)c3cc(SC4CCC(CN5CCNCC5)CC4)ccc32)cc1,CN1CCN(CC2CCC(Sc3ccc4c(c3)C(N3CCN(CCN5CC6CC(CN(C)C6)C5)CC3)CC4c3ccc(F)cc3)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_6
26.0,c1ccc(C2CC(N3CCN(CCN4CCCCC4)CC3)c3cc(SCCN4CCN(CCCCN5CCCC5)CC4)ccc32)cc1,Fc1ccc(C2CC(N3CCN(CCN4CCCCC4)CC3)c3cc(SCCN4CCN(CCCCN5CCCC5)CC4)ccc32)cc1,1.0,1.0,1.0,fine-tune predictive component_7
77.0,c1ccc(C2CC(N3CCCN(CCN4CCNC4)CC3)c3cc(CN4CCCCC4)ccc32)cc1,CN1CCN(CCN2CCCN(C3CC(c4ccc(F)cc4)c4ccc(CN5CCCC(N)C5)cc43)CC2)C1,1.0,1.0,1.0,fine-tune predictive component_8
26.0,O=S1(=O)CCN(CCSc2ccc3c(c2)C(N2CCN(CCN4CCNC4)CC2)CC3c2ccccc2)C1,CN1CCN(CCN2CCN(C3CC(c4ccc(F)cc4)c4ccc(SCCN5CCS(=O)(=O)C5)cc43)CC2)C1,1.0,1.0,1.0,fine-tune predictive component_9
48.0,c1ccc(C2CC(N3CCN(CCN4CCN(CCCN5CCOCC5)CC4)CC3)c3cc(CN4CCN(CCN5CCNCC5)CC4)ccc32)cc1,CN1CCN(CCN2CCN(Cc3ccc4c(c3)C(N3CCN(CCN5CCN(CCCN6CCOCC6)CC5)CC3)CC4c3ccc(F)cc3)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_10
48.0,c1ccc(C2CC(N3CCN(CCN4CCNC4)CC3)c3cc(SCCCN4CCN(CCN5CCNCC5)CC4)ccc32)cc1,CN1CCN(CCN2CCN(CCCSc3ccc4c(c3)C(N3CCN(CCN5CCN(C)C5)CC3)CC4c3ccc(F)cc3)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_11
48.0,c1ccc(C2CC(N3CCN(CCN4CCN(CCN5CCNCC5)CC4)CC3)c3cc(SCCN4CCN(CCN5CCNC5)CC4)ccc32)cc1,CN(C)CCCN1CCN(CCN2CCN(CCN3CCN(C4CC(c5ccc(F)cc5)c5ccc(SCCN6CCN(CCN7CCNC7)CC6)cc54)CC3)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_12
27.0,O=S1(=O)CCN(CCSc2ccc3c(c2)C(N2CCN(CCN4CCN(CCN5CCCCC5)CC4)CC2)CC3c2ccccc2)CC1,O=S1(=O)CCN(CCSc2ccc3c(c2)C(N2CCN(CCN4CCN(CCN5CCCCC5)CC4)CC2)CC3c2ccc(F)cc2)CC1,1.0,1.0,1.0,fine-tune predictive component_13
68.0,c1ccc(C2CC(N3CCN(CCN4CCNCC4)CC3)c3cc(N4CCN(CC5CC5)CC4)ccc32)cc1,CN1CCN(CCN2CCN(C3CC(c4ccc(F)cc4)c4ccc(N5CCN(CC6CC6)CC5)cc43)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_14
