,smiles,score,likelihood
77,c1ccccc1-c1nc(Sc2ccccc2CO)cc2c1cccc2,0.99907213,-33.36944
19,c1ccccc1C(NC(c1cc2cnccc2nc1-c1ccccc1)=O)c1ccccc1,0.99907213,-32.00615
102,c1ccc(F)cc1-c1c2c(cccc2)cc(-c2ccc(OC)cc2)c1,0.9990721,-27.796886
100,c1(-c2ccccc2)csc(=Nc2ccccc2C(=NNc2ccccc2)c2ccccc2)[nH]1,0.9990721,-35.24799
79,c1cccc(-c2ccc(CC3=NC(=S)NC3=O)cc2)c1-c1ccccc1,0.9990721,-23.812435
115,c1c(-c2cc(F)ccc2Oc2ccc(S(Nc3cscn3)(=O)=O)cc2C#N)cccc1-c1ccc2c(c1)OCC(=O)N2,0.9990721,-38.754696
117,O(C1C(=Nc2ccc(OC)cc2)C(=O)c2ccccc2C1=O)Cc1ccccc1F,0.9990721,-28.980593
55,c1ccc(-c2oc(S(c3ccccc3)(=O)=O)cc2-c2cc(Cl)ccc2)c(Cl)c1,0.9990721,-31.593801
100,c1(-c2sccc2)cc(-c2sc3ccccc3c2)c2c(cc(O)cc2)c1,0.9990721,-32.388535
92,C1(=Nc2ccccc2Cl)C(c2ccccc2)C(=O)c2ccccc21,0.999072,-23.52578
35,C(=O)(Cc1cccc(-c2ccc(-c3[nH]c4c(cc(F)cc4)n3)cc2)c1)Nc1ccc2c(c1)OCO2,0.999072,-34.1407
127,c1ccc(Cl)cc1-c1cc(-c2ccccc2)[nH]c(=Nc2cccc(C3CC3)c2)n1,0.999072,-33.512573
86,c1c(C(N(c2ccccc2)c2ccccc2)=O)ccc(NC(c2ccccc2)=N)c1,0.999072,-29.269651
88,c1(-c2ccc(C(c3ccccc3)NCc3ccccc3C(F)(F)F)cc2)ccccc1,0.999072,-29.505291
107,c1cc([S+](c2ccccc2C(O)=O)[O-])c(-c2ccccc2)c2ccc(Cl)cc12,0.99907196,-30.419903
42,C1N(c2ccccc2)CCN(Cc2cccc(-c3cc(-c4nc5ccccc5c(=O)[nH]4)ccc3)c2)C1,0.99907196,-31.36229
98,c1cc(Oc2ccc(-c3nc(-c4cc(O)ccc4)sc3)cc2)ccc1O,0.99907196,-22.432175
127,c1cccc(-c2ccccc2-c2nnc(-c3ccccc3)o2)c1N=CC1NCCN1,0.99907196,-32.76395
30,C(=Cc1c(Cl)cccc1Cl)(c1ccccc1F)C(Nc1cc(C(c2ccccc2)=O)c(NC(=O)Cc2ccccc2)cc1)=O,0.99907196,-42.26919
90,CC(Oc1ccccc1-c1c2ccccc2nc(-c2ccccc2)c1)C(=O)O,0.9990719,-30.076946
