,smiles,score,likelihood
3,C1N(CCO)CCN(C2CC(c3ccc(F)cc3)c3ccc(CN4CCN(C)CC4)cc32)C1,1.0,-27.483728
82,C1N(CCN2CCN(C3CC(c4ccc(F)cc4)c4ccc(CN5CCN(CCO)CC5)cc43)CC2)CCCN1c1c2c(nc(C)c1)ccc(OC)c2,1.0,-51.790627
126,CN1CCN(C2CC(c3ccc(F)cc3)c3ccc(CN(C)CCN4CCN(CCO)CC4)cc32)CC1,1.0,-40.07651
55,C1N(CCO)CCN(C2CC(c3ccc(F)cc3)c3ccc(N4CCN(C5CC5)CC4)cc32)C1,1.0,-36.44293
31,C1N(CC2CCN(CCO)CC2)CCN(C2CC(c3ccc(F)cc3)c3ccc(N(C)C)cc32)C1,1.0,-36.872124
30,C1N(CCC2N(C)CCNC2)CCN(C2CC(c3ccc(F)cc3)c3ccc(CN(CCN4CCN(CCO)CC4)C)cc32)C1,1.0,-63.908096
29,C1N(Cc2cc[n+]([O-])cc2)CCN(C2CC(c3ccc(F)cc3)c3ccc(CN(CCN4CCN(C5CCN(CCO)CC5)CC4)CCCN4CCN(CCO)CC4)cc32)C1,1.0,-86.063736
25,C1N(CCO)CCN(C2CC(c3ccc(F)cc3)c3ccc(N4CCN(CC(N5CCN(C6CCN(CCO)CC6)CC5)=O)CC4)cc32)C1,1.0,-64.04654
16,C1N(CC(=O)N2N=C(C)CC2c2c(F)cccc2F)CCN(C2CC(c3ccc(F)cc3)c3ccc(OCCN4CCN(CCO)CC4)cc32)C1,1.0,-54.35994
12,C1N(CCN2CCN(C3c4c(ccc(C(F)(F)F)c4)C(c4ccc(F)cc4)C3)CC2)CCN(C2CCN(CCO)CC2)C1,1.0,-48.017487
90,C1N(CCN2CCN(C3CC(c4ccc(F)cc4)c4ccc(CNCCN5CCN(CCO)CC5)cc43)CC2)CCN(C2CCN(CCO)CC2)C1CCN1CCN(C2CCC2)CC1,1.0,-89.69742
100,N1(CC2N(CCN3CCN(CCO)CC3)CCN(C3CC(c4ccc(F)cc4)c4ccc(CN)cc43)CC2)CCN(C2CCN(CCO)CC2)CC1,1.0,-75.69664
4,CC1(C(N2CCN(C3CCC(N4CCN(CCO)CC4)CC3)CC2)=O)CCN(C2CC(c3ccc(F)cc3)c3ccc(CNC(C)(C)C)cc32)CC1,1.0,-63.67954
0,C1N(CCN2CCN(C3CC(c4ccc(F)cc4)c4ccc(CCN5CCN(CCO)CC5)cc43)CC2)CCN(C2CCC(C(C)C)CC2)C1,1.0,-52.138138
2,C1N(CCO)CCN(C2CC(c3ccc(F)cc3)c3c2ccc(C2N(S(=O)(CCN(C4CCN(CCO)CC4)C)=O)CCN2C(C)C)c3)C1,1.0,-71.85642
32,C1N(C2CN(CCO)CC2)CCN(C2CC(c3ccc(F)cc3)c3ccc(C(NCCN4CCN(C)CC4)=O)cc32)C1,1.0,-52.936676
49,c1c(CNCCN2CCN(C3CC(c4ccc(F)cc4)c4ccc(CN(C)C)cc43)CC2)c(N(C)C)ccc1NC1CCN(CCO)CC1,1.0,-64.98291
104,C1N(C2CCNCC2)CCN(C2CC(c3ccc(F)cc3)c3ccc(CN4CCN(CCO)CC4)cc32)C1,1.0,-36.360363
55,C1N(CCO)CCN(C2CC(c3ccc(F)cc3)c3ccc(NC(=O)CN4CCN(CCO)CCC4)cc32)C1,1.0,-46.64916
91,N1(CCO)CCN(C2CC(c3ccc(F)cc3)c3ccc(CN(CCN4CCN(CCO)CC4)C4CCS(=O)(=O)C4)cc32)CC1,1.0,-57.45294
