,smiles,score,likelihood
58,C1N(C2CC(c3ccc(F)cc3)c3c(Cl)cccc32)CCN(CCO)C1,1.0,-22.081736
99,C1N(C2CC(c3ccc(F)cc3)c3ccc(NCC4N(CCCC(C)Nc5cccc6c5ccnc6)CCCC4)cc32)CCN(C2CC(c3ccccc3)C2)N1C1CCCC1,1.0,-88.62099
95,C1N(C2CC(c3ccc(F)cc3)c3ccc(NCCCN4CCN(CCCOCCOCCOc5c(OC)cccc5)CC4)cc32)CCN(CCO)CC1,1.0,-60.686905
97,N1(C2CC(c3ccc(F)cc3)c3ccc(NCCCCOc4ccccc4)cc32)CCN(CCO)CC1,1.0,-40.531975
41,C1N(C2CC(c3ccc(F)cc3)c3ccc(NCCN4CCN(C(CO)C#N)CC4)cc32)CCN(C2COC2)CC1,1.0,-64.27222
40,C1N(C2CC(c3ccc(F)cc3)c3ccc(NC(N4CCN(C5CC(C(F)(F)F)C5)CC4)=O)cc32)CCN(CCO)CC1,1.0,-60.918396
98,C1N(C2CC(c3ccc(F)cc3)c3ccc(NC(=O)C4CCN(CCCCCCN)CC4)cc32)CCN(CCO)CC1,1.0,-48.030216
38,C1N(C2CC(c3ccc(F)cc3)c3ccc(NC(CCCN4CCN(CCO)CC4)=O)cc32)CCN(C2CC(c3ccccc3)C2)C1,1.0,-57.40127
37,C1N(C2CC(c3ccc(F)cc3)c3ccc(N4CCC(CN5CCN(CCO)CC5)CC4)cc32)CCN(CCO)CC1,1.0,-54.08679
102,N1(C2CC(c3ccc(F)cc3)c3ccc(NCC4CN(CCN5CCN(CCO)CC5)CCC4)cc32)CCN(CCO)CC1,1.0,-57.059185
46,C1N(C2CC(c3ccc(F)cc3)c3ccc(NCCCCCNS(=O)(=O)Cc4ccc(C)cc4)cc32)CCN(CCO)CC1,1.0,-55.39597
31,C1CCN(C2CC(c3ccc(F)cc3)c3ccc(NC4CN(C(=O)C5N(C)CCCC5)CC4)cc32)CCN1CCO,1.0,-54.07578
104,C1N(C2CC(c3ccc(F)cc3)c3ccc(NC(=O)C4Cc5cc(OCCNS(CC6CC6)(=O)=O)ccc5C4)cc32)CCN(CCO)CC1,1.0,-58.094322
29,C1N(C2CC(c3ccc(F)cc3)c3ccc(NCC4CCN(C(=O)CCCCCCN5CCN(CCN6C(=O)NCC6)CC5)CC4)cc32)CCN(CCO)CC1,1.0,-68.98001
105,C1N(C2CC(c3ccc(F)cc3)c3ccc(N(C4CC(NCc5ccc(F)cc5)CN(C)C4)C)cc32)CCN(CCO)CC1,1.0,-74.55231
108,C1N(C2CC(c3ccc(F)cc3)c3ccc(NC(NC4C[N+]([O-])(C(C)C)CCC4)=O)cc32)CCN(CCO)CC1,1.0,-61.217514
24,c1cnc([N+](=O)[O-])c(Cl)c1N1CCCN(C2CC(c3ccc(F)cc3)c3ccc(NCCCCN)cc32)CC1,1.0,-60.955696
111,C1N(C2CC(c3ccc(F)cc3)c3ccc(NCC4CNCC4CN(CC)CC)cc32)CCN(CC2CCCCCC2)CC1,1.0,-65.89272
94,C1N(C2CC(c3ccc(F)cc3)c3ccc(NCCN4CCC(N5CCCC5)CC4)cc32)CCN(C2CC(c3ccc(F)cc3)c3ccc(N)cc32)C1,1.0,-63.565834
47,C1N(C2CC(c3ccc(F)cc3)c3ccc(NC4CCCN(CCN5CCN(Cc6ccc(OC)cc6)CC5)CC4)cc32)CCN(CCO)CC1,1.0,-62.10212
