Step,Scaffold,SMILES,bioactivity,raw_bioactivity,total_score,ID
61.0,c1ccc(C2CC(N3CCN(C4Cc5ccccc5CC4N4CCOCC4)CC3)c3cc(N4CCNCC4)ccc32)cc1,OCCN1CCN(c2ccc3c(c2)C(N2CCN(C4Cc5ccccc5CC4N4CCOCC4)CC2)CC3c2ccc(F)cc2)CC1,1.0,1.0,1.0,fine-tune predictive component_0
61.0,c1ccc(C2CC(N3CCCNCC3)c3cc(NCCN4CCCCC4)ccc32)cc1,OCCN1CCCN(C2CC(c3ccc(F)cc3)c3ccc(NCCN4CCCCC4)cc32)CC1,1.0,1.0,1.0,fine-tune predictive component_1
60.0,c1ccc(C2CC(N3CCNCC3)c3cc(CN4CCCC4)ccc32)cc1,CN(C)CC(=O)NCC1CCCN1Cc1ccc2c(c1)C(N1CCN(CCO)CC1)CC2c1ccc(F)cc1,1.0,1.0,1.0,fine-tune predictive component_2
60.0,O=C(NC1CCN(c2ccc3c(c2)C(N2CCCNCC2)CC3c2ccccc2)CC1)NC1CCNC1,O=C(NC1CCN(c2ccc3c(c2)C(N2CCCN(CCO)CC2)CC3c2ccc(F)cc2)CC1)NC1CCNC1,1.0,1.0,1.0,fine-tune predictive component_3
60.0,c1ccc(C2CC(N3CCNCC3)c3cc(N4CCCCC4)ccc32)cc1,CC(O)CNCC1CCN(c2ccc3c(c2)C(N2CCN(CCO)CC2)CC3c2ccc(F)cc2)CC1,1.0,1.0,1.0,fine-tune predictive component_4
60.0,O=C(CN1CCCC1)N1CCN(c2ccc3c(c2)C(N2CCNCC2)CC3c2ccccc2)CCN1,CC(C(=O)N1CCN(c2ccc3c(c2)C(N2CCN(CCO)CC2)CC3c2ccc(F)cc2)CCN1)N1CCCC1,1.0,1.0,1.0,fine-tune predictive component_5
60.0,c1ccc(C2CC(N3CCNCC3)c3cc(N4CCNCC4)ccc32)cc1,CCN(CC)C(=O)CCN1CCN(c2ccc3c(c2)C(N2CCN(CCO)CC2)CC3c2ccc(F)cc2)CC1,1.0,1.0,1.0,fine-tune predictive component_6
60.0,O=C(CC(=O)N1CCNCC1)NC1CCN(c2ccc3c(c2)C(N2CCNCC2)CC3c2ccccc2)CC1,CN1CCN(C2CC(c3ccc(F)cc3)c3ccc(N4CCC(NC(=O)CC(=O)N5CCN(CCO)CC5)CC4)cc32)CC1,1.0,1.0,1.0,fine-tune predictive component_7
60.0,O=C1NCCN(c2ccc3c(c2)C(N2CCNCC2)CC3c2ccccc2)N=NC1N1C=C(CN2CCNCC2)CC1,NC(=O)N1CCN(c2ccc3c(c2)C(N2CCN(CCO)CC2)CC3c2ccc(F)cc2)nnC(n2cc(CN3CCN(CCO)CC3)CC2)C1=O,1.0,1.0,1.0,fine-tune predictive component_8
60.0,c1ccc(C2CC(N3CCNCC3)c3cc(N4CCCCC4)ccc32)cc1,CN(C)C(CO)CS(=O)(=O)C1CCN(c2ccc3c(c2)C(N2CCN(CCO)CC2)CC3c2ccc(F)cc2)CC1,1.0,1.0,1.0,fine-tune predictive component_9
61.0,c1ccc(C2CC(N3CCN(C4CC(c5ccccc5)c5ccc(N6CCNCC6)cc54)CC3)Cc3ccccc32)cc1,OCCN1CCN(c2ccc3c(c2)C(N2CCN(C4Cc5ccc(F)cc5C(c5ccc(F)cc5)C4)CC2)CC3c2ccc(F)cc2)CC1,1.0,1.0,1.0,fine-tune predictive component_10
61.0,c1ccc(C2CC(N3CCCNCC3)c3cc(N4CCNCC4)ccc32)cc1,CC(C(=O)N1CCN(c2ccc3c(c2)C(N2CCCN(CCO)CC2)CC3c2ccc(F)cc2)CC1)N(C)C,1.0,1.0,1.0,fine-tune predictive component_11
61.0,c1ccc(C2CC(N3CCN(C4CC(c5ccccc5)c5ccc(N6CCNCC6)cc54)CC3)c3cc(N4CCNCC4)ccc32)cc1,CC(=O)N1CCN(c2ccc3c(c2)C(N2CCN(C4CC(c5ccc(F)cc5)c5ccc(N6CCN(CCO)CC6)cc54)CC2)CC3c2ccc(F)cc2)CC1,1.0,1.0,1.0,fine-tune predictive component_12
61.0,c1ccc(C2CC(N3CCCNCC3)c3cc(NC4CCN(C5CCNCC5)CC4)ccc32)cc1,CN1CCC(N2CCC(Nc3ccc4c(c3)C(N3CCCN(CCO)CC3)CC4c3ccc(F)cc3)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_13
61.0,c1ccc(C2CC(N3CCNCC3)c3cc(N4CCCCC4)ccc32)cc1,CN(C)C(=O)C1CCN(c2ccc3c(c2)C(N2CCN(CCO)CC2)CC3c2ccc(F)cc2)CC1,1.0,1.0,1.0,fine-tune predictive component_14
61.0,c1ccc(C2CC(N3CCCNCC3)c3cc(N4CCNCC4)ccc32)cc1,CC(O)CN1CCN(c2ccc3c(c2)C(N2CCCN(CCO)CC2)CC3c2ccc(F)cc2)CC1,1.0,1.0,1.0,fine-tune predictive component_15
61.0,c1ccc(C2CC(N3CCCNCC3)c3cc(N4CCNCC4)ccc32)cc1,CC(N)C(O)CN1CCN(c2ccc3c(c2)C(N2CCCN(CCO)CC2)CC3c2ccc(F)cc2)CC1,1.0,1.0,1.0,fine-tune predictive component_16
61.0,c1ccc(C2CC(N3CCCNCC3)c3cc(N4CCCCC4)ccc32)cc1,CC(O)CC(=O)NC1CCN(c2ccc3c(c2)C(N2CCCN(CCO)CC2)CC3c2ccc(F)cc2)CC1,1.0,1.0,1.0,fine-tune predictive component_17
61.0,c1ccc(C2CC(N3CCN(C4CC(c5ccccc5)c5ccc(N6CCNS6)cc54)CC3)c3ccccc32)cc1,CCNc1ccc2c(c1)C(N1CCN(C3CC(c4ccc(F)cc4)c4ccc(N5CCN(CCF)S5)cc43)CC1)CC2c1ccc(F)cc1,1.0,1.0,1.0,fine-tune predictive component_18
61.0,c1ccc(C2CC(N3CCCNCC3)c3cc(NC4CCCCN4)ccc32)cc1,CN1CCC(C(C)(C)C)CC1Nc1ccc2c(c1)C(N1CCCN(CCO)CC1)CC2c1ccc(F)cc1,1.0,1.0,1.0,fine-tune predictive component_19
61.0,c1ccc(C2CC(N3CCNCC3)c3cc(N4CCN(C5CCCC5)CC4)ccc32)cc1,COC1CCC(N2CCN(c3ccc4c(c3)C(N3CCN(CCO)CC3)CC4c3ccc(F)cc3)CC2)C1,1.0,1.0,1.0,fine-tune predictive component_20
61.0,c1ccc(C2CC(N3CCCNCC3)c3cc(N4CCNCC4)ccc32)cc1,CC(C)(Cl)COC(=O)N1CCN(c2ccc3c(c2)C(N2CCCN(CCO)CC2)CC3c2ccc(F)cc2)CC1,1.0,1.0,1.0,fine-tune predictive component_21
61.0,c1ccc(C2CC(N3CCN(CCN4CCN(CCN5CCNCC5)CC4)CC3)c3cc(N4CCNCC4)ccc32)cc1,CN1CCN(CCN2CCN(CCN3CCN(C4CC(c5ccc(F)cc5)c5ccc(N6CCN(CCO)CC6)cc54)CC3)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_22
61.0,c1ccc(C2CC(N3CCNCC3)c3cc(N4CCCCCC5CCN5CC4)ccc32)cc1,OCCN1CCN(C2CC(c3ccc(F)cc3)c3ccc(N4CCCC(CO)CC5CCN5CC4)cc32)CC1,1.0,1.0,1.0,fine-tune predictive component_23
61.0,O=C(CCN1CCC1N1CCN(c2ccc3c(c2)C(N2CCCNCC2)CC3c2ccccc2)CC1)NC(=O)C1CC1,O=C(CCN1CCC1N1CCN(c2ccc3c(c2)C(N2CCCN(CCO)CC2)CC3c2ccc(F)cc2)CC1)NC(=O)C1CC1,1.0,1.0,1.0,fine-tune predictive component_24
61.0,O=C(C1CCN(c2ccc3c(c2)C(N2CCNCC2)CC3c2ccccc2)CC1)N1CCNCC1,COCCN1CCN(C(=O)C2CCN(c3ccc4c(c3)C(N3CCN(CCO)CC3)CC4c3ccc(F)cc3)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_25
61.0,c1ccc(C2CC(N3CCCNCC3)c3cc(N4CCOC4)ccc32)cc1,CC(=O)NCC1CN(c2ccc3c(c2)C(N2CCCN(CCO)CC2)CC3c2ccc(F)cc2)CO1,1.0,1.0,1.0,fine-tune predictive component_26
61.0,c1ccc(C2CC(N3CCN(C4CC(c5ccccc5)c5ccc(N6CCNCC6)cc54)CC3)c3cc(N4CCNCC4)ccc32)cc1,CN1CCN(c2ccc3c(c2)C(N2CCN(C4CC(c5ccc(F)cc5)c5ccc(N6CCN(CCO)CC6)cc54)CC2)CC3c2ccc(F)cc2)CC1,1.0,1.0,1.0,fine-tune predictive component_27
61.0,c1ccc(C2CC(N3CCCNCC3)c3cc(N4CCN(C5CCC5)CC4)ccc32)cc1,CC(=O)OC1CC(N2CCN(c3ccc4c(c3)C(N3CCCN(CCO)CC3)CC4c3ccc(F)cc3)CC2)C1,1.0,1.0,1.0,fine-tune predictive component_28
60.0,O=C(CN1CCOCC1)N1CCN(C2CCN(c3ccc4c(c3)C(N3CCCNCC3)CC4c3ccccc3)CC2)CC1,O=C(CN1CCOCC1)N1CCN(C2CCN(c3ccc4c(c3)C(N3CCCN(CCO)CC3)CC4c3ccc(F)cc3)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_29
60.0,c1ccc(C2CC(N3CCCNCC3)c3cc(NC4CCNCC4)ccc32)cc1,CC(=O)NC(C(=O)N1CCC(N(C)c2ccc3c(c2)C(N2CCCN(CCO)CC2)CC3c2ccc(F)cc2)CC1)C(C)C,1.0,1.0,1.0,fine-tune predictive component_30
60.0,c1ccc(C2CC(N3CCNCC3)c3cc(N4CCN(C5CCNC5)CC4)ccc32)cc1,CN1CC(N2CCN(c3ccc4c(c3)C(N3CCN(CCO)CC3)CC4c3ccc(F)cc3)CC2)CC1C(=O)NCCO,1.0,1.0,1.0,fine-tune predictive component_31
60.0,c1ccc(C2CC(N3CCNCC3)c3cc(N(C4CCNCC4)C4CCNCC4)ccc32)cc1,COC(=O)NC(C)C(=O)N1CCC(N(c2ccc3c(c2)C(N2CCN(CCO)CC2)CC3c2ccc(F)cc2)C2CCN(CCO)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_32
59.0,c1ccc(C2CC(N3CCN(c4ccccc4)CC3)c3cc(CN4CCNCC4)ccc32)cc1,OCCN1CCN(Cc2ccc3c(c2)C(N2CCN(c4ccc(Cl)cc4)CC2)CC3c2ccc(F)cc2)CC1,1.0,1.0,1.0,fine-tune predictive component_33
59.0,O=C(CN1CCN(c2ccc3c(c2)C(N2CCCNCC2)CC3c2ccccc2)CC1)N1CCNCC1,CCOC(=O)N1CCN(C(=O)C(C)N2CCN(c3ccc4c(c3)C(N3CCCN(CCO)CC3)CC4c3ccc(F)cc3)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_34
59.0,c1ccc(C2CC(N3CCCNCC3)c3cc(N4CCN(C5CC(N6CCNCC6)C5)CC4)ccc32)cc1,CCNC(=O)CN1CCN(C2CC(N3CCN(c4ccc5c(c4)C(N4CCCN(CCO)CC4)CC5c4ccc(F)cc4)CC3)C2)CC1,1.0,1.0,1.0,fine-tune predictive component_35
59.0,c1ccc(C2CC(N3CCCNCC3)c3cc(N4CCCCC4)ccc32)cc1,CCN(CC)C(=O)CNC1CCN(c2ccc3c(c2)C(N2CCCN(CCO)CC2)CC3c2ccc(F)cc2)CC1,1.0,1.0,1.0,fine-tune predictive component_36
59.0,O=C(CN1CCNCC1)NCC1CN(c2ccc3c(c2)C(N2CCCNCC2)CC3c2ccccc2)CO1,CN1CCN(CC(=O)NCC2CN(c3ccc4c(c3)C(N3CCCN(CCO)CC3)CC4c3ccc(F)cc3)CO2)CC1,1.0,1.0,1.0,fine-tune predictive component_37
