,smiles,score,likelihood
93,c1cc2ncc(C(NCC3N(CC)CCC3)=O)cc2nc1-c1cccc(OC)c1,1.0,-31.76334
127,Clc1cc2c(cc1)C(N1CCN(C)CC1)CC2c1ccc(F)cc1,0.8,-19.830147
122,C1N(CCC2CCCCC2)C(CNC(=O)c2c(-c3c(C(N4CCN(c5cc(OC)ccc5)CC4)=O)ccc(CCNC(=O)Nc4cccc(C#N)c4)c3)ccc(CC(C)C)c2)CC1,0.8,-64.08626
35,N1(CCN2CCN(C3CC(c4ccc(F)cc4)c4ccc(CNC(CNC)=O)cc43)CC2)C(=O)NCC1,0.8,-34.934055
8,c12c(cc(F)cc1)C(N1CCN(C)CC1)CC2c1ccc(F)cc1,0.8,-18.719471
30,c1c2c(cc(F)c1Cl)C(N1CCN(C)CC1)CC2c1ccc(F)cc1,0.8,-21.740402
9,C1(CN2CCC(c3c4c(c(OC)cc3)OCCO4)CC2)C(NC(c2ccc(-c3ccc(C#N)cc3)cc2)=O)CCCN1,0.7,-37.185383
34,N1(CCO)CCN(C2CCC(c3cc4c(cc3)OC(C)(C)C4O)=C2)CC1,0.7,-32.916832
0,C1(CNC(Cn2c(=O)ccc(N3CCN(c4cc(OC)ccc4)CC3)n2)=O)N(CC)CCC1,0.7,-28.210644
9,C1CCN(Cc2ncsc2)C1CNC(=O)c1c(S(c2cc(C)cc(C)c2)(=O)=O)c2c(n1C(C)C)cc(C)cc2CCN(C)C,0.7,-57.278465
114,N1(C(=O)c2n(C)cc(N=c3[nH]cc(N4CCN(CCO)CC4)cc3-c3nc(C)ccc3)c2)CCN(C2CCCC2)CC1,0.7,-39.887234
84,C1C(CNC(=O)N2CCN(C3c4c(cc(Br)cn4)CCc4cc(Cl)ccc43)CC2)N(CC)CC1,0.7,-24.39605
25,N1(C(c2cc(C#Cc3c(C)ccc(C(Nc4cc(C(F)(F)F)c(CN5CCN(C)CC5)cc4)=O)c3)ccc2C)=O)CCN(C2CC2)CC1,0.7,-29.833744
9,C1N(C(C)=O)CCN(C2CCC(N3CCN(CCO)CC3)CC2)C1c1cc(Cl)c(Cl)cc1,0.7,-34.94623
93,C1C(N2CCN(CCO)CC2)CCC23C4(CCN(CC5CC5)C2C1)Cc1c([nH]c(=NC)s1)C4Oc1c3c(ccc1)OC1CCCC1,0.7,-43.520973
69,c1(S(CC2(CF)CN(CC(N3CC(N)CC3)=O)C(=O)C2C(C)C)(=O)=O)ccc(OCC2CC2)cc1,0.7,-46.22676
126,N1(C2CC2)CCN(C(=O)C2CCC3(CCN(C4CCOCC4)C3)O2)CC1,0.6,-32.483105
2,N1(C)CCN(C2(C(N3CCN(C4CCCCC4)CC3)=O)C(c3ccc(C(F)(F)F)cc3)CN(C3CCOCC3)C2)CC1,0.6,-37.63131
97,C12C(C(=O)OC)=C3C(CN1CCN2CCC)CCCC3,0.6,-29.300423
26,c12cc(C)ccc1C(N1CCN(C)CC1)CC2c1ccccc1,0.6,-23.163973
