,smiles,score,likelihood
98,c1cccc(-c2c(-c3ccccc3)nc3c(cccc3)c2C(O)=O)c1,0.99907213,-20.68525
31,c1cccc2c1nccc2-c1nc(=Nc2ccc(OCc3cccc(F)c3)cc2)[nH]cc1,0.99907213,-31.374165
23,c1ccccc1-c1ccccc1Oc1ccc(S(Nc2cscn2)(=O)=O)cc1Cl,0.99907213,-23.306013
88,C1N(c2c(NC(=O)c3ccccc3)cccc2)c2ccccc2C(C2=NCCN2)(c2ccccc2)C1,0.99907213,-38.80572
16,c1c(S(Nc2ccc3c(c2)CN(C(c2cccc(C(F)(F)F)c2)=O)Cc2ccccc2-3)(=O)=O)cccc1SC(C)C,0.99907213,-45.56582
85,c1cc(-n2c(=S)[nH]c3c(cccc3)c2=O)ccc1CCN(C)CCc1ccccc1,0.99907213,-29.79322
92,c1cccc(COc2ccc(Cl)cc2Cn2c(C)cc(C(O)=O)n2)c1-c1ccccc1,0.99907213,-23.700396
1,O=c1[nH]cccc1-c1ccc(N=c2cc3cc(-c4ccccn4)ccc3c[nH]2)cc1,0.99907213,-29.596972
20,c1ccccc1-c1ccccc1NC(c1cccc(NC(c2ncccc2)=O)c1)=O,0.99907213,-26.935364
38,C(c1ccc(OCc2c(C(Nc3cc4c(=Nc5ccc(F)c(Cl)c5)c(C#N)c[nH]c4cc3)=O)cccc2)cc1)N(C)C,0.9990721,-30.52234
96,c1[nH]c(=Nc2cccc(S(C(C)C)(=O)=O)c2)c2cc(Oc3cc(NC(c4ccccc4)=O)ccc3)ccc2c1,0.9990721,-38.25469
84,n1c(N(C(=O)c2ccc(Br)s2)Cc2ccccc2)oc(-c2ccccc2Cl)n1,0.9990721,-30.231377
80,N1(c2ccc3c(cccc3)c2)CCN(Cc2cccc(-c3ccc(CNCCN(C)C)cc3)c2)CC1,0.9990721,-33.370598
122,c1c(OC(F)(F)F)ccc(-c2c3c(cccc3)nc(-c3ccccc3)c2CN)c1,0.9990721,-28.58254
93,c1cc(NC(=O)c2ccc(NC(Nc3ccc(NC(=O)CCN4CCCC4)cc3)=S)cc2)ccc1C,0.9990721,-28.956722
11,c1ccccc1-c1cccc(Oc2cccc(S(=O)(Nc3ccccc3)=O)c2)c1,0.9990721,-27.805796
62,c1cccc2cccc(Oc3ccc(-c4cc(N)ccc4)cc3)c12,0.9990721,-25.783417
101,O=C(c1ccc(CSc2oc(-c3ccc(Cl)cc3Cl)nn2)cc1)Nc1ccc(Br)cc1,0.9990721,-27.616734
2,c1cc(-c2c(-c3ccc(O)cc3O)nc3sc(N4CCOCC4)c(-c4ccc(O)cc4)c3n2)ccc1,0.9990721,-31.109102
22,c1ccccc1Sc1ncccc1-c1ccc(-c2c[nH]c(=N)cn2)c(F)c1,0.9990721,-21.890846
