Step,Scaffold,SMILES,bioactivity,raw_bioactivity,total_score,ID
99.0,c1ccc(C2CC(N3CCCN(CCCCCCCCN4CCN(CCCCCCCCCCN5CCN(CCCCCCCN6CCNCC6)CC5)CC4)CC3)c3ccccc32)cc1,NCCCCCCCCN1CCN(CCCCCCCN2CCN(CCCCCCCCCCN3CCN(CCCCCCCCN4CCCN(C5CC(c6ccc(F)cc6)c6ccc(F)cc65)CC4)CC3)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_0
71.0,c1ccc(C2CC(N3CCCN(CCCCCCCCNC4CCN(CCCOCCN5CCN(CCCN6CCNCC6)CC5)CC4)CC3)c3ccccc32)cc1,NCCCCN1CCN(CCCN2CCN(CCOCCCN3CCC(NCCCCCCCCN4CCCN(C5CC(c6ccc(F)cc6)c6ccc(F)cc65)CC4)CC3)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_1
71.0,c1ccc(C2CC(N3CCCN(CCCCCN4CCN(CCCCN5CCN(CCCCN6CCNCC6)CC5)CC4)CC3)c3ccccc32)cc1,CC[S+]([O-])CCCN1CCN(CCCCN2CCN(CCCCN3CCN(CCCCCN4CCCN(C5CC(c6ccc(F)cc6)c6ccc(F)cc65)CC4)CC3)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_2
71.0,c1ccc(C2CC(N3CCCN(CCCN4CCN(CCCCCN5CCN(CCCCCN6CCN(CCCCN7CCN(CCN8CCNCC8)CC7)CC6)CC5)CC4)CC3)c3ccccc32)cc1,NCCCCN1CCN(CCN2CCN(CCCCN3CCN(CCCCCN4CCN(CCCCCN5CCN(CCCN6CCCN(C7CC(c8ccc(F)cc8)c8ccc(F)cc87)CC6)CC5)CC4)CC3)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_3
71.0,c1ccc(C2CC(N3CCCN(CCCCCCCN4CCN(CCCNCC5CC6CNCCN6C5)CC4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCCN(CCCCCCCN4CCN(CCCNCC5CC6CNCCN6C5)CC4)CC3)c3cc(F)ccc32)cc1,1.0,1.0,1.0,fine-tune predictive component_4
71.0,c1ccc(C2CC(N3CCCN(CCCCCCCN4CCN(CCCCCN5CCN(CCN6CCNCC6)CC5)CC4)CC3)c3ccccc32)cc1,NCCCCCN1CCN(CCN2CCN(CCCCCN3CCN(CCCCCCCN4CCCN(C5CC(c6ccc(F)cc6)c6ccc(F)cc65)CC4)CC3)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_5
23.0,c1ccc(C2CC(N3CCCNCC3)c3ccccc32)cc1,CCCCCCCCN1CCCN(C2CC(c3ccc(F)cc3)c3ccc(F)cc32)CC1,1.0,1.0,1.0,fine-tune predictive component_6
71.0,c1ccc(C2CC(N3CCCN(CCN4CCN(CCCN5CCN(CNCCN6CCNCC6)CC5)CC4)CC3)c3ccccc32)cc1,NCCCCN1CCN(CCNCN2CCN(CCCN3CCN(CCN4CCCN(C5CC(c6ccc(F)cc6)c6ccc(F)cc65)CC4)CC3)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_7
71.0,c1ccc(C2CC(N3CCCN(CCCCCCCN4CCN(CCCN5CCN(CCCCN6CCNCC6)CC5)CC4)CC3)c3ccccc32)cc1,OCCNCCCN1CCN(CCCCN2CCN(CCCN3CCN(CCCCCCCN4CCCN(C5CC(c6ccc(F)cc6)c6ccc(F)cc65)CC4)CC3)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_8
23.0,c1ccc(C2CC(N3CCCN(CCCCCCCCN4CCN(CCCN5CCNCC5)CC4)CC3)c3ccccc32)cc1,OCCOCCCN1CCN(CCCN2CCN(CCCCCCCCN3CCCN(C4CC(c5ccc(F)cc5)c5ccc(F)cc54)CC3)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_9
