,smiles,score,likelihood
75,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCOCCCCN2CCN(CCC3OC3)CC2)CC1,1.0,-51.687073
52,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCN2CCN(C3CCC(C(C)C)CC3)CC2)CC1,1.0,-41.076344
81,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCCCCCCCN2CCN(CCCCCCCCCCCN3CCN(CCCCCCCCCO)CC3)CC2)CC1,1.0,-71.338455
80,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCNC2CCNCC2CN2CCN(CCCCCCCCN3CCN(CCCCCCCCCCN)CC3)CC2)CC1,1.0,-72.426414
79,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CNCCN2CCN(CCCCCCCCNC3CCNCC3)CC2)CC1,1.0,-70.41702
71,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCCCCCCCNC2CCN(CCCCN3CCN(CCCOCCCN4CCN(CCCCCNCC)CC4)CC3)CC2)CC1,1.0,-80.66804
67,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCCCCN2CCN(CCCCCCCN3CCN(C4CCCCC4)CC3)CC2)CC1,1.0,-53.4791
63,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCCCCCN2CCN(CCCCCCCCN3CCN(CCCCCCCCCNC4CCN(CCCCCCN)CC4)CC3)CC2)CC1,1.0,-79.77142
56,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCN2CCN(CCCCCCCCNCCNCCCNC3CCN(CCCCCCNCCCN4CCN(CCCCCCN)CC4)CC3)CC2)CC1,1.0,-93.19362
48,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCN2CCN(CCCCCCCCCN3CCN(CCCOC4C(C)CNCC4)CC3)CC2)CC1,1.0,-65.2008
50,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCCCCCCCNC2CCN(CCN3CCN(CCCCN4CCN(CCCCCCN5CCN(CCCCCCCNCC(C)C)CC5)CC4)CC3)CC2)CC1,1.0,-91.10541
84,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCCCCCN2CCN(CCCCCCCCCCN3CCN(CCCCCCCCCNCCN4CCN(CCCCCCCCCNCC)CC4)CC3)CC2)CC1,1.0,-96.60925
47,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCCCCN2CCN(CCCCCCCN3CCN(CCCCCCCCCN4CCN(CCCCCCCCCCN)CC4)CC3)CC2)CC1,1.0,-77.22536
46,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCCCCCCN2CCN(CCCCCCCCCN3CCN(CCCCCCCCCN4CCN(CCCO)CC4)CC3)CC2)CC1,1.0,-76.27751
44,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCCCCCCNC2CCNCC2CNCCNCCNC2CCNCC2)CC1,1.0,-75.06756
42,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCCCCCCCN2CCN(CCCCCCCCCCN3CCN(CCCCCCCCCCCCN)CC3)CC2)CC1,1.0,-67.13446
39,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCCCCCCNC2CCN(CCN3CCN(CCCCN4CCN(CCCCCCCCCNCCN5CCC(CN)CC5)CC4)CC3)CC2)CC1,1.0,-94.69719
38,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCN2CCN(CCCCCCCN3CCN(CCCCCCCCNCCCN4CCN(CCCNCCCN)CC4)CC3)CC2)CC1,1.0,-82.03411
35,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCN2CCN(CCCCCCCCN3CCN(C4CCCCCC4)CC3)CC2)CC1,1.0,-52.144413
33,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CCCCCCCCCN2CCN(CCCCCCCN3CCN(CCCCCCCCCNCCN4CCN(CCCCCCCCCN)CC4)CC3)CC2)CC1,1.0,-85.79932
