,smiles,score,likelihood
38,c1(C(NCC2N(CC)CCC2)=O)cc(OC)c(NC(Nc2cc(F)c(C3CC3)cc2)=O)cc1,1.0,-34.08991
54,c1(F)cc(F)c2c(c1)C(N1CCN(CCO)CC1)CC2c1ccc(F)cc1,1.0,-24.06569
114,c1c2c(cc([N+]([O-])=O)c1)C(N1CCN(CCO)CC1)CC2c1ccc(F)cc1,1.0,-24.575476
119,c1(NS(c2cc3c(C(NCC4N(CC)CCC4)=O)c(OC)oc3cc2)(=O)=O)c(C)onc1C,1.0,-42.66236
95,c12c(ccc(Br)c1)C(N1CCN(CCO)CC1)CC2c1ccc(F)cc1,1.0,-21.234083
80,C1C(CNC(c2sc(-n3c(C)nc4c(OC)cc(C#N)cc34)cc2)=O)N(CC)CC1,1.0,-33.105762
15,C1N(CCO)CCN(C2CC(c3ccc(F)cc3)c3ccc(Cl)cc32)C1,1.0,-20.578535
127,C1N(CCO)CCN(C2CC(c3ccc(F)cc3)c3c2ccc(F)c3)C1,1.0,-21.375452
60,o1c(C(NCC2N(CC)CCC2)=O)cc(-c2cc(Cl)c(OC)c(Cl)c2)n1,1.0,-29.604633
41,c1c(F)ccc2c1C(N1CCN(CCO)CC1)CC2c1ccccc1,1.0,-22.036343
125,C1N(C2CC(c3ccc(F)cc3)c3ccc(C)cc32)CCN(CCO)C1,1.0,-20.342852
106,N1(CCO)CCN(C2CC(c3ccc(F)cc3)c3ccc(F)cc32)CC1,1.0,-20.584368
64,[nH]1c(N2CCN(C3CCN(C4CCCCC4(C)C)CC3)CC2)nc2c1cc(C(NCC1CCCN1CC)=O)cc2,0.9,-52.175167
73,N1(C2c3c(cc(Cl)cc3)CCc3ccc(C(=O)NCC4CCCN4CC)cc32)CCN(C2CCN(C3CCCCCC3)CC2)CC1,0.9,-42.289505
107,N1(c2cc(NC3CCOCC3)c(C(=O)NCC3N(CC)CCC3)cc2NC(=O)c2ncsc2)CCN(C2CCN(Cc3ccc(C#N)cc3)CC2)CC1,0.9,-50.468796
42,c12c(cc(OCCO)cc1)C(N1CCN(CCO)CC1)CC2c1ccc(Cl)cc1,0.9,-31.564499
37,N1(C2CCC(N3CCN(CCO)CC3)CC2)CCN(C2CCC(c3c4ccc(F)cc4ccc3)CC2)CC1,0.9,-47.02388
111,C(NCC1N(CC)CCC1)(c1cc(NC2CCOCC2)cn2c(=O)c(C3CCCCC3)c(-c3cc(F)ccc3)nc21)=O,0.9,-40.116558
103,C1N(C(CN2CCN(CCO)CC2)C)CCN(C2c3c(cccc3)C(c3ccc(F)cc3)C2)C1,0.9,-35.679504
87,c1c(OC)cc2c(c1)C(N1CCN(CCO)CC1)CC2c1ccc(F)cc1,0.9,-23.243176
