,smiles,score,likelihood
46,C1N(C2CC(c3ccc(F)cc3)c3ccc(SC)cc32)CCN(C2CCC(CCO)CC2)CC1,1.0,-43.5448
111,N1(C2CC(c3ccccc3)c3ccc(Sc4c(SC)cccc4)cc32)CCN(c2nnc(C)c(F)c2)CC1,1.0,-59.6612
115,C1N(C2CC(c3ccccc3)c3ccc(Sc4c(S(=O)(N)=O)cc(C)cc4)cc32)CCN(c2nc3ccccc3cn2)C1,1.0,-59.529995
114,C1N(C2CC(c3ccccc3)c3ccc(Sc4ccc(SC)cc4)cc32)CCN(c2nc(=N)n3c(n2)c(C#N)c[nH]3)C1,1.0,-58.54052
105,N1(C2CC(c3ccccc3)c3ccc(SC)cc32)CCN(c2nc3cc(Sc4c(F)cc(F)cc4)c(F)cc3o2)CC1,1.0,-57.565655
102,N1(C2CC(c3ccccc3)c3ccc(Sc4ccc(F)cc4)cc32)CCN(c2nc3c(cn2)CN(C2CCC2)CC3)CC1,1.0,-57.50676
98,C1N(C2CC(c3ccccc3)c3ccc(Sc4cc(OCc5cscn5)ccc4)cc32)CCN(c2nc3c(cccc3)cc2)C1,1.0,-61.826714
81,N1(C2CC(c3ccccc3)c3ccc(SC)cc32)CCN(c2nc3c(cc2)nc(C2N(C4CC4)CCC2)s3)CC1,1.0,-57.028893
80,C1N(C2CC(c3ccccc3)c3ccc(Sc4ccc(SC)cc4)cc32)CCN(c2nc(=N)[nH][nH]2)C1,1.0,-47.461563
59,C1N(C2CC(c3ccccc3)c3ccc(SC)cc32)CCN(c2nc(N3CC4CN(CC5CC5)CC4C3)cc(CC)n2)C1,1.0,-66.42246
127,C1N(C2CC(c3ccccc3)c3ccc(Sc4ccc(SC)cc4)cc32)CCN(c2nc3c(nc2)cccc3)C1,1.0,-49.917007
29,CN1CCN(C2CC(c3ccccc3)c3ccc(Sc4cc(F)c(S(C)(=O)=O)cc4)cc32)CC1,1.0,-42.667976
24,N1(C2CC(c3ccccc3)c3ccc(Sc4ccc(SC)cc4)cc32)CCN(c2ccc(C#N)cc2F)CC1,1.0,-50.000946
6,N1(C2CC(c3ccccc3)c3ccc(Sc4cccc(OCc5cccc(C)n5)c4)cc32)CCN(c2noc(C(F)(F)F)n2)CC1,1.0,-60.208496
27,N1(C2CC(c3ccccc3)c3ccc(Sc4nc(C5N(C)CC6(OCCC6)C5)c(F)cc4)cc32)CCN(C2CC3(C#N)CC3C2)CC1,1.0,-80.331696
62,C1N(C2CC(c3ccccc3)c3ccc(Sc4ccc(SC)cc4)cc32)CCN(c2nc3c(cc2)nccc3)C1,1.0,-52.411453
126,C1N(C2CC(c3ccccc3)c3ccc(SC)cc32)CCN(c2nc(=NC3CN(C4CC(c5ccccc5)C4)CC3)cc[nH]2)C1,1.0,-63.408466
54,C1N(C2CC(c3ccccc3)c3ccc(Sc4ccc(S(=O)(=O)C)cc4)cc32)CCN(c2nc3ccccc3cn2)C1,1.0,-50.22277
80,C1N(C2CC(c3ccccc3)c3ccc(Sc4ccc(SC)cc4)cc32)CCN(c2nc(=N)cc[nH]2)C1,1.0,-49.79006
31,N1(C2CC(c3ccccc3)c3ccc(Sc4ccc(SC)cc4)cc32)CCN(c2nc3ccccc3cc2)CC1,1.0,-48.76264
