Step,Scaffold,SMILES,bioactivity,raw_bioactivity,total_score,ID
99.0,c1ccc(C2CC(N3CCC(N=c4cc[nH]c(N5CCN(C6CC(c7ccccc7)c7ccccc76)CC5)n4)C3)C2)cc1,CSc1ccc2c(c1)C(N1CCN(c3nc(=NC4CCN(C5CC(c6ccccc6)C5)C4)cc[nH]3)CC1)CC2c1ccccc1,1.0,1.0,1.0,fine-tune predictive component_0
90.0,c1ccc(C2CCC(N3CCc4ccc(N5CCN(C6CC(c7ccccc7)c7ccccc76)CC5)nc4CC3)CO2)cc1,CSc1ccc2c(c1)C(N1CCN(c3ccc4c(n3)CCN(C3COC(c5cc(F)ccc5F)C(N)C3)CC4)CC1)CC2c1ccccc1,1.0,1.0,1.0,fine-tune predictive component_1
91.0,c1ccc(C2CC(N3CCN(c4ccc5ccccc5n4)CC3)c3cc(Sc4nnn[nH]4)ccc32)cc1,Cn1nnnc1Sc1ccc2c(c1)C(N1CCN(c3ccc4ccccc4n3)CC1)CC2c1ccccc1,1.0,1.0,1.0,fine-tune predictive component_2
72.0,c1ccc(C2CC(N3CCN(c4cc[nH]c(=NCCN5CCNCC5)n4)CC3)c3ccccc32)cc1,CSc1ccc2c(c1)C(N1CCN(c3cc(C(F)(F)F)[nH]c(=NCCN4CCNCC4)n3)CC1)CC2c1ccccc1,1.0,1.0,1.0,fine-tune predictive component_3
72.0,c1ccc(C2CC(N3CCN(c4ccnc(SCC5CC5)n4)CC3)c3ccccc32)cc1,CSc1ccc2c(c1)C(N1CCN(c3ccnc(SCC4CC4)n3)CC1)CC2c1ccccc1,1.0,1.0,1.0,fine-tune predictive component_4
91.0,c1ccc(C2CC(N3CCN(c4ccon4)CC3)c3cc(Sc4nc5ccccc5[nH]4)ccc32)cc1,FC(F)(F)c1cc(N2CCN(C3CC(c4ccccc4)c4ccc(Sc5nc6ccccc6[nH]5)cc43)CC2)no1,1.0,1.0,1.0,fine-tune predictive component_5
72.0,c1ccc(C2CC(N3CCN(c4ccnc(C5CCCN5C5CCC5)n4)CC3)c3ccccc32)cc1,CSc1ccc2c(c1)C(N1CCN(c3nc(C4CCCN4C4CCC4)nc(C)c3C)CC1)CC2c1ccccc1,1.0,1.0,1.0,fine-tune predictive component_6
91.0,c1ccc(C2CC(N3CCN(c4ncc5c(n4)CCN(C4CCCCC4)C5)CC3)c3ccccc32)cc1,CSc1ccc2c(c1)C(N1CCN(c3ncc4c(n3)CCN(C3CCC(N)CC3)C4)CC1)CC2c1ccccc1,1.0,1.0,1.0,fine-tune predictive component_7
10.0,c1ccc(C2CC(N3CCCN(C4CCCC4)CC3)c3ccccc32)cc1,CSc1ccc2c(c1)C(N1CCCN(C3CCCC3)CC1)CC2c1ccc(F)cc1,1.0,1.0,1.0,fine-tune predictive component_8
91.0,O=S(=O)(c1ccc2[nH]c(N3CCN(C4CC(c5ccccc5)c5ccccc54)CC3)nc2c1)C1CC1,CSc1ccc2c(c1)C(N1CCN(c3nc4cc(S(=O)(=O)C5CC5)ccc4[nH]3)CC1)CC2c1ccccc1,1.0,1.0,1.0,fine-tune predictive component_9
10.0,c1ccc(C2CC(N3CCCN(C4CCCCCCC4)CC3)c3ccccc32)cc1,CSc1ccc2c(c1)C(N1CCCN(C3CCCCCCC3)CC1)CC2c1ccc(F)cc1,1.0,1.0,1.0,fine-tune predictive component_10
72.0,c1ccc(C2CC(N3CCN(c4nc(C5CC5)n(CC5CCCCC5)n4)CC3)c3ccccc32)cc1,CSc1ccc2c(c1)C(N1CCN(c3nc(C4CC4)n(CC4CCCCC4)n3)CC1)CC2c1ccccc1,1.0,1.0,1.0,fine-tune predictive component_11
72.0,c1ccc(C2CC(N3CCN(c4ncnc5c4CCN(C4CCN(C6CCCC6)CC4)C5)CC3)c3ccccc32)cc1,CSc1ccc2c(c1)C(N1CCN(c3ncnc4c3CCN(C3CCN(C5CCCC5)CC3)C4)CC1)CC2c1ccccc1,1.0,1.0,1.0,fine-tune predictive component_12
28.0,c1ccc(C2CC(N3CCN(C4CCN(CCC5CCOCC5)C4)CC3)c3ccccc32)cc1,CCC1CC(N2CCN(C3CC(c4ccccc4)c4ccc(SC)cc43)CC2)CN1CCC1CCOCC1,1.0,1.0,1.0,fine-tune predictive component_13
90.0,c1ccc(C2CC(N3CCN(c4ncc5ccccc5n4)CC3)c3cc(Sc4nnn[nH]4)ccc32)cc1,Cn1nnnc1Sc1ccc2c(c1)C(N1CCN(c3ncc4ccccc4n3)CC1)CC2c1ccccc1,1.0,1.0,1.0,fine-tune predictive component_14
90.0,c1ccc(C2CC(N3CCN(c4ccc5c(n4)CCN(C4CCOCC4)C5)CC3)c3ccccc32)cc1,CSc1ccc2c(c1)C(N1CCN(c3ccc4c(n3)CCN(C3CCOCC3)C4)CC1)CC2c1ccccc1,1.0,1.0,1.0,fine-tune predictive component_15
72.0,c1ccc(C2CC(N3CCN(c4ccnc(N5CCC(N6CCCC6)CC5)n4)CC3)c3ccccc32)cc1,CSc1ccc2c(c1)C(N1CCN(c3ccnc(N4CCC(N5CCC(F)C5)CC4)n3)CC1)CC2c1ccccc1,1.0,1.0,1.0,fine-tune predictive component_16
72.0,c1ccc(C2CC(N3CCN(c4nc5ccccc5n4C4CCN(C5CCC5)CC4)CC3)c3ccccc32)cc1,CSc1ccc2c(c1)C(N1CCN(c3nc4cc(S(C)(=O)=O)ccc4n3C3CCN(C4CCC4)CC3)CC1)CC2c1ccccc1,1.0,1.0,1.0,fine-tune predictive component_17
90.0,c1ccc(C2CC(N3CCN(c4ccc5c(n4)CNCCO5)CC3)c3ccccc32)cc1,CSc1ccc2c(c1)C(N1CCN(c3ccc4c(n3)CNCCO4)CC1)CC2c1ccccc1,1.0,1.0,1.0,fine-tune predictive component_18
90.0,O=S(=O)(c1ccc2nc(N3CCN(C4CC(c5ccccc5)c5ccccc54)CC3)oc2c1)N1CCN(C2CCCC2)CC1,CSc1ccc2c(c1)C(N1CCN(c3nc4ccc(S(=O)(=O)N5CCN(C6CCCC6)CC5)cc4o3)CC1)CC2c1ccccc1,1.0,1.0,1.0,fine-tune predictive component_19
