,smiles,score,likelihood
49,C(c1ccc(-c2ccccc2)cc1)(=O)N1CCN(Cc2ccccc2NC(c2cnccc2)=O)CC1,0.99907213,-32.80109
124,c1cc(NC(=O)Cc2n(CC)c(-c3ccc(-c4ccccc4)cc3)cn2)ccc1S(=O)(=O)C(F)(F)C(F)F,0.99907213,-39.54733
82,c1c(-c2ccccc2)ccc(-c2nc(-c3cc(OC)c(OC)c(OC)c3)no2)c1,0.99907213,-21.229572
104,c1cc(C(NC(c2cc(-c3ccccc3)n(-c3cccc(NS(N(C)C)(=O)=O)c3)n2)=O)C)ccc1,0.99907213,-33.774242
19,c1ccc(S(=O)(NC(c2c(NC(=O)c3c(-c4ccccc4)noc3C)cccc2)=O)=O)cc1,0.99907213,-31.283386
101,C1C(NCc2ccccc2)C(OC2C(O)C(Oc3cc(OC)c(C(CCc4cc5c(cc4)OCO5)OC)cc3)OC(COC3OCC(O)C(O)C3O)C2O)OCC1O,0.99907213,-53.723625
35,c1(Cl)cc(-c2ccccc2C(=O)N2CCN(c3ccc([N+]([O-])=O)cc3C(F)(F)F)CC2)ccc1,0.99907213,-31.142483
1,c1(=O)cc(-c2ccccc2)n(Cc2ccccc2)n1-c1ccc(OCC)cc1,0.99907213,-27.821888
106,c1ccc(-c2cc(F)ccc2-c2ccccc2C(=O)OCCCCC)cc1OC,0.9990721,-38.966595
116,c1(C(N=c2cc(-c3ccccc3)[nH]n2-c2ccccc2)=O)cccc(OC(F)(F)F)c1,0.9990721,-23.016102
106,C(COC=O)COc1ccc(C(c2ccc(OCC(CC(O)CC(O)=O)O)c(C(=O)CCc3ccccc3)c2)(C)C)cc1,0.9990721,-40.855152
36,c1(-c2ccc3c(c2)CCc2c-3sc(-c3cccc(CNCCN4C(=O)CCC4)c3)n2)ccc(C)cc1,0.9990721,-37.575207
53,C(c1ccc(F)cc1)Cc1cn2cc(-c3ccc(N(C)C)cc3)cc(NC(=O)C)c2n1,0.9990721,-35.715553
30,s1c(=O)[nH]c(O)c1N(c1c2ccccc2ccc1)Cc1cc(OC)ccc1,0.9990721,-33.532345
83,c1c2c(ccc1)N(CC(Nc1cccc(Cl)c1)=O)C(=O)C21OC(CO[N+](=O)[O-])=c2c(c(O)ccc2)=N1,0.9990721,-45.88527
81,c1(-c2cc3c(cc2)C(=O)c2c(cccc2)S3(=O)=O)cc(Br)ccc1,0.9990721,-23.83258
57,O=C(c1ccc(-c2ccc(CN(C)CC3C(OCc4cc(Cl)cc(Cl)c4)CCCC3)cc2)cc1)N,0.9990721,-38.986366
0,C1CN(Cc2ccc(N=Cc3c(O)[nH]c(=O)c4ccc(Nc5c(OC)cccc5)cc43)cc2)CCO1,0.9990721,-25.14422
95,O=[N+](c1cc(-c2c3c([nH]c2)ccc(Br)c3)ccc1NCc1cccc(C(=O)NC)c1)[O-],0.9990721,-38.060535
44,c1cc(C2(C(=O)Nc3cccc(C(=O)Nc4c(C)c(C)ccc4)c3)CCC2)ccc1C(F)(F)F,0.9990721,-33.83007
