Step,Scaffold,SMILES,bioactivity,raw_bioactivity,total_score,ID
99.0,O=C1CC(N2CCN(C3CC(c4ccccc4)c4ccccc43)CC2)CC2CCC3(COC3)N12,O=C1CC(N2CCN(C3CC(c4ccc(F)cc4)c4ccc(F)cc43)CC2)CC2CCC3(COC3)N12,1.0,1.0,1.0,fine-tune predictive component_0
52.0,c1ccc(CCN2CCN(C3CC(c4ccccc4)c4ccccc43)CC2)cc1,COc1ccc(CCN2CCN(C3CC(c4ccc(F)cc4)c4cc(F)ccc43)CC2)cc1,1.0,1.0,1.0,fine-tune predictive component_1
23.0,O=S1(=O)Nc2ccccc2N1CCCN1CCN(C2CC(c3ccccc3)c3ccccc32)CC1,O=S1(=O)Nc2cc(F)ccc2N1CCCN1CCN(C2CC(c3ccc(F)cc3)c3ccc(F)cc32)CC1,1.0,1.0,1.0,fine-tune predictive component_2
52.0,c1ccc(C2CC(N3CCN(C4CCNCC4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCN(C4CCNCC4)CC3)c3cc(F)ccc32)cc1,1.0,1.0,1.0,fine-tune predictive component_3
80.0,O=C(Nc1c[nH]c(C(=O)NCCN2CCN(C3CC(c4ccccc4)c4ccccc43)CC2)c1)c1ccc(NC(=O)c2ccc[nH]2)cc1,Cn1cc(NC(=O)c2ccc(NC(=O)c3cc(NC=O)cn3C)cc2)cc1C(=O)NCCN1CCN(C2CC(c3ccc(F)cc3)c3ccc(F)cc32)CC1,1.0,1.0,1.0,fine-tune predictive component_4
79.0,O=C(Nc1ccccc1C(=O)NCCN1CCN(C2CC(c3ccccc3)c3ccccc32)CC1)c1ccccc1,O=C(Nc1ccccc1C(=O)NCCN1CCN(C2CC(c3ccc(F)cc3)c3ccc(F)cc32)CC1)c1cccc(Br)c1,1.0,1.0,1.0,fine-tune predictive component_5
52.0,S=C(NCCN1CCN(C2CC(c3ccccc3)c3ccccc32)CC1)NN=Cc1ccccc1,Oc1cccc(C=NNC(=S)NCCN2CCN(C3CC(c4ccc(F)cc4)c4ccc(F)cc43)CC2)c1O,1.0,1.0,1.0,fine-tune predictive component_6
91.0,c1ccc(C2CC(N3CCN(C4CCN(CC5CCN5)CC4C4CCCCN4)CC3)c3ccccc32)cc1,COCCN1CCCCC1C1CN(CC2CCN2)CCC1N1CCN(C2CC(c3ccc(F)cc3)c3ccc(F)cc32)CC1,1.0,1.0,1.0,fine-tune predictive component_7
91.0,c1ccc(C2CC(N3CCN(C4CCN(C5CC6CNCC6O5)CC4)CC3)c3ccccc32)cc1,CC1(N2CCC(N3CCN(C4CC(c5ccc(F)cc5)c5ccc(F)cc54)CC3)CC2)CC2(O)CN(CCO)CC2O1,1.0,1.0,1.0,fine-tune predictive component_8
53.0,O=C(CN1CCN(C2CC(c3ccccc3)c3ccccc32)CC1)NNC(=O)NC1CCN(Cc2ccccc2)CC1,O=C(CN1CCN(C2CC(c3ccc(F)cc3)c3ccc(F)cc32)CC1)NNC(=O)NC1CCN(Cc2ccccc2)CC1,1.0,1.0,1.0,fine-tune predictive component_9
52.0,c1ccc(C2CC(N3CCN(C4CCCNC4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCN(C4CCCNC4)CC3)c3cc(F)ccc32)cc1,1.0,1.0,1.0,fine-tune predictive component_10
79.0,c1ccc(C2CC(N3CCN(C4CCCCC4)CC3)c3ccccc32)cc1,CC(=O)NSC1(CCN)CCC(N2CCN(C3CC(c4ccc(F)cc4)c4ccc(F)cc43)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_11
91.0,O=C(NCCN1CCN(C2CC(c3ccccc3)c3ccccc32)CC1)c1ccsc1NC(=S)NCc1ccccc1,CCc1cc(C(=O)NCCN2CCN(C3CC(c4ccc(F)cc4)c4ccc(F)cc43)CC2)c(NC(=S)NCc2ccc(NS(C)(=O)=O)c(F)c2)s1,1.0,1.0,1.0,fine-tune predictive component_12
53.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,CN(C)CC#CCN1CCN(C2CC(c3ccc(F)cc3)c3ccc(F)cc32)CC1,1.0,1.0,1.0,fine-tune predictive component_13
53.0,O=C(NCCN1CCN(C2CC(c3ccccc3)c3ccccc32)CC1)c1ccc[nH]1,Cn1cccc1C(=O)NCCN1CCN(C2CC(c3ccc(F)cc3)c3ccc(F)cc32)CC1,1.0,1.0,1.0,fine-tune predictive component_14
53.0,O=C(NC1CCC(N2CCC(N3CCN(C4CC(c5ccccc5)c5ccccc54)CC3)CC2)CC1)OC1CC1,CC1(OC(=O)NC2CCC(N3CCC(N4CCN(C5CC(c6ccc(F)cc6)c6ccc(F)cc65)CC4)CC3)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_15
53.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,OCC(O)CN1CCN(C2CC(c3ccc(F)cc3)c3ccc(F)cc32)CC1,1.0,1.0,1.0,fine-tune predictive component_16
