,smiles,score,likelihood
83,C1N(Cc2nn(C)c3c2CN(C2CCOC2)C3)CCN(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)C1,1.0,-45.476173
56,C1N(CC2Nc3c(scc3)C2c2ccc(F)cc2)CCN(C2c3cc(F)ccc3C(c3ccccc3)C2)C1,1.0,-46.977913
98,C1N(C)CCN(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)C1CN1CCN(C2c3cc(F)ccc3C(c3ccccc3)C2)CC1,1.0,-54.00334
6,C1N(C2c3cc(C(F)(F)F)ccc3C(c3ccc(F)cc3)C2)CCN(C2CC3N(CCNS(C)(=O)=O)CC2C3)C1,1.0,-42.47721
13,C1N(C2c3cc(C(F)(F)F)ccc3C(c3ccc(F)cc3)C2)CCN(C2CCN(CC3N(C4CC4)CC3)CC2)C1,1.0,-46.83761
18,C1N(CCNS(c2ccc(N=c3c4cc(F)ccc4nc[nH]3)cc2)(=O)=O)CCN(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)C1,1.0,-50.59149
25,C1N(CCNC(c2ccnc(SCC)c2)=O)CCN(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)C1,1.0,-38.267887
94,S(N1CCN(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CC1)(=O)(N1CCN(C2c3cc(F)ccc3C(c3ccccc3)C2)CC1)=O,1.0,-54.546608
59,C1N(C2c3cc(C(F)(F)F)ccc3C(c3ccc(F)cc3)C2)CCN(C2CCN(CC3NCCN(C4CCCCC4)C3=O)CC2)C1,1.0,-55.484955
62,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(C2CCN(CC3CCN(C4(C)COC4)CC3)CC2)C1,1.0,-46.23807
89,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(C2CC3N(CC2)CCN(CCO[N+](=O)[O-])C3=O)C1,1.0,-53.030483
100,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(C2CCN(C3(C)CC4(C)CCCCCC43)CC2)C1,1.0,-47.836304
108,c1c(N2CCN(C3c4cc(Cl)ccc4C(c4ccc(F)cc4)C3)CC2)nc(N2C(CN3CCN(C4c5cc(F)ccc5C(c5ccccc5)C4)CC3)CCC2)nc1C(O)=O,1.0,-80.85887
109,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(C2CCC3(CC2)CC3)C1,1.0,-31.09166
113,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(C2CN(C3CCN(C4(C)CCS(=O)(=O)C4)CC3)CC2)C1,1.0,-42.14608
126,C1N(C2c3cc(CC)ccc3C(c3ccc(F)cc3)C2)CCN(C2CCC3N(C2CCOC(c2cc(O)ccc2)=O)CC3)C1,1.0,-59.364628
116,C1N(CCC(=O)NN=Cc2ccc(N(C)C)cc2)CCN(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)C1,1.0,-41.140736
127,N1(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(C2CC3N(C4(COC4)CC3)C(=O)C2)CC1,1.0,-44.67508
39,N1(CC2CN(C3CCCCCCC3)C(=O)N2CC(NC2CN(C3CCC(C4CCC(C(C)C(=O)NCCOC)CC4)CC3)CC2)=O)CCN(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CC1,1.0,-87.31186
42,C1N(CN2CCN(C3c4cc(Cl)ccc4C(c4ccc(F)cc4)C3)CC2)CCN(C2c3cc(F)ccc3C(c3ccccc3)C2)C1,1.0,-43.436085
