Step,Scaffold,SMILES,bioactivity,raw_bioactivity,total_score,ID
150.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(O)ccc(OC)c1OC,0.9948877692222595,0.9948877692222595,0.9948877692222595,fine-tune predictive component_0
77.0,O=C(NCC1CCCN1)c1ccccc1,CCc1cc(Cl)c(OC)c(C(=O)NCC2CCCN2CC)c1O,0.9948877692222595,0.9948877692222595,0.9948877692222595,fine-tune predictive component_1
101.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(Cl)c(O)cc(Cl)c1OC,0.9948877692222595,0.9948877692222595,0.9948877692222595,fine-tune predictive component_2
134.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,0.9948877692222595,0.9948877692222595,0.9948877692222595,fine-tune predictive component_3
129.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(O)c(Cl)cc(OC)c1OC,0.9898877739906311,0.9898877739906311,0.9898877739906311,fine-tune predictive component_4
173.0,O=C(NCC1CCCN1)c1ccccc1,CCCc1cc(OC)c(OC)c(C(=O)NCC2CCCN2CC)c1O,0.9898877739906311,0.9898877739906311,0.9898877739906311,fine-tune predictive component_5
99.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(O)ccc(Cl)c1OC,0.9898877739906311,0.9898877739906311,0.9898877739906311,fine-tune predictive component_6
146.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(Br)c(Br)cc(OC)c1OC,0.9898877739906311,0.9898877739906311,0.9898877739906311,fine-tune predictive component_7
97.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(C)c(O)cc(OC)c1OC,0.9898877739906311,0.9898877739906311,0.9898877739906311,fine-tune predictive component_8
66.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,0.9898877739906311,0.9898877739906311,0.9898877739906311,fine-tune predictive component_9
71.0,O=C(NCC1CCCN1)c1ccccc1,CCOc1cc(C)c(O)c(C(=O)NCC2CCCN2CC)c1OC,0.9898877739906311,0.9898877739906311,0.9898877739906311,fine-tune predictive component_10
