,smiles,score,likelihood
25,N1(C2CC(c3ccc(F)cc3)c3ccc(SCCN4C(=O)C(=O)N(CC5CC5)CC4)cc32)CCN(CCO)CC1,1.0,-48.0757
18,N1(C2CC(c3ccc(F)cc3)c3ccc(SCCCS(C)(=O)=O)cc32)CCN(C2CCN(C3CC4N(CC5c6ccccc6CC5)CC3C4)CC2)CC1,1.0,-70.18733
126,N1(C2CC(c3ccc(F)cc3)c3ccc(SCCN4C(=O)CCN(CC(C)C)CC4)cc32)CCN(C2CCN(C3CCN(C4CCN(C(=O)C)CC4)CC3)CC2)CC1,1.0,-77.651955
1,N1(C2CC(c3ccc(F)cc3)c3ccc(SCCCOc4cc5c(cc4)CCN5C4CCN(C)C4)cc32)CCN(C2CC2)CC1,1.0,-63.84661
2,N1(C2CC(c3ccc(F)cc3)c3ccc(SCCNC4CC(C)c5ccccc5N(C)C4)cc32)CCN(C)CC1,1.0,-52.323917
117,N1(C2CC(c3ccc(F)cc3)c3ccc(SC4C(NC(=O)OCc5ccccc5)CNC4)cc32)CCN(C)CC1,1.0,-55.30593
99,N1(C2CC(c3ccc(F)cc3)c3ccc(SCCCC(=O)N4CC(CF)N(C(C)C)CC4)cc32)CCN(C)CC1,1.0,-56.343872
98,C1N(C2CC(c3ccc(F)cc3)c3ccc(SCCNC4CCC(c5nnnn5CCCC)CC4)cc32)CCN(C2CCN(C3CCN(C4CCN(C(=O)C5CN(C(C)C)CC5)CC4)CC3)CC2)CC1,1.0,-104.172195
87,C1N(C2CC(c3ccc(F)cc3)c3ccc(SCCN4C(=O)CCN(CC(C)(C)C)CC4)cc32)CCN(C2CCN(C3CCCCCC3)CC2)CC1,1.0,-66.83795
0,C1N(C2CC(c3ccc(F)cc3)c3ccc(SCCN4C(=O)CCN(Cc5ccc(F)cc5)C4)cc32)CCN(C2CCN(C3CCN(C(C)C)CC3)CC2)CC1,1.0,-77.94632
69,C1N(C2CC(c3ccc(F)cc3)c3ccc(SCCCOc4cccc(OC)c4)cc32)CCN(C2CCN(C3CCN(C(=O)C(C)(C)C)CC3)CC2)CC1,1.0,-70.67516
64,C1N(C2CC(c3ccc(F)cc3)c3ccc(SCCNC(N(CCN4CCN(C)CC4)C)=O)cc32)CCN(C2CCN(C3CCN(C(C(C)(C)C)C)CC3)CC2)CC1,1.0,-84.923
58,N1(C2CC(c3ccc(F)cc3)c3ccc(SCC4CN(C(C)C)CC4CN4CCN(C)C4)cc32)CCN(C)CC1,1.0,-69.26086
124,C1N(C2CC(c3ccc(F)cc3)c3ccc(SCCNC)cc32)CCN(C2CCN(C3CC(C#N)(C)CC3OC)CC2)CC1,1.0,-79.50693
37,C1N(C2CC(c3ccc(F)cc3)c3ccc(SCc4cncc(CN(C)C)c4)cc32)CCN(C2CCN(C3CC3)CC2)CC1,1.0,-67.98858
44,N1(C2CC(c3ccc(F)cc3)c3ccc(SCCC4CN(CC5(c6ccccc6)CCN(C)CC5)CC4)cc32)CCN(C)CC1,1.0,-61.38492
99,N1(C2CC(c3ccc(F)cc3)c3ccc(SCCN4C(=O)CC(c5ccc(F)cc5)(O)CC4)cc32)CCN(C)CC1,1.0,-47.894127
39,C1N(C2CC(c3ccc(F)cc3)c3ccc(SCCN4C(=O)c5n(ccc5)C4)cc32)CCN(C2CCC2)CC1,1.0,-57.06172
59,C1N(C2CC(c3ccc(F)cc3)c3ccc(SCCNC(NC4CCN(CC(F)(F)F)CC4)=O)cc32)CCN(C2CCN(C3CCN(C(C4CC(OC)C4)CC4CC4)CC3)CC2)CC1,1.0,-90.507034
91,C1N(C2CC(c3ccc(F)cc3)c3ccc(SCCN4C(=O)C(=O)N(CC5CC5)CC4)cc32)CCN(C2CC(C#N)C2)CC1,1.0,-69.88327
