Step,Scaffold,SMILES,bioactivity,raw_bioactivity,total_score,ID
71.0,c1ccc(C2CC(N3CCCN(C4CCN(C5CC5)CC4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCCN(C4CCN(C5CC5)CC4)CC3)c3cc(SCCCOCC(F)(F)F)ccc32)cc1,1.0,1.0,1.0,fine-tune predictive component_0
68.0,c1ccc(C2CCC(N3CCC(N4CCCN(C5CC(c6ccccc6)c6ccc(SCCCN7CCNC7)cc65)CC4)CC3)C2)cc1,CN1CN(CCCSc2ccc3c(c2)C(N2CCCN(C4CCN(C5CCC(c6cc(F)ccc6F)C5)CC4)CC2)CC3c2ccc(F)cc2)CC1(C)C,1.0,1.0,1.0,fine-tune predictive component_1
37.0,c1ccc(C2CC(N3CCCN(C4CCNCC4)CC3)c3cc(SCCCC4CC4)ccc32)cc1,CC(CSc1ccc2c(c1)C(N1CCCN(C3CCN(C(=O)CN)CC3)CC1)CC2c1ccc(F)cc1)CC1CC1,1.0,1.0,1.0,fine-tune predictive component_2
56.0,c1ccc(C2CC(N3CCCN(C4CCN(C5CC5)CC4)CC3)c3cc(SCCN4CC4)ccc32)cc1,C[S+]([O-])CC1CN1CCSc1ccc2c(c1)C(N1CCCN(C3CCN(C4CC4)CC3)CC1)CC2c1ccc(F)cc1,1.0,1.0,1.0,fine-tune predictive component_3
71.0,c1ccc(C2CC(N3CCCN(C4CCN(C5CC5)CC4)CC3)c3cc(SCCCN4CCCC4)ccc32)cc1,Fc1ccc(C2CC(N3CCCN(C4CCN(C5CC5)CC4)CC3)c3cc(SCCCN4CCC(F)(F)C4)ccc32)cc1,1.0,1.0,1.0,fine-tune predictive component_4
60.0,O=C1CCN(CC2CCCO2)CCN1CCSc1ccc2c(c1)C(N1CCCN(C3CCN(C4CC4)CC3)CC1)CC2c1ccccc1,O=C1CCN(CC2CCCO2)CCN1CCSc1ccc2c(c1)C(N1CCCN(C3CCN(C4CC4)CC3)CC1)CC2c1ccc(F)cc1,1.0,1.0,1.0,fine-tune predictive component_5
93.0,O=C(NC1CCC2(CCN(CC3CC3)C1=O)NCN(CCSc1ccc3c(c1)C(N1CCNCC1)CC3c1ccccc1)C2=O)C1CCN1,CN1CCN(C2CC(c3ccc(F)cc3)c3ccc(SCCN4CN(C)C5(CCC(NC(=O)C6CCN6)C(=O)N(CC6CC6)CC5)C4=O)cc32)CC1,1.0,1.0,1.0,fine-tune predictive component_6
93.0,c1ccc(C2CC(N3CCCN(C4CCN(C5CCNCC5)CC4)CC3)c3ccccc32)cc1,CCCCSc1ccc2c(c1)C(N1CCCN(C3CCN(C4CCN(S(=O)(=O)CCC)CC4)CC3)CC1)CC2c1ccc(F)cc1,1.0,1.0,1.0,fine-tune predictive component_7
93.0,O=C1NCCN1CCSc1ccc2c(c1)C(N1CCCN(C3CCN(C4CCNCC4)CC3)CC1)CC2c1ccccc1,CCC1CN(CCSc2ccc3c(c2)C(N2CCCN(C4CCN(C5CCN(C(=O)NC)CC5)CC4)CC2)CC3c2ccc(F)cc2)C(=O)N1C,1.0,1.0,1.0,fine-tune predictive component_8
81.0,c1ccc(C2CC(N3CCNCC3)c3cc(SCCN4CCCC4)ccc32)cc1,CC1CCC(CO)N1CCSc1ccc2c(c1)C(N1CCN(C)CC1)CC2c1ccc(F)cc1,1.0,1.0,1.0,fine-tune predictive component_9
71.0,c1ccc(C2CC(N3CCNCC3)c3cc(SCC4CNC4)ccc32)cc1,CN1CCN(C2CC(c3ccc(F)cc3)c3ccc(SCC4CN(S(=O)(=O)CC(F)(F)F)C4)cc32)CC1,1.0,1.0,1.0,fine-tune predictive component_10
93.0,O=C(C1CNCCN1)N1CCC(N2CCC(N3CCCN(C4CC(c5ccccc5)c5ccccc54)CC3)CC2)CC1,CN1CCNC(C(=O)N2CCC(N3CCC(N4CCCN(C5CC(c6ccc(F)cc6)c6ccc(SCCN)cc65)CC4)CC3)CC2)C1,1.0,1.0,1.0,fine-tune predictive component_11
47.0,c1ccc(C2CC(N3CCCN(C4CCN(C5CC5)CC4)CC3)c3cc(SCCC4CNC4)ccc32)cc1,COCCC(=O)N1CC(CCSc2ccc3c(c2)C(N2CCCN(C4CCN(C5CC5)CC4)CC2)CC3c2ccc(F)cc2)C1,1.0,1.0,1.0,fine-tune predictive component_12
60.0,c1ccc(C2CC(N3CCCN(C4CCN(C5CCNCC5)CC4)CC3)c3cc(SCC4CCNC4)ccc32)cc1,CCC(=O)N1CCC(N2CCC(N3CCCN(C4CC(c5ccc(F)cc5)c5ccc(SCC6CCN(S(=O)(=O)CC)C6)cc54)CC3)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_13
67.0,O=C(CCSc1ccc2c(c1)C(N1CCCN(C3CCN(C4CCCCC4)CC3)CC1)CC2c1ccccc1)N1CCCC1,CN(C)C1CCN(C(=O)CCSc2ccc3c(c2)C(N2CCCN(C4CCN(C5CCC(N)CC5)CC4)CC2)CC3c2ccc(F)cc2)C1,1.0,1.0,1.0,fine-tune predictive component_14
56.0,O=C1C(=O)N(CC2CC2)CCN1CCSc1ccc2c(c1)C(N1CCCN(C3CCN(C4CCNCC4)CC3)CC1)CC2c1ccccc1,CC(=O)N1CCC(N2CCC(N3CCCN(C4CC(c5ccc(F)cc5)c5ccc(SCCN6CCN(CC7CC7)C(=O)C6=O)cc54)CC3)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_15
86.0,O=C1NCCN1CCSc1ccc2c(c1)C(N1CCNCC1)CC2c1ccccc1,CNC(=O)CN1CCN(CCSc2ccc3c(c2)C(N2CCN(C)CC2)CC3c2ccc(F)cc2)C1=O,1.0,1.0,1.0,fine-tune predictive component_16
71.0,O=C(Nc1ccccc1)N1CCC(N2CCC(N3CCC(N4CCCN(C5CC(c6ccccc6)c6ccc(SCCN7CN(CC8CC8)C(=O)C7=O)cc65)CC4)CC3)CC2)CC1,COc1ccc(NC(=O)N2CCC(N3CCC(N4CCC(N5CCCN(C6CC(c7ccc(F)cc7)c7ccc(SCCN8CN(CC9CC9)C(=O)C8=O)cc76)CC5)CC4)CC3)CC2)cc1,1.0,1.0,1.0,fine-tune predictive component_17
77.0,O=C1CNCCN1CCSc1ccc2c(c1)C(N1CCNCC1)CC2c1ccccc1,CN1CCN(C2CC(c3ccc(F)cc3)c3ccc(SCCN4CCN(C(C)(C)C)CC4=O)cc32)CC1,1.0,1.0,1.0,fine-tune predictive component_18
77.0,O=C1CCCN1CCSc1ccc2c(c1)C(N1CCCN(C3CCN(C4CCNCC4)CC3)CC1)CC2c1ccccc1,CCOC(=O)N1CCC(N2CCC(N3CCCN(C4CC(c5ccc(F)cc5)c5ccc(SCCN6CCC(CCOC)C6=O)cc54)CC3)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_19
56.0,C(=NCCc1ccccc1)N1CCC(CCSc2ccc3c(c2)C(N2CCCN(C4CCN(C5CC5)CC4)CC2)CC3c2ccccc2)CC1,CC(=NCCc1ccc(F)cc1)N1CCC(CCSc2ccc3c(c2)C(N2CCCN(C4CCN(C5CC5)CC4)CC2)CC3c2ccc(F)cc2)CC1,1.0,1.0,1.0,fine-tune predictive component_20
60.0,O=C(C1CCC1)N1CCC(CCSc2ccc3c(c2)C(N2CCNCC2)CC3c2ccccc2)C1,CN1CCN(C2CC(c3ccc(F)cc3)c3ccc(SCCC4CCN(C(=O)C5CCC5)C4)cc32)CC1,1.0,1.0,1.0,fine-tune predictive component_21
