,smiles,score,likelihood
52,c1c(OC)c(C(NCC2CCCN2CC)=O)c(OC)c(Cl)c1,1.0,-18.802326
38,c1c(O)c(C(NCC2CCCN2CC)=O)c(OC)c(Cl)c1,1.0,-21.189056
96,c1c(OC)c(C(NCC2N(CC)CCC2)=O)c(OC)c(Br)c1,1.0,-20.22834
85,c1(C2CC(N3CCN(CCO)CC3)c3c2ccc(F)c3)ccc(F)cc1,0.919435,-21.701494
78,c1(C2CC(N3CCN(CCO)CC3)c3c2ccc(Br)c3)ccc(F)cc1,0.919435,-25.221468
14,c1c(C2CC(N3CCN(CCO)CC3)c3c2ccc(Cl)c3)ccc(F)c1,0.919435,-21.131931
72,c1(OC)c(C(NCC2N(CC)CCC2)=O)c(OC2CC2)ccc1Br,0.91499144,-35.43162
45,c1c(OC)c(C(NCC2N(CC)CCC2)=O)c(OC2CC2)c(F)c1,0.91499144,-35.96914
79,c1(OC)c(C(NCC2N(CC)CCC2)=O)c(OC2CNC2)c(Br)cc1,0.899438,-37.8055
62,c1c(OC)c(C(NCC2N(CC)CCC2)=O)c(OC2CNC2)c(F)c1,0.899438,-36.1512
38,O(c1c(C(NCC2N(CC)CCC2)=O)c(OC)c(Br)cc1)C1CCC1,0.899438,-28.713078
71,c1c(OC)c(C(NCC2N(CC)CCC2)=O)c(OC2CNC2)c(Cl)c1,0.899438,-35.66641
57,O(c1c(C(NCC2N(CC)CCC2)=O)c(OC)c(Cl)cc1)C1CCC1,0.899438,-27.30032
99,c1(C2CC(N3CCN(CCO)CC3)c3ccc(F)cc32)ccc(F)cc1,0.89767766,-20.822863
15,c1cc(C2CC(N3CCN(CCO)CC3)c3ccc(Cl)cc32)ccc1F,0.89767766,-20.574205
22,c1(C(NCC2N(CC)CCC2)=O)c(OCC2CO2)c(OC)ccc1,0.8968544,-34.864784
35,S(c1cc(C(NCC2N(CC)CCC2)=O)c(OC)cc1)(=O)(=O)NC1CC1,0.8968544,-27.249672
119,c1(C(NCC2N(CC)CCC2)=O)c(OCC2CC2)c(OC)ccc1,0.8968544,-27.517153
121,O(c1c(C(NCC2N(CC)CCC2)=O)c(OC)c(Br)cc1)CC1CC1,0.8944272,-26.695444
54,c1c(OC)c(C(NCC2N(CC)CCC2)=O)c(OCC2CC2)c(Br)c1,0.8944272,-33.4335
