,smiles,score,likelihood
8,c1cc2c(=O)cc(C(N3C(C)c4n(c(-c5sccc5)cn4)CC3)=O)ccc2cc1,0.99907213,-37.081978
27,c1(-c2ccc(OCc3ccccc3)cc2)ccc(CCC(=O)NC(C(=O)NS(c2ccccc2)(=O)=O)C(C)C)cc1,0.99907213,-32.83458
47,O(c1cc(C(=O)OCC(=O)Nc2c(-c3ccccc3)cccc2)cc(OC)c1)C,0.99907213,-23.443264
66,N(C(c1ccc(C=C2SC(=O)NC2=O)cc1)=O)c1ccc2c(c1)CC(O)C2NS(=O)(c1ccc(Cl)cc1)=O,0.99907213,-34.834587
108,C1CN(c2ccc(=Nc3c(=O)n(C)cc(-c4c(CO)c(-n5c(=O)c6c(F)cc(C7CC7)cc6cc5)ccc4C(F)(F)F)c3)[nH]c2)CC1C,0.99907213,-35.2951
117,c1(NC(=O)c2ccc(-c3ccc(C(=O)C)cc3)cc2)ccc2c(c1)CCC(CF)(CN(C)C)O2,0.99907213,-33.070465
2,C(c1occc1)(Oc1ccc2c(c(CC3CCCO3)c(Cc3ccccc3)o2)c1)CCC,0.99907213,-42.736008
85,c1cccc2[nH]c(=Nc3c(CC)cccc3CC)c(=NS(c3cccc(Cl)c3)(=O)=O)[nH]c12,0.99907213,-26.931702
81,N(C)(CCc1ccc(C(=O)Nc2cc(-c3ccccc3)c(O)cc2)cc1)C,0.99907213,-29.776379
38,c12cc(C(=O)Nc3c(=O)c4cc(C(=O)O)ccc4oc3-c3ccc(Cl)cc3)ccc1OCC2,0.9990721,-34.000114
108,C1(=O)N(c2c3ccccc3[nH]c(=O)c2)C(=O)c2ccc(C(Nc3cccc(Cl)c3C)=O)cc21,0.9990721,-34.373196
46,Brc1ccc(S(=O)(c2ccc(C(OCCCN(C)C)=O)cc2)=O)cc1NC(=O)Cc1ccccc1,0.9990721,-42.514023
96,c1c(S(=O)(=O)Cc2cc(C(=O)N3Cc4c(cccc4)CC3)c(C)cc2)cccc1,0.9990721,-27.09286
92,n1c2c(cc(OC)cc2)ccc1COc1c(-c2cccc(N3CCC(C(=O)O)C(OC)C3)n2)cccc1C,0.9990721,-27.951126
89,c1cc(CCC(NC(Cc2ccc(N(C)C)cc2)C(NCc2ccccc2)=O)=O)ccc1-c1ccccc1,0.9990721,-28.75172
50,c1c(NC(=O)Nc2c(F)ccc(C(O)CN(C)C)c2)ccc2c1[nH]c(=Nc1ccccc1)n(C)c2=O,0.9990721,-42.409985
48,c1cc(C2c3cc(OC)c(OC)cc3CCN2C(=S)Nc2ccccc2F)ccc1,0.9990721,-24.408846
108,O=c1n(CCN(S(c2ccc(-c3ccccc3)cc2)(=O)=O)c2ccc(C(=O)C)cc2)c(O)c2n1CCC2,0.9990721,-37.086433
41,c1cc(OC)ccc1Cc1nccc2c(F)c(F)c(-c3ccccc3)c(C)c12,0.999072,-39.107956
33,c1cc2c(cc1-c1cccc(C(=O)N(c3cccc(O)c3)C)c1)C(O)(CC(C)(C)C(=O)NS(=O)(=O)C)CO2,0.999072,-44.163376
