,smiles,score,likelihood
91,C1N(C2C3CC4CC(C3)CC2C4)CCN(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)C1,1.0,-26.0952
120,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CC2CN(CC3N(CC(N4CCN(C)CC4)CCC)CCCC3)CCO2)CC1,1.0,-66.76785
77,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCC(C2N(CCN3CCN(CCCN4CCCN(CC5C6CC(CC6)CC5)CC4)CC3)CC2)CC1,1.0,-70.0345
92,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CC2CN(CC3N(CCN4CCOCC4)CCC3)CC2)CC1,1.0,-51.535576
5,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CC2N(CCN3CCCC3)CCC2)CC1,1.0,-43.6564
34,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CC2CN(CC3CCN(CCCNCC)CC3)CC2)CC1,1.0,-56.406136
99,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCC(C2N(CC3CCN(CCO)C(C)C3)CCO2)CC1,1.0,-63.350975
8,N1(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CC2N(CCN3CCOCC3)C(CC)COC2)CC1,1.0,-42.225018
100,N1(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CC2CN(CC3N(CC(N4CCN(C)CC4)CCC)CCCC3)CC2)CC1,1.0,-57.19669
101,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCC(CN2CC(CN3CCN(CC)CC3)CC2)CC1,1.0,-50.213776
63,C(N1CCN(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CC1)C1(C2N(C)CCN(CCF)C2)CC1,1.0,-46.444572
13,CN1CCN(C(c2ccc(F)cc2)CN2CCN(C3c4cc(F)ccc4C(c4ccc(F)cc4)C3)CC2)CC1,1.0,-31.576574
57,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CC2C(NS(C3CCC3)(=O)=O)CC2)CC1,1.0,-52.31964
35,N1(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCC(CN2CCC(CN3CC(F)(F)C3)CC2)CC1,1.0,-37.491463
116,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CC2CN(CC3CCN(CC(CN(C)C)C)CC3)CC2)CC1,1.0,-57.861824
49,C1N(C2CN(C3c4cc(C(F)(F)F)ccc4C(c4ccc(F)cc4)C3)CC2CCO)CCN(CC(F)F)CC1,1.0,-54.474094
40,C1N(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CC2NC(NCCC)=NC2)CC1,1.0,-42.20372
76,CC1(N2CCN(C3c4cc(F)ccc4C(c4ccc(F)cc4)C3)CC2)CCN(CCC2CCN(CCN3CCCN(CC4CCCCC4)CC3)CC2)CC1,1.0,-70.09886
71,N1(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CC2CN(CC3N(CC4CC4)CCN(C)C3)CC2)CC1,1.0,-50.504208
71,N1(C2c3cc(F)ccc3C(c3ccc(F)cc3)C2)CCN(CC2CN3C(C2)CC2N(CCNC2)C3)CC1,1.0,-46.71334
