Step,Scaffold,SMILES,bioactivity,raw_bioactivity,total_score,ID
64.0,c1ccc(C2CC(N3CCCN4CCCC5C4CN(CC3)CC3CCCN5C3)c3ccccc32)cc1,OC12CCCN(C1)C1CCCN3CCCN(C4CC(c5ccc(F)cc5)c5ccc(F)cc54)CCN(CC13)C2,1.0,1.0,1.0,fine-tune predictive component_0
39.0,c1ccc(C2CC(N3CCN(CNC4CCNCC4)CC3)c3ccccc32)cc1,CC(C)CC(N1CCN(C2CC(c3ccc(F)cc3)c3ccc(F)cc32)CC1)N(C)C1CCN(C)CC1,1.0,1.0,1.0,fine-tune predictive component_1
82.0,c1ccc(C2CC(N3CCCN(CC4CCCC4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCCN(CC4CCCC4)CC3)c3cc(F)ccc32)cc1,1.0,1.0,1.0,fine-tune predictive component_2
40.0,c1ccc(C2CC(N3CCN(CC4CN(CCN5CCOCC5)CCN4)CC3)c3ccccc32)cc1,OCCN1CCN(CCN2CCOCC2)CC1CN1CCN(C2CC(c3ccc(F)cc3)c3ccc(F)cc32)CC1,1.0,1.0,1.0,fine-tune predictive component_3
71.0,c1ccc(C2CC(N3CCC(CN4CC(N5CCNCC5)C4)CC3)c3ccccc32)cc1,CN1CCN(C2CN(CC3CCN(C4CC(c5ccc(F)cc5)c5ccc(F)cc54)CC3)C2)CC1,1.0,1.0,1.0,fine-tune predictive component_4
91.0,c1ccc(C2CC(N3CCC(CN4CCCCC4)CC3)c3ccccc32)cc1,OC1CCN(CC2CCN(C3CC(c4ccc(F)cc4)c4ccc(F)cc43)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_5
91.0,c1ccc(C2CC(N3CCCC(C4CCCN4)CC3)c3ccccc32)cc1,CCCNCCN1CCCC1C1CCCN(C2CC(c3ccc(F)cc3)c3ccc(F)cc32)CC1,1.0,1.0,1.0,fine-tune predictive component_6
40.0,S=C1NCCCN1CCN1CCN(CCN2CCN(C3CC(c4ccccc4)c4ccccc43)CC2)CC1,CN1CCCN(CCN2CCN(CCN3CCN(C4CC(c5ccc(F)cc5)c5ccc(F)cc54)CC3)CC2)C1=S,1.0,1.0,1.0,fine-tune predictive component_7
39.0,c1ccc(C2CC(N3CCN(C(=NC4CCCCC4)NC4CCNCC4)CC3)c3ccccc32)cc1,CN1CCC(NC(=NC2CCCCC2)N2CCN(C3CC(c4ccc(F)cc4)c4ccc(F)cc43)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_8
92.0,c1ccc(C2CC(N3CCN(CCN4CCCN(CC5CCNCC5)CC4)CC3)c3ccccc32)cc1,CCCN1CCC(CN2CCCN(CCN3CCN(C4CC(c5ccc(F)cc5)c5ccc(F)cc54)CC3)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_9
39.0,c1ccc(C2CC(N3CCN(CNCC4=NCCN4)CC3)c3ccccc32)cc1,CC(NCC1=NCCN1)N1CCN(C2CC(c3ccc(F)cc3)c3ccc(F)cc32)CC1,1.0,1.0,1.0,fine-tune predictive component_10
39.0,c1ccc(C2CC(N3CCCN(CC4CCCO4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCCN(CC4CCCO4)CC3)c3cc(F)ccc32)cc1,1.0,1.0,1.0,fine-tune predictive component_11
