Step,Scaffold,SMILES,logp,raw_logp,total_score,ID
36.0,c1ccc(C(c2ccccc2)c2n[nH]c(=Nc3ccc4ccccc4c3)o2)cc1,c1ccc(C(c2ccccc2)c2n[nH]c(=Nc3ccc4ccccc4c3)o2)cc1,0.9990721344947815,3.000281572341919,0.9990721344947815,fine-tune predictive component_0
63.0,c1ccc(N(c2ccccc2)c2ccc(-c3cnccc3CN3CCc4ccccc4C3)cc2)cc1,c1ccc(N(c2ccccc2)c2ccc(-c3cnccc3CN3CCc4ccccc4C3)cc2)cc1,0.9990721344947815,3.0000627040863037,0.9990721344947815,fine-tune predictive component_1
89.0,O=C(NC(Cc1ccccc1)c1ccc(-c2ccccc2)cc1)c1cccc(-c2ccccc2)c1,O=C(NC(Cc1ccccc1)c1ccc(-c2ccccc2OC(F)(F)F)cc1)c1cccc(-c2ccc(F)cc2)c1,0.9990721344947815,3.0001707077026367,0.9990721344947815,fine-tune predictive component_2
34.0,c1ccc(N=c2cc[nH]c(=Nc3cccc(-c4ccc(-c5ccccc5)cc4)c3)[nH]2)cc1,Fc1ccc(N=c2[nH]c(=Nc3cccc(-c4ccc(-c5ccccc5)cc4)c3)[nH]cc2F)cc1,0.9990721344947815,2.9996073246002197,0.9990721344947815,fine-tune predictive component_3
22.0,c1ccc(Oc2ccc(N=c3cc[nH]c4c3cnn4-c3ccccc3)cc2)cc1,NC(=O)c1c[nH]c2c(cnn2-c2ccccc2)c1=Nc1ccc(Oc2ccccc2)cc1,0.9990721344947815,2.999622344970703,0.9990721344947815,fine-tune predictive component_4
58.0,N=c1[nH]cnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2Cc1cccc(NC(=O)Nc2ccccc2)c1,N=c1[nH]cnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2Cc1cccc(NC(=O)Nc2ccc(Br)cc2)c1,0.9990721344947815,3.000513792037964,0.9990721344947815,fine-tune predictive component_5
22.0,c1ccc(Nc2cc(-c3ccccc3)ccc2-c2ccccc2)cc1,c1ccc(Nc2cc(-c3ccccc3)ccc2-c2ccccc2)cc1,0.9990721344947815,3.0003178119659424,0.9990721344947815,fine-tune predictive component_6
37.0,O=C(c1ccccc1)c1c(-c2ccccc2)c2ccc(Oc3ccccc3)cc2[nH]c1=O,O=C(c1ccccc1)c1c(-c2ccccc2)c2ccc(Oc3ccccc3)cc2[nH]c1=O,0.9990721344947815,3.0001232624053955,0.9990721344947815,fine-tune predictive component_7
28.0,c1ccc(-c2cccc3cc(=Nc4ccc(-c5ccncc5)cc4)ccn23)cc1,CNS(=O)(=O)c1cccc(-c2cccc3cc(=Nc4ccc(-c5ccncc5)cc4)ccn23)c1,0.9990721344947815,3.0001394748687744,0.9990721344947815,fine-tune predictive component_8
21.0,O=C(NCC1CC1)c1ccc(-c2cnc3ccc(-c4ccccc4NC(=O)c4ccccc4)nn23)cc1,CN(CC1CC1)C(=O)c1ccc(-c2cnc3ccc(-c4ccccc4NC(=O)c4ccccc4)nn23)cc1,0.9990721344947815,3.0002055168151855,0.9990721344947815,fine-tune predictive component_9
90.0,O=C(C=Cc1cccnc1)Nc1ccc(S(=O)(=O)c2ccc(-c3ccccc3)cc2)cc1,O=C(C=Cc1cccnc1)Nc1ccc(S(=O)(=O)c2ccc(-c3ccccc3)cc2)cc1,0.9990721344947815,3.0001232624053955,0.9990721344947815,fine-tune predictive component_10
77.0,O=C(Nc1ccc(-c2cccc(CN3Cc4ccccc4C3)c2)cc1)c1ccccc1,O=C(Nc1ccc(-c2cccc(CN3Cc4ccccc4C3)c2)cc1)c1ccccc1,0.9990721344947815,2.9999279975891113,0.9990721344947815,fine-tune predictive component_11
64.0,O=C(Nc1ccc(-c2ccccc2)cc1)c1cc(-c2ccccc2)nc2ccccc12,CCC(C)(C)c1ccc(-c2cc(C(=O)Nc3ccc(-c4ccccc4)cc3)c3ccccc3n2)cc1,0.9990721344947815,2.9997313022613525,0.9990721344947815,fine-tune predictive component_12
31.0,O=C(NCCc1ccccc1)c1c(OCc2ccc3ccccc3c2)cccc1-c1ncnn1-c1ccccc1,CN(CCc1ccccc1)C(=O)c1c(OCc2ccc3ccccc3c2)cccc1-c1ncnn1-c1ccccc1,0.9990721344947815,2.9995412826538086,0.9990721344947815,fine-tune predictive component_13
36.0,c1ccc(N(c2ccc3ccccc3c2)c2ccc3nc(-c4cc[nH]c4)cnc3c2)cc1,COc1cccc(N(c2ccc3ccccc3c2)c2ccc3nc(-c4ccn(C(C)C)c4)cnc3c2)c1,0.9990721344947815,3.000291347503662,0.9990721344947815,fine-tune predictive component_14
59.0,c1ccc(Cc2nn(Cc3ccccn3)c(=Nc3sccc3-c3ccccc3)c3ccccc23)cc1,COc1ccc(CC2=NN(Cc3ccccn3)C(=Nc3sccc3-c3ccccc3)c3cc(Cl)ccc32)cc1,0.9990720748901367,2.9994192123413086,0.9990720748901367,fine-tune predictive component_15
16.0,O=C(Cc1c(C(=O)C2=CC=C2)c2ccccc2n1Cc1ccccc1)c1ccccc1,N#Cc1cc(C(=O)c2c(CC(=O)c3ccccc3)n(Cc3ccc(Cl)cc3)c3ccccc23)c1,0.9990720748901367,3.000580310821533,0.9990720748901367,fine-tune predictive component_16
60.0,c1ccc(CN(CCCCCCOc2cccc3ccccc23)c2nc(-c3ccccc3)cs2)cc1,ON=C(O)c1ccc(CN(CCCCCCOc2cccc3ccccc23)c2nc(-c3ccccc3)cs2)cc1,0.9990720748901367,3.0010976791381836,0.9990720748901367,fine-tune predictive component_17
30.0,c1ccc(-c2ccc(-c3ccc4nc(-c5ccccc5)cc(CC5CCCCN5)c4c3)cc2)cc1,OC(c1cc(-c2ccccc2)nc2ccc(-c3ccc(-c4ccccc4)cc3)cc12)C1CCCCN1,0.9990720748901367,2.998767137527466,0.9990720748901367,fine-tune predictive component_18
