,smiles,score,likelihood
45,c1cc(-c2cnc3ccc(-c4ccccc4NC(=O)c4ccccc4)nn23)ccc1C(N(C)CC1CC1)=O,0.99907213,-40.15742
28,C(c1ccccc1)(c1c(-c2ccccc2)c2ccc(Oc3ccccc3)cc2[nH]c1=O)=O,0.99907213,-28.929857
77,c1cc(Oc2ccccc2)ccc1-c1c2c(nc[nH]c2=N)n(Cc2cccc(NC(=O)Nc3ccc(Br)cc3)c2)n1,0.99907213,-32.57621
92,O(Cc1ccc2c(cccc2)c1)c1cccc(-c2ncnn2-c2ccccc2)c1C(N(C)CCc1ccccc1)=O,0.99907213,-55.29726
124,c1ccccc1-c1c(Nc2ccccc2)cc(-c2ccccc2)cc1,0.99907213,-25.630783
81,c1ccccc1-c1ccc(-c2cccc(N=c3[nH]c(=Nc4ccc(F)cc4)c(F)c[nH]3)c2)cc1,0.99907213,-31.963352
80,c1c2ccc(N(c3cc(OC)ccc3)c3ccc4c(c3)ncc(-c3cn(C(C)C)cc3)n4)cc2ccc1,0.99907213,-46.93145
98,c1ccccc1-n1ncc2c(=Nc3ccc(Oc4ccccc4)cc3)c(C(N)=O)c[nH]c21,0.99907213,-24.603378
109,c1(C(NC(c2ccc(-c3ccccc3OC(F)(F)F)cc2)Cc2ccccc2)=O)cc(-c2ccc(F)cc2)ccc1,0.99907213,-38.158867
62,c1(-c2ccccc2)ccc(S(c2ccc(NC(=O)C=Cc3cccnc3)cc2)(=O)=O)cc1,0.99907213,-21.942245
63,c1ccc(C(c2ccccc2)c2n[nH]c(=Nc3ccc4c(c3)cccc4)o2)cc1,0.99907213,-28.570896
124,c1(N(c2ccccc2)c2ccc(-c3cnccc3CN3CCc4c(cccc4)C3)cc2)ccccc1,0.99907213,-40.913803
84,C(N1Cc2c(cccc2)C1)c1cc(-c2ccc(NC(c3ccccc3)=O)cc2)ccc1,0.99907213,-30.255774
92,c1c(-c2ccc(N=c3cc4n(c(-c5cccc(S(NC)(=O)=O)c5)ccc4)cc3)cc2)ccnc1,0.99907213,-35.887283
31,CC(C)(c1ccc(-c2nc3c(cccc3)c(C(=O)Nc3ccc(-c4ccccc4)cc3)c2)cc1)CC,0.99907213,-33.121994
88,c1c(-c2cccc(NC(c3ccccc3)=O)c2)ccc(-c2[nH]c3cccc(C(=O)N)c3n2)c1,0.9990721,-25.844769
123,c1cc(-c2nc(N(CCCCCCOc3cccc4c3cccc4)Cc3ccc(C(=NO)O)cc3)sc2)ccc1,0.9990721,-36.53229
48,c1c(-c2ccc(-c3ccccc3)cc2)ccc(-c2cccnc2)c1,0.9990721,-23.440771
96,c1ccc(-c2ccccc2-c2nn[nH]n2)cc1-c1ccc(N(Cc2ccccc2)C(c2ccccc2OC(C)=O)=O)cc1,0.9990721,-38.25718
87,c1(C#N)cc(C(=O)c2c3c(cccc3)n(Cc3ccc(Cl)cc3)c2CC(=O)c2ccccc2)c1,0.9990721,-51.236343
