,smiles,score,likelihood
109,c1c(OC)c(C(NCC2N(CC)CCC2)=O)c(OC)c(Br)c1,1.0,-20.22834
29,c1c(OC)c(C(NCC2CCCN2CC)=O)c(OC)c(Cl)c1,1.0,-18.802326
54,c1c(C2CC(N3CCN(CCO)CC3)c3c2ccc(Cl)c3)ccc(F)c1,0.919435,-21.131931
19,c1(C2CC(N3CCN(CCO)CC3)c3c2ccc(F)c3)ccc(F)cc1,0.919435,-21.701494
117,c1(C2CC(N3CCN(CCO)CC3)c3c2ccc(Br)c3)ccc(F)cc1,0.919435,-25.221468
105,c1(OC)c(C(NCC2N(CC)CCC2)=O)c(OC2CC2)ccc1Br,0.91499144,-35.43162
6,O(c1c(C(=O)NCC2N(CC)CCC2)c(OC)c(Br)cc1)C1CCC1,0.899438,-27.601803
43,c1c(OC)c(C(NCC2N(CC)CCC2)=O)c(OC2CNC2)c(Cl)c1,0.899438,-35.66641
53,c1c(OC)c(C(NCC2N(CC)CCC2)=O)c(OC2CNC2)c(F)c1,0.899438,-36.1512
49,c1(C2CC(N3CCN(CCO)CC3)c3ccc(F)cc32)ccc(F)cc1,0.89767766,-20.822863
111,c1c(C2CC(N3CCN(CCO)CC3)c3ccc(Cl)cc32)ccc(F)c1,0.89767766,-20.233637
48,c1(C(NCC2N(CC)CCC2)=O)c(OCC2CO2)c(OC)ccc1,0.8968544,-34.864784
105,c1(C(NCC2N(CC)CCC2)=O)c(OCC2CC2)c(OC)ccc1,0.8968544,-27.517153
74,c1(C2CC(N3CCN(C)CC3)c3c2ccc(Cl)c3)ccc(F)cc1,0.8944272,-21.53414
96,c1c(OC)c(C(NCC2N(CC)CCC2)=O)c(OCC2CC2)c(Cl)c1,0.8944272,-31.498034
84,O(c1c(C(NCC2N(CC)CCC2)=O)c(OC)c(Br)cc1)CC1CC1,0.8944272,-26.695444
55,c1c(OC)c(C(NCC2N(CC)CCC2)=O)c(OCC2CC2)c(F)c1,0.8944272,-32.407528
77,c1c(OC)c(C(NCC2N(CC)CCC2)=O)c(OCC2CC2)c(Br)c1,0.8944272,-33.4335
120,c1(C2CC(N3CCN(C)CC3)c3c2ccc(Br)c3)ccc(F)cc1,0.8944272,-25.296104
118,c1(C(NCC2N(CC)CCC2)=O)c(OCC2CC(F)C2)c(OC)ccc1,0.88975656,-38.589066
