,smiles,score,likelihood
96,c1ccccc1-c1n(-c2c(Oc3ccccc3)cccc2)c(O)c(C(=O)Nc2ccccc2Cl)c1O,0.99907213,-36.273174
24,c1cc(-c2ccc(C=Cc3nccc4ccccc34)cc2)ccc1-c1ccccc1,0.99907213,-29.12703
20,c1cc(NC(c2ccccc2-c2ccccc2Oc2ccccc2)=O)ccc1-c1ccccc1S(N)(=O)=O,0.99907213,-31.286655
123,N(=c1c2c(nc(-c3ccccc3)[nH]1)cccc2)C(c1ccccc1)c1ccccc1,0.99907213,-24.72115
15,c1cccc2c1-c1n(nc(-c3nccc4ccccc43)c1-c1ccccc1)CCN2,0.99907213,-34.573067
127,c12c(cccc1)c(C1N(c3ccccc3)N=C(C=Cc3cccc4c3cccc4)C1)ccc2,0.9990721,-32.858994
101,Clc1c(F)ccc(-c2n(-c3ccccc3)c3c(cccc3)c2C(N2CCN(c3ccccn3)CC2)=O)c1,0.9990721,-38.044556
112,c1(N2CN(CC(=O)Nc3cccc4ccccc43)S(=O)(=O)c3cc(Br)ccc32)ccc(Cl)cc1,0.9990721,-37.52404
23,c1cc(-c2c(F)cc(-n3c(=O)ccc4c3ccc(S(=O)(N=c3cco[nH]3)=O)c4)c(OCc3ccc(Cl)cc3F)c2)ccc1Cl,0.9990721,-33.563614
36,c1ccccc1-n1c(=O)c2c(nc1S(C(c1ccccc1)c1ccccc1)(=O)=O)sc(C)c2C,0.999072,-29.784962
119,c1c(NC(c2ccco2)=O)ccc(C(c2c3ccccc3c(CC(=O)O)cn2)c2ccccc2)c1,0.999072,-31.787556
106,c1ccc(-c2ccccc2CNc2c(N)cc(C(F)(F)F)cc2)c(CNc2ccc(Cl)cc2Cl)c1,0.99907196,-43.827896
55,c1(-c2ccc(-c3ccccc3)cc2)nc2ccccc2c(=O)n1-c1ccc(-c2ccccc2)cc1,0.99907196,-27.128237
13,c1cccc(S(=O)(c2c(-c3ccc(Cl)cc3)c3cccnc3s2)=O)c1,0.99907196,-19.640875
85,c1ccc(C(c2ccccc2)=C2CCN(C(Cc3ccccc3)c3cccc(Oc4ccccc4)c3)CC2)cc1,0.99907196,-34.08441
20,c1c(NC(c2ccccc2-c2ccc(-c3ccc(C(Nc4cccc(CN5CCNCC5)c4)=O)cc3)cc2)=O)ccc(Cl)c1,0.9990719,-35.385685
118,c1ccc(Nc2ccc(N=c3[nH]ccc(-c4ccccn4)n3)cc2)cc1Cl,0.9990719,-26.184391
1,s1c2ccccc2cc1-c1ccc(-c2ccc(Oc3cc(-c4ccccc4)c4ccc(Br)cc4n3)cc2)cc1,0.9990719,-42.243614
124,c1cc2cc3c(cc2nc1SCc1ccccc1C(Nc1ccc(Cl)cc1)=O)OCCO3,0.99907184,-33.546883
1,c1cc2c(cc1)C1(C=C(C=NOCc3ccccc3)c3ccccc3O1)c1ccccc1-2,0.9990718,-37.37204
