,smiles,score,likelihood
125,c1cc(OC)c(C(NCC2CCCN2CC)=O)oc1=O,0.93599594,-28.213623
1,c1(OC)c(C)cc(C(NCC2CCCN2CC)=O)oc1=O,0.929417,-33.813652
119,c1c(C)oc(=O)c(C(NCC2CCCN2CC)=O)c1OC,0.92790717,-29.536043
8,c1c(OC)c(C)oc(=O)c1C(=O)NCC1CCCN1CC,0.9278632,-29.036789
13,c1(OC)c(C(NCC2CCCN2CC)=O)c(NC(=O)C)sc1,0.9276162,-26.97897
26,c1(OC)ccc(C(NCC2CCCN2CC)=O)oc1=O,0.92755413,-29.421696
56,c1(OC)sc(C(NCC2CCCN2CC)=O)c(OC)c1,0.9274712,-31.218685
126,c1(C)cc(OC)c(C(NCC2CCCN2CC)=O)oc1=O,0.9271155,-31.39235
47,c1(O)c(C(NCC2CCCN2CC)=O)c(OC)c(C)cc1,0.9270393,-22.16362
49,c12c(ccc(C(=O)NCC3CCCN3CC)c1OC)OCCN2C(=O)C,0.9268274,-36.144386
121,O=S(N1CCC1)(c1cc(C(NCC2N(CC)CCC2)=O)c(OC)cc1)=O,0.9266984,-28.31702
10,O(c1c(C(NCC2CCCN2CC)=O)c(NC(C)=O)sc1C)C,0.9266359,-26.278671
110,O=S(=O)(N1CCC1)c1ccc(C(NCC2N(CC)CCC2)=O)c(OC)c1,0.92617387,-36.553123
8,c1(OC)oc(C(NCC2CCCN2CC)=O)cc(=O)c1OC,0.92608386,-28.933174
28,o1c(OC)c(Cl)c(C)c(C(NCC2CCCN2CC)=O)c1=O,0.92596763,-27.664413
10,c1c(S(N2CCCC2)(=O)=O)ccc(C(NCC2N(CC)CCC2)=O)c1OC,0.9253115,-32.02497
38,S(=O)(c1cc(C(NCC2N(CC)CCC2)=O)c(OC)cc1)(N1CCCC1)=O,0.92471886,-24.61517
92,c1(OC)c(C)oc(C(NCC2CCCN2CC)=O)c(OC)c1=O,0.9246242,-34.93719
75,o1c(=O)sc2cc(C(NCC3N(CC)CCC3)=O)c(OC)cc12,0.9238216,-32.283314
60,c1c(Cl)oc(=O)c(C(NCC2N(CC)CCC2)=O)c1OC,0.92379844,-32.78672
