,smiles,score,likelihood
16,c1(=Nc2scc(-c3ccc(C(C)(C)C)cc3)n2)cc(-c2ccccc2)[nH]c2ccccc12,0.99907213,-28.24168
64,c1c(F)ccc(CN(c2ccc3c(c2)N(C)CC(COc2ccc(C(N)=N)cc2)(C)O3)C(=O)c2cc3ccccc3cc2)c1OC,0.99907213,-38.31864
121,N1(C(OCc2ccccc2Cl)=O)CCN(c2c3ccccc3nc(-c3ccccn3)n2)CC1,0.99907213,-29.53566
90,s1c2ccccc2c(-c2ccccc2)[n+]1CC(=O)c1ccc2ccccc2c1,0.99907213,-25.983086
13,c1(NC(Cc2ccc(OCc3ccccc3)cc2)=O)ccccc1-c1ccccc1NC(Nc1ccc(Cl)cc1)=O,0.99907213,-27.76339
38,c1(-c2ccccc2)ccc2c(c1)N(c1ccccc1)C(=O)N(Cc1nc3c(cccc3)c(C(N(C(C)C)c3ccccc3)=O)c1)S2(=O)=O,0.99907213,-50.30799
100,c1ccccc1CC(NC(C(NC(=O)C(NC(C(NC(C(NC(c1ccccc1NS(=O)(c1ccc2ccccc2c1)=O)=O)Cc1ccccc1)=O)CC(C)C)=O)C(C)C)=O)Cc1ccc(Cl)cc1)=O,0.99907213,-72.867325
84,c1c2c(n(Cc3cccc(OC)c3)c(-c3sccc3)nc2=NN=Cc2ccccc2OC)ccc1,0.99907213,-43.038887
97,c1c(-c2cc(F)ccc2F)ccnc1-c1ccc(NC(=O)Nc2cccc(C(=O)NC(C)C)c2)cc1,0.99907213,-37.776833
39,c1(C(Nc2c(F)cccc2)=O)ccccc1Sc1ccc2c(c1)n[nH]c2C=Cc1ccccn1,0.9990721,-22.860878
103,c1ccc2c(c(C=Cc3cncc(OCC(Nc4cc(C(Nc5ccccc5)=O)ccc4)=O)c3)ccc2C#N)c1,0.9990721,-42.68871
118,Clc1ccccc1C(NC1c2c(ccc(NC(=O)c3c(C)cccc3)c2)C(NC(=O)c2cccnc2)C1)=O,0.9990721,-39.444603
125,Fc1cccc(C(c2ccc3c(c2O)cccc3)c2ccccc2)c1,0.9990721,-28.414864
86,C1Oc2c(cccc2)OC1Cn1c(-c2ccc(-c3ccccc3)cc2)cc(-c2cccc(O)c2)n1,0.9990721,-36.85488
43,c1c(-c2nc(-c3ccccc3)cc(-c3ccc(O)cc3)c2)cccc1-c1cc(=O)cc(N2CCOCC2)o1,0.9990721,-29.63594
3,c1ccc2c(c1)c(C(c1ccc(OCCN(CC)CC)cc1)c1ccc(OC)cc1)ccc2OC,0.9990721,-23.676775
92,c1c(-c2ccccc2C#N)ccc(Oc2ccc(S(=O)(N=c3sc(Cl)c[nH]3)=O)cc2C#N)c1,0.9990721,-26.3115
96,c1ccc(-c2nc3n(ccc(CN(C)c4cccc5[nH]c(O)cc45)c3)c(=O)c2-c2ccccc2)cc1,0.9990721,-40.853546
127,c1ccccc1-n1n(Cc2ccccc2)c(=O)c(C(c2ccc(OC(F)F)cc2)c2c[nH]c3ccccc32)c1O,0.9990721,-36.891483
88,c1ccccc1-c1ccc(-c2cc(C(Nc3ccc(S(NC(N=c4sc(S(=O)(=O)N)n[nH]4)=O)(=O)=O)cc3)=O)ccc2OC(OC(C)(C)C)=O)cc1,0.9990721,-50.44571
