,smiles,score,likelihood
10,N(c1ccc(F)cc1)C(=O)c1nc2cc(-c3ncccc3)ccc2cc1,0.99907213,-31.862118
123,c1cccc2c1C(c1ccc(Cl)cc1)N(c1cccc(F)c1)C(=O)N2,0.99907213,-28.792511
82,c1cccc2c(C=c3c(=O)n4c5ccccc5c(O)cc4n3)cn(Cc3ccc(F)cc3)c12,0.99907213,-32.569717
26,c1c(OCc2nc(-c3ccc(C(F)(F)F)cc3)sc2)ccc(C(=O)Nc2ccc(N(C(=O)C)O)cc2)c1,0.99907213,-37.428608
87,c1(OCCN(C)C)ccc(-c2cc3c(cc2)cc(OCc2ccccc2)cc3)cc1,0.99907213,-28.47047
77,C(c1cccc(C=Cc2cc(OC)ccc2)c1)=Cc1nccc2c1C(=O)c1c(cccc1)C2=O,0.9990721,-37.037537
70,c1c(-c2c(-c3ccccc3)nc(-c3ccccc3OC)[nH]2)ccc(C)c1,0.9990721,-22.538342
82,c1(=NC(=S)Nc2ccccc2)nc(-c2ccccc2)[nH]cc1-c1ccc(OCC)cc1,0.9990721,-31.482615
3,c1ccc2c(ccc(NC(=O)Nc3ccc(CC(Nc4cc(C(=O)N)ccc4)=O)cc3)c2)c1,0.9990721,-30.897741
28,c1(-c2nc(C(c3ccccc3)c3ccccc3)sc2CC(O)=O)c(C)cccc1,0.9990721,-24.50483
69,c1c(C(c2ccc(OC)cc2)(c2ccc(OC)cc2)N)cccc1C(F)(F)F,0.9990721,-28.31961
35,[nH]1cc(C(N=c2cc(-c3ccc(S(c4ccccc4)(=O)=O)cc3)[nH]n2-c2ccccc2)O)cc1O,0.9990721,-35.667503
44,c1ccc2c(c(C(c3ccc(=O)n(Cc4c5ccccc5ccc4)c3)=O)co2)c1,0.9990721,-34.72448
52,c1ccc(NC(c2ccc(-c3ccc(C#N)cc3)cc2)=O)cc1CN(CC)CC,0.9990721,-24.098278
115,C(C)(Oc1ccc(-c2nc3ccccc3c(=O)n2-c2ccc(F)cc2)cc1)(C)C,0.9990721,-32.375526
120,c1ccc(-c2c3cc(Br)ccc3[nH]c(=O)c2-c2ccccc2)cc1,0.9990721,-20.921566
109,c1cccc2cccc(CCc3c4c(cc(OC)cc4)ccc3)c12,0.9990721,-28.038055
95,c1(-c2ccc(OC)cc2)nc2c3c(cccc3)ccn2c1-c1ccccc1,0.9990721,-21.304253
57,c1cc(-c2ccccc2-c2nc(=O)s[nH]2)ccc1Oc1ccccc1C(C)(C)C,0.9990721,-30.949053
8,c1ccc2ccccc2c1NC(=O)Nc1ccc(-c2ocnc2)cc1,0.9990721,-25.248129
