Step,Scaffold,SMILES,bioactivity,raw_bioactivity,total_score,ID
68.0,O=C(NCC1CCCN1)c1cnc2ccc(-c3ccccc3)nc2c1,CCN1CCCC1CNC(=O)c1cnc2ccc(-c3cccc(OC)c3)nc2c1,1.0,1.0,1.0,fine-tune predictive component_0
99.0,O=C(NCCc1ccc(C(=O)N2CCN(c3ccccc3)CC2)c(-c2ccccc2C(=O)NCC2CCCN2CCC2CCCCC2)c1)Nc1ccccc1,COc1cccc(N2CCN(C(=O)c3ccc(CCNC(=O)Nc4cccc(C#N)c4)cc3-c3ccc(CC(C)C)cc3C(=O)NCC3CCCN3CCC3CCCCC3)CC2)c1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_1
59.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,CN1CCN(C2CC(c3ccc(F)cc3)c3cc(Cl)c(F)cc32)CC1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_2
97.0,O=C1NCCN1CCN1CCN(C2CC(c3ccccc3)c3ccccc32)CC1,CNCC(=O)NCc1ccc2c(c1)C(N1CCN(CCN3CCNC3=O)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_3
75.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,CN1CCN(C2CC(c3ccc(F)cc3)c3cc(Cl)ccc32)CC1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_4
7.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,CN1CCN(C2CC(c3ccc(F)cc3)c3ccc(F)cc32)CC1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_5
24.0,C1=C(c2ccc3c(c2)CCO3)CCC1N1CCNCC1,CC1(C)Oc2ccc(C3=CC(N4CCN(CCO)CC4)CC3)cc2C1O,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_6
50.0,O=C(NCC1CCCN1Cc1cscn1)c1[nH]c2ccccc2c1S(=O)(=O)c1ccccc1,Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCC3CCCN3Cc3cscn3)n(C(C)C)c3cc(C)cc(CCN(C)C)c23)c1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_7
72.0,O=C(Cn1nc(N2CCN(c3ccccc3)CC2)ccc1=O)NCC1CCCN1,CCN1CCCC1CNC(=O)Cn1nc(N2CCN(c3cccc(OC)c3)CC2)ccc1=O,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_8
74.0,O=C(NC1CCCNC1CN1CCC(c2cccc3c2OCCO3)CC1)c1ccc(-c2ccccc2)cc1,COc1ccc(C2CCN(CC3NCCCC3NC(=O)c3ccc(-c4ccc(C#N)cc4)cc3)CC2)c2c1OCCO2,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_9
93.0,O=C(CN1CC(CS(=O)(=O)c2ccc(OCC3CC3)cc2)CC1=O)N1CCCC1,CC(C)C1C(=O)N(CC(=O)N2CCC(N)C2)CC1(CF)CS(=O)(=O)c1ccc(OCC2CC2)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_10
77.0,O=C(NCC1CCCN1)N1CCN(C2c3ccccc3CCc3cccnc32)CC1,CCN1CCCC1CNC(=O)N1CCN(C2c3ccc(Cl)cc3CCc3cc(Br)cnc32)CC1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_11
91.0,c1ccc(C2CNCCN2C2CCC(N3CCNCC3)CC2)cc1,CC(=O)N1CCN(C2CCC(N3CCN(CCO)CC3)CC2)C(c2ccc(Cl)c(Cl)c2)C1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_12
76.0,N=c1[nH]c2c(s1)CC13CCN(CC4CC4)C4CCC(N5CCNCC5)CCC41c1c(OC4CCCC4)cccc1OC23,CN=c1[nH]c2c(s1)CC13CCN(CC4CC4)C4CCC(N5CCN(CCO)CC5)CCC41c1c(OC4CCCC4)cccc1OC23,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_13
93.0,O=C(c1cc(N=c2[nH]cc(N3CCNCC3)cc2-c2ccccn2)c[nH]1)N1CCN(C2CCCC2)CC1,Cc1cccc(-c2cc(N3CCN(CCO)CC3)c[nH]c2=Nc2cc(C(=O)N3CCN(C4CCCC4)CC3)n(C)c2)n1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_14
