Step,Scaffold,SMILES,logp,raw_logp,total_score,ID
67.0,c1ccc(Cc2cccc(OCc3ccccc3OC3CCCCO3)c2)cc1,CCc1ccc(Cc2cc(OC)cc(OCc3ccccc3OC3OC(CO)C(O)C(O)C3O)c2)cc1,0.9990721344947815,2.9997963905334473,0.9990721344947815,fine-tune predictive component_0
47.0,O=C(NNC(=O)c1cccc(-n2cc(-c3ccccc3)nn2)c1)c1ccccc1,O=C(NNC(=O)c1cccc(-n2cc(-c3ccccc3)nn2)c1)c1cccc(Cl)c1,0.9990721344947815,3.000107526779175,0.9990721344947815,fine-tune predictive component_1
50.0,c1ccc(CCN=c2[nH]cnc3sc(-c4ccccc4)cc23)cc1,Clc1ccccc1-c1cc2c(=NCCc3ccccc3)[nH]cnc2s1,0.9990721344947815,3.000330686569214,0.9990721344947815,fine-tune predictive component_2
94.0,O=c1c2oc3ccccc3c2n(Cc2ccccc2)c(=O)n1Cc1cccs1,O=c1c2oc3ccccc3c2n(Cc2cccc(F)c2)c(=O)n1Cc1cccs1,0.9990721344947815,2.999854564666748,0.9990721344947815,fine-tune predictive component_3
94.0,c1ccc(N=c2nc(-c3cccs3)[nH]c3ccccc23)cc1,CCc1ccccc1N=c1nc(-c2cccs2)[nH]c2ccccc12,0.9990720748901367,2.9993584156036377,0.9990720748901367,fine-tune predictive component_4
9.0,O=C(Cc1ccc2onc(-c3ccccc3)c2c1)Nc1ccc(N2CCOCC2)cc1,O=C(Cc1ccc2onc(-c3ccccc3F)c2c1)Nc1ccc(N2CCOCC2)cc1,0.9990720748901367,2.9990735054016113,0.9990720748901367,fine-tune predictive component_5
82.0,O=C(c1ccccc1)c1ccc2c(=O)c3ccccc3oc2c1,O=C(c1cccc(F)c1)c1ccc2c(=O)c3ccccc3oc2c1,0.9990720748901367,2.9988367557525635,0.9990720748901367,fine-tune predictive component_6
51.0,O=C(Cc1ccccc1)N=c1cc(C(=O)c2c[nH]c3ccncc23)cc[nH]1,CC(C)n1cc(C(=O)c2cc[nH]c(=NC(=O)Cc3ccc(F)cc3)c2)c2cnccc21,0.9990720748901367,2.9986956119537354,0.9990720748901367,fine-tune predictive component_7
94.0,N=C(c1cccnc1Oc1ccccc1)N1CCCN(c2ccccc2)CC1,ON=C(c1cccnc1Oc1cccc(F)c1)N1CCCN(c2cccc(Cl)c2)CC1,0.9990720748901367,3.0012621879577637,0.9990720748901367,fine-tune predictive component_8
57.0,O=C(Nc1ccc2[nH]c(Cc3ccccc3)nc2c1)c1ccccc1,CCCCCc1ccc(C(=O)Nc2ccc3[nH]c(Cc4ccc(C(=N)N)cc4)nc3c2)cc1,0.9990720748901367,2.998760223388672,0.9990720748901367,fine-tune predictive component_9
83.0,O=C(Nc1ccccc1)Nc1ccc(Oc2ccc3[nH]c(=O)[nH]c3c2)cc1,O=C(Nc1ccc(Oc2ccc3[nH]c(=O)[nH]c3c2)cc1)Nc1cccc(C(F)(F)F)c1,0.9990720748901367,2.998514175415039,0.9990720748901367,fine-tune predictive component_10
60.0,O=C(NCCCCN1CCN(c2noc3ccccc23)CC1)c1cccc(-c2ccccc2)c1,COc1ccc(-c2ccccc2[N+](=O)[O-])cc1C(=O)NCCCCN1CCN(c2noc3ccccc23)CC1,0.9990720748901367,2.9984936714172363,0.9990720748901367,fine-tune predictive component_11
53.0,O=C(Nc1ccc(C(=O)N(Cc2ccccc2)Cc2ccccc2)cc1)c1ccc[nH]1,COc1cc(C(=O)N(Cc2ccccc2)Cc2ccccc2)ccc1NC(=O)c1ccc[nH]1,0.9990720152854919,3.0021486282348633,0.9990720152854919,fine-tune predictive component_12
41.0,O=C(Nc1ccc2oc3ccccc3c2c1)c1ccccc1,Nc1ccc(C(=O)Nc2ccc3oc4ccccc4c3c2)cc1,0.9990720152854919,2.998249053955078,0.9990720152854919,fine-tune predictive component_13
99.0,O=C(Nn1c(-c2ccc(S(=O)(=O)c3ccccc3)cc2)n[nH]c1=S)c1ccccc1,O=C(Nn1c(-c2ccc(S(=O)(=O)c3ccccc3)cc2)n[nH]c1=S)c1ccccc1,0.9990720152854919,3.0019288063049316,0.9990720152854919,fine-tune predictive component_14
67.0,O=C1CCCc2ccc(-c3ccc4c(c3)CCc3c[nH]c(=Nc5ccc(N6CCOCC6)cc5)nc3-4)cc21,O=C1CCCc2ccc(-c3ccc4c(c3)CCc3c[nH]c(=Nc5ccc(N6CCOCC6)cc5)nc3-4)cc21,0.9990720152854919,3.0018081665039062,0.9990720152854919,fine-tune predictive component_15
25.0,O=S(=O)(Nc1cccc(S(=O)(=O)N(Cc2ccccc2)Cc2ccccc2)c1)c1ccccc1,CCCNc1ccccc1S(=O)(=O)Nc1cccc(S(=O)(=O)N(Cc2ccccc2)Cc2ccccc2)c1,0.9990719556808472,2.9978151321411133,0.9990719556808472,fine-tune predictive component_16
71.0,O=C1CC2(CO1)C1CCCC(=O)C(n3ccnc3)C1C2c1ccc(-c2ccccc2)cc1,COc1ccc(-c2ccc(C3C4C(n5ccnc5)C(=O)CCCC4C34COC(=O)C4)cc2)cc1,0.9990719556808472,2.9978392124176025,0.9990719556808472,fine-tune predictive component_17
16.0,O=C(c1ccc(Oc2ccccc2)cc1)N(Cc1ccccc1)C1CCNC1,Cc1ccc(Oc2ccc(C(=O)N(Cc3ccccc3C)C3CCNC3)cc2)c(C)c1,0.9990719556808472,2.9975814819335938,0.9990719556808472,fine-tune predictive component_18
92.0,O=C(CN1CCN(c2ccccc2)CC1)Nc1ccc(-c2nc3ccccc3[nH]2)cc1,Cc1ccc2[nH]c(-c3ccc(NC(=O)CN4CCN(c5ccc(F)cc5)CC4)cc3)nc2c1,0.9990718960762024,2.9970388412475586,0.9990718960762024,fine-tune predictive component_19
72.0,O=C(NC1CCC23CCCC24c2c(cccc2-c2ccccc2N3)OC14)c1ccnc2ccccc12,COCC1CC(OC)C23c4c5c(OC)ccc4c4ccccc4N(C)C12CCC(NC(=O)c1ccnc2cccc(Br)c12)C3O5,0.9990718960762024,3.0026752948760986,0.9990718960762024,fine-tune predictive component_20
84.0,O=C(N=c1[nH]c2ccc(-c3ccccc3)cc2[nH]1)NCc1ccccc1,COCC(NC(=O)N=c1[nH]c2ccc(-c3ccc(OC)cc3)cc2[nH]1)c1ccc(OC(F)(F)F)cc1,0.9990718960762024,3.00264310836792,0.9990718960762024,fine-tune predictive component_21
87.0,O=S(=O)(NCCn1ccnc1-c1ccccc1)c1ccc(-c2ccccc2)cc1,CC(C)N(CCn1ccnc1-c1ccccc1F)S(=O)(=O)c1ccc(-c2ccccc2)cc1,0.9990717768669128,2.996572256088257,0.9990717768669128,fine-tune predictive component_22
14.0,O=C1c2cccc3cccc(c23)C(=O)N1CCc1ccc(OCCCCN2CCCCC2)cc1,O=C1c2cccc3cccc(c23)C(=O)N1CCc1ccc(OCCCCN2CCCCC2)cc1,0.9990717768669128,2.996649742126465,0.9990717768669128,fine-tune predictive component_23
21.0,O=C(Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1ccccc1,COc1cccc(C(=O)Nc2cc(-c3nc4ccccc4[nH]3)ccc2OC)c1,0.9990717172622681,3.0039455890655518,0.9990717172622681,fine-tune predictive component_24
26.0,O=C1NC(Cc2ccc(Oc3ccccc3)cc2)C(=O)Nc2ncccc21,CN1C(=O)C(Cc2ccc(Oc3cccc(Cl)c3)cc2)NC(=O)c2cccnc21,0.9990717172622681,3.0037448406219482,0.9990717172622681,fine-tune predictive component_25
21.0,c1ccc(Cc2ccc3ncc(-c4ccccc4)n3c2)cc1,O=C(NCC(F)(F)F)Nc1cccc(-c2cnc3ccc(Cc4ccccc4)cn23)c1,0.9990717172622681,2.9961044788360596,0.9990717172622681,fine-tune predictive component_26
50.0,O=C1C(=Cc2ccccc2)Oc2cc(-c3ccccc3)ccc21,O=C1C(=Cc2ccc(F)cc2)Oc2cc(-c3ccccc3[N+](=O)[O-])ccc21,0.9990715980529785,2.9957120418548584,0.9990715980529785,fine-tune predictive component_27
68.0,c1ccc(Oc2ccc(-c3cc4cccc(CN5CCNCC5)c4[nH]3)cc2)cc1,CN(C)C(=O)CN1CCN(Cc2cccc3c(C(N)=O)c(-c4ccc(Oc5ccccc5F)cc4)n(C)c23)CC1,0.9990715980529785,3.0042660236358643,0.9990715980529785,fine-tune predictive component_28
18.0,O=C(Oc1ccccc1)c1cccc(-c2ccccc2)c1,CSc1ccc(-c2ccccc2)cc1C(=O)Oc1cccc(C)c1,0.9990715980529785,3.004345417022705,0.9990715980529785,fine-tune predictive component_29
88.0,O=C(NCc1cccnc1)c1cccc(-c2nc(=O)c3ccccc3[nH]2)c1,COc1ccc(-c2nc(=O)c3ccccc3[nH]2)cc1C(=O)NCc1cccnc1,0.9990715384483337,3.0045926570892334,0.9990715384483337,fine-tune predictive component_30
29.0,O=C(Nc1ccc2c(c1)Cc1ccccc1-2)c1ccccc1,O=C(Nc1ccc2c(c1)Cc1ccccc1-2)c1ccc(F)cc1,0.999071478843689,3.0047390460968018,0.999071478843689,fine-tune predictive component_31
46.0,O=C(Nc1cccc(-c2ccccc2)c1)c1cccc(N2NNNC2=O)c1,Cc1ccc(NC(=O)c2cccc(N3NNNC3=O)c2)cc1-c1ccc(C#N)cc1,0.9990714192390442,2.995025634765625,0.9990714192390442,fine-tune predictive component_32
74.0,O=S(=O)(c1ccccc1)N1c2ccccc2C2OCCCC2C1c1ccccc1,Cc1ccc(S(=O)(=O)N2c3ccc(Cl)cc3C3OCCCC3C2c2ccc(Cl)cc2)cc1,0.9990714192390442,2.9948673248291016,0.9990714192390442,fine-tune predictive component_33
93.0,O=C(Nc1ccccc1)Nc1ccc(-c2ccccc2)cc1,Cc1cc(C)cc(NC(=O)Nc2ccc(-c3ccc(NC(=O)CN(C)C)cc3)cc2)c1,0.9990713000297546,3.005551338195801,0.9990713000297546,fine-tune predictive component_34
88.0,N=C1CC(c2ccc3ccc(OCc4ccccc4)cc3c2)C(=N)CC=N1,CCSC1=NC(=N)C(C#N)C(c2ccc3ccc(OCc4ccccc4)cc3c2)C(=N)C1C#N,0.9990713000297546,3.0054879188537598,0.9990713000297546,fine-tune predictive component_35
83.0,O=C(Nc1ccccc1)c1cccn2cc(-c3ccccc3)nc12,COc1ccc(NC(=O)c2cccn3cc(-c4ccc(F)cc4)nc23)c(OC)c1,0.9990713000297546,2.9944498538970947,0.9990713000297546,fine-tune predictive component_36
38.0,O=C1NCC(c2ccccc2)N(Cc2cccc(Cc3ccccc3)c2)C1=O,O=C1NCC(c2cccc(Cl)c2)N(Cc2ccc(F)c(Cc3ccccc3F)c2)C1=O,0.9990713000297546,2.9945995807647705,0.9990713000297546,fine-tune predictive component_37
22.0,O=C(Nc1nc(-c2ccccc2)cs1)c1cccc(-c2ccccn2)c1,COc1ccccc1-c1csc(N(C)C(=O)c2ccc(O)c(-c3ncccc3F)c2)n1,0.9990711212158203,3.0060341358184814,0.9990711212158203,fine-tune predictive component_38
49.0,O=C(C=Cc1ccccc1)c1cccc(NC(=O)c2ccc3c(c2)OCO3)c1,O=C(C=Cc1ccc(F)cc1)c1cccc(NC(=O)c2ccc3c(c2)OCO3)c1,0.9990710616111755,3.0061452388763428,0.9990710616111755,fine-tune predictive component_39
80.0,c1ccc(C(Cn2ccnc2)N2CCN(c3ncc(-c4cccnc4)s3)CC2)cc1,Fc1ccc(C(Cn2ccnc2)N2CCN(c3ncc(-c4cccnc4)s3)CC2)c(F)c1,0.9990710616111755,3.0061228275299072,0.9990710616111755,fine-tune predictive component_40
70.0,O=c1oc2ccccc2n1CCN1CCC(Cc2ccc(-c3ccccc3)nc2)CC1,O=c1oc2ccccc2n1CCN1CCC(Cc2ccc(-c3ccc(F)cc3)nc2)CC1,0.9990710020065308,2.9935834407806396,0.9990710020065308,fine-tune predictive component_41
