,smiles,score,likelihood
10,c1c(C(=O)NNC(=O)c2cc(-n3cc(-c4ccccc4)nn3)ccc2)cc(Cl)cc1,0.99907213,-27.964392
120,c1ccc(Cl)c(-c2cc3c(nc[nH]c3=NCCc3ccccc3)s2)c1,0.99907213,-24.218552
58,c1c(OC)cc(OCc2ccccc2OC2C(O)C(O)C(O)C(CO)O2)cc1Cc1ccc(CC)cc1,0.99907213,-31.735054
59,c1cc2c(cc1)oc1c(=O)n(Cc3cccs3)c(=O)n(Cc3cccc(F)c3)c12,0.99907213,-26.03729
43,c12ccc(C(=O)c3cccc(F)c3)cc1oc1c(cccc1)c2=O,0.9990721,-30.034
28,O=C(Cc1ccc2c(c(-c3ccccc3F)no2)c1)Nc1ccc(N2CCOCC2)cc1,0.9990721,-28.482378
60,c1(-c2ccccc2[N+](=O)[O-])ccc(OC)c(C(=O)NCCCCN2CCN(c3noc4ccccc43)CC2)c1,0.9990721,-34.844215
24,c1cc(-c2[nH]c3ccccc3c(=Nc3ccccc3CC)n2)sc1,0.9990721,-24.505335
24,O(c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2)cc1)c1ccc2c([nH]c(=O)[nH]2)c1,0.9990721,-27.093788
52,c1(C(Nc2cc3nc(Cc4ccc(C(=N)N)cc4)[nH]c3cc2)=O)ccc(CCCCC)cc1,0.9990721,-32.486164
104,C1N(c2cccc(Cl)c2)CCN(C(c2cccnc2Oc2cccc(F)c2)=NO)CC1,0.9990721,-29.485258
117,C(c1ccc(F)cc1)C(=O)N=c1[nH]ccc(C(c2c3c(n(C(C)C)c2)ccnc3)=O)c1,0.9990721,-24.557613
2,c1ccccc1S(=O)(=O)c1ccc(-c2n(NC(=O)c3ccccc3)c(=S)[nH]n2)cc1,0.999072,-25.20364
57,c1c[nH]c(C(=O)Nc2ccc(C(N(Cc3ccccc3)Cc3ccccc3)=O)cc2OC)c1,0.999072,-32.504276
84,O=C1CCCc2c1cc(-c1cc3c(cc1)-c1c(c[nH]c(=Nc4ccc(N5CCOCC5)cc4)n1)CC3)cc2,0.999072,-39.45774
29,c1c2c3c(cccc3)oc2ccc1NC(=O)c1ccc(N)cc1,0.999072,-25.156212
73,C(CNc1c(S(=O)(=O)Nc2cccc(S(=O)(=O)N(Cc3ccccc3)Cc3ccccc3)c2)cccc1)C,0.99907196,-39.88009
38,C1(=O)C(n2ccnc2)C2C(c3ccc(-c4ccc(OC)cc4)cc3)C3(C2CCC1)COC(=O)C3,0.99907196,-46.18859
66,C1(N(C(c2ccc(Oc3ccc(C)cc3C)cc2)=O)Cc2c(C)cccc2)CNCC1,0.99907196,-31.259571
25,C123c4c5ccc(OC)c4OC1C(NC(=O)c1ccnc4cccc(Br)c14)CCC2(N(C)c1ccccc15)C(COC)CC3OC,0.9990719,-57.54701
