,smiles,score,likelihood
0,c1c(CN2CCN(C3CC(c4ccc(F)cc4)c4ccc(F)cc43)CC2CCN2CCN(CCO)CC2)cccc1,1.0,-41.699776
58,C1CN(CCC2N(C)CCCC2)CCN1C(N1CCN(C2CC(c3ccc(F)cc3)c3ccc(C#N)cc32)CC1)C1CCC(N2CCN(CCO)CC2)CC1,1.0,-75.41221
82,N1(C2CC(c3ccc(F)cc3)c3ccc(Cl)cc32)CCN(C(=S)NCCN2CCN(CCO)CC2)CC1,1.0,-36.739098
80,C1N(C2CC(c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CCN(C(C2NCCN(CCO)C2)=O)C1C(N1CC(C)(N2CCC(N3CCCC3)CC2)CC1)=O,1.0,-67.99451
77,C1N(C2CC(c3ccc(F)cc3)c3ccc(CN4CCN(CCO)CC4)cc32)CCN(C(CC2CN(C)CCC2)=O)C1,1.0,-42.946648
75,N(C1CC(N2CCN(C3CC(c4ccc(F)cc4)c4ccc(F)cc43)CC2)C1)C(C1CCCN1C1CCN(CCO)CC1)=O,1.0,-57.828457
73,C1N(C2CC(c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CCN(C(C2CN(CCOC)CC2C(C)C)=O)C1C(N1CCN(C2CCN(CCO)CC2)CC1)=O,1.0,-65.68434
71,N1(CN2CCN(C3CC(c4ccc(F)cc4)c4ccc(F)cc43)CC2)CCN(C2CCCCC2)CC1N1CCN(CCO)CC1,1.0,-51.36606
70,c1ccc(S(=O)(N2CCN(C3CC(c4ccc(F)cc4)c4ccc(Cl)cc43)CC2CN2CCN(CCO)CC2)=O)cn1,1.0,-48.677605
69,C1N(C2CC(c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CCN(C(C2N(C(NCC3CCCN3CC(F)(F)F)=O)CCC2)=O)C1,1.0,-44.68831
67,C1N(C2CC(c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CCN(C(C2CN(CCO)CC2C(N2CCN(C)CC2)=O)=O)C1,1.0,-41.53017
65,C1N(C2CC(c3ccc(F)cc3)c3ccc(Cl)cc32)CCN(C(C2NCCN(CCO)C2)=O)C1CN1CCN(CCO)CC1,1.0,-46.852192
56,C1N(C2CC(c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CCN(C(C2CN(CCCN3CCNCC3)CC2c2ccc(F)cc2)=O)C1C(N1CCN(CCO)CC1)=O,1.0,-63.344875
30,CC1(C)C(N2CCN(C3CC(c4ccc(F)cc4)c4ccc(Cl)cc43)C(CN3CCN(CCO)CC3)C2)C1,1.0,-49.553978
50,C1N(C2CC(c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CCN(C(CN2CCN(CCN3CCNCC3)CCC2)=O)C1CN1CCN(CCO)CC1C(C)C,1.0,-65.94415
50,C1N(C2CC(c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CCN(C(C2NCCN(CCO)C2)=O)C1C(N1CCN(C(C2CCCN2)=O)CC1)=O,1.0,-55.411762
49,C1N(C2CC(c3ccc(F)cc3)c3ccc(CNS(=O)(CCC)=O)cc32)CCN(C(C2N(C)CCN(CCO)CC2)=O)C1C(C)C,1.0,-57.59848
46,C1N(C2CC(c3ccc(F)cc3)c3ccc(CN4CCN(CC(N5CCN(CCO)CC5)=O)CC4)cc32)CCN(C(=O)CC2CCN(CCO)CC2)C1,1.0,-60.06277
44,C1N(C2CC(c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CCN(C(C2CCCN2C2CCN(CCO)CC2)=O)C1CCN1CCC(O)(CCC(C)(C)C)CC1,1.0,-64.087296
42,n1c(C2CCN(C3CC(c4ccc(F)cc4)c4ccc(F)cc43)CC2)sc2c1CCN(CCO)C2C1CCN(C2CCC(N3CCN(CCO)CC3)CC2)CC1,1.0,-75.47583
