Step,Scaffold,SMILES,bioactivity,raw_bioactivity,total_score,ID
0.0,c1ccc(CN2CCN(C3CC(c4ccccc4)c4ccccc43)CC2CCN2CCNCC2)cc1,OCCN1CCN(CCC2CN(C3CC(c4ccc(F)cc4)c4ccc(F)cc43)CCN2Cc2ccccc2)CC1,1.0,1.0,1.0,fine-tune predictive component_0
56.0,c1ccc(C2CC(N3CCN(C4CNC4)CC3)c3cc(COCC4CCCC4)ccc32)cc1,OCCN1CC(N2CCN(C3CC(c4ccc(F)cc4)c4ccc(COCC5CCCC5)cc43)CC2)C1,1.0,1.0,1.0,fine-tune predictive component_1
56.0,O=C(C1CN(C2CCNC2)CCN1C1CC(c2ccccc2)c2ccccc21)N1CCN(C2CCNCC2)CC1,CN1CCC(N2CCN(C3CC(c4ccc(F)cc4)c4ccc(C(F)(F)F)cc43)C(C(=O)N3CCN(C4CCN(CCO)CC4)CC3)C2)C1,1.0,1.0,1.0,fine-tune predictive component_2
56.0,O=C(C1CCC(N2CCN(C3CCCN(CCN4CCN(C5CC(c6ccccc6)c6ccccc65)CC4)C3)CC2)CC1)N1CCNCC1,O=C(C1CCC(N2CCN(C3CCCN(CCN4CCN(C5CC(c6ccc(F)cc6)c6ccc(F)cc65)CC4)C3)CC2)CC1)N1CCN(CCO)CC1,1.0,1.0,1.0,fine-tune predictive component_3
56.0,O=C(NCCCC1CCCNC1)c1ccc2c(c1)C(N1CCNCC1)CC2c1ccccc1,CCC(CNC(=O)c1ccc2c(c1)C(N1CCN(CCO)CC1)CC2c1ccc(F)cc1)CC1CCCNC1,1.0,1.0,1.0,fine-tune predictive component_4
56.0,c1ccc(C2CC(N3CCN(CCN4CCNCC4)CC3)c3ccccc32)cc1,OCCN1CCN(CCN2CCN(C3CC(c4ccc(F)cc4)c4ccc(CO)cc43)CC2C(F)(F)F)CC1,1.0,1.0,1.0,fine-tune predictive component_5
56.0,O=C1COC2CC(N3CCN(C4CC(c5ccccc5)c5ccc(CCN6CCNCC6)cc54)CC3)CC12,CC1C2OCC(=O)C2CC1N1CCN(C2CC(c3ccc(F)cc3)c3ccc(CCN4CCN(CCO)CC4)cc32)CC1,1.0,1.0,1.0,fine-tune predictive component_6
56.0,c1ccc(C2CC(N3CCN(C4CCC(N5CCNCC5)CC4)C(CCN4CCNCC4)C3)c3ccccc32)cc1,CC1CN(CCO)CCN1CCC1CN(C2CC(c3ccc(F)cc3)c3ccccc32)CCN1C1CCC(N2CCN(CCO)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_7
56.0,O=C(C1CN(C2CC(c3ccccc3)c3ccc(CN4CCNCC4)cc32)CCN1C1CC(c2ccccc2)c2ccccc21)N1CCNCC1,O=C(C1CN(C2CC(c3ccc(F)cc3)c3ccc(CN4CCN(CCO)CC4)cc32)CCN1C1CC(c2ccc(F)cc2)c2ccc(F)cc21)N1CCN(CCO)CC1,1.0,1.0,1.0,fine-tune predictive component_8
56.0,O=C(NCC1CCCN1)c1cc(CN2CCNCC2)ccc1OC1CCCC(N2CCN(C3CC(c4ccccc4)c4ccccc43)CC2)C1,CCN1CCCC1CNC(=O)c1cc(CN2CCN(C)CC2)ccc1OC1CCCC(N2CCN(C3CC(c4ccc(F)cc4)c4ccc(F)cc43)CC2)C1,1.0,1.0,1.0,fine-tune predictive component_9
56.0,c1ccc(C2CC(N3CCN(C4CCCC(OCc5csc(CNCCN6CCNCC6)n5)C4)CC3)c3ccccc32)cc1,CN(C)CCN(CCN1CCN(CCO)CC1)Cc1nc(COC2CCCC(N3CCN(C4CC(c5ccc(F)cc5)c5ccc(F)cc54)CC3)C2)cs1,1.0,1.0,1.0,fine-tune predictive component_10
56.0,c1ccc(C2CC(N3CCN(C4CCNCC4)CC3)c3ccccc32)cc1,OCCN1CCC(N2CCN(C3CC(c4ccc(F)cc4)c4ccc(F)cc43)CC2)C(O)C1,1.0,1.0,1.0,fine-tune predictive component_11
56.0,c1ccc(C2CC(N3CCN(C4Cc5ccccc5C4)CC3)c3cc(CN4CCNCC4)ccc32)cc1,CC1(C)CN(C2Cc3ccccc3C2)CCN1C1CC(c2ccc(F)cc2)c2ccc(CN3CCN(CCO)CC3)cc21,1.0,1.0,1.0,fine-tune predictive component_12
55.0,O=C(CN1CCCC1CN1CCN(C2CC(c3ccccc3)c3ccccc32)CC1CCN1CCNCC1)N1CCNCC1,O=C(CN1CCCC1CN1CCN(C2CC(c3ccc(F)cc3)c3ccc(F)cc32)CC1CCN1CCN(CCO)CC1)N1CCN(CCO)CC1,1.0,1.0,1.0,fine-tune predictive component_13
55.0,O=C(CCN1CCCCC1)N1CCN(C(=O)C2CCC(N3CCN(C4CC(c5ccccc5)c5ccccc54)CC3CN3CCNCC3)C2)CC1,O=C(CCN1CCCCC1)N1CCN(C(=O)C2CCC(N3CCN(C4CC(c5ccc(F)cc5)c5ccc(C(F)(F)F)cc54)CC3CN3CCN(CCO)CC3)C2)CC1,1.0,1.0,1.0,fine-tune predictive component_14
55.0,c1ccc(C2CC(N3CCN(C(CCN4CCN(CCN5CCNCC5)CC4)CC4(CN5CCNCC5)CC(CN5CCNCC5)N4)CC3)c3ccccc32)cc1,CC(C1CC(CC(CCN2CCN(CCN3CCNCC3)CC2)N2CCN(C3CC(c4ccc(F)cc4)c4ccc(F)cc43)CC2)(CN2CCN(CCO)CC2)N1)N1CCN(CCO)CC1,1.0,1.0,1.0,fine-tune predictive component_15
55.0,O=C(C1CN(CC2CC2)CCN1C1CC(c2ccccc2)c2ccccc21)N1CCN(C2CCNCC2)CC1,O=C(C1CN(CC2CC2)CCN1C1CC(c2ccc(F)cc2)c2ccc(C(F)(F)F)cc21)N1CCN(C2CCN(CCO)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_16
55.0,O=C(C1CCCN1)N1CCN(C2(C(=O)N3CCN(C4CCCCC4)CC3)CCN(C3CC(c4ccccc4)c4ccccc43)CC2)CC1,CN1CCCC1C(=O)N1CCN(C2(C(=O)N3CCN(C4CCCCC4)CC3)CCN(C3CC(c4ccc(F)cc4)c4ccc(F)cc43)CC2)CC1,1.0,1.0,1.0,fine-tune predictive component_17
55.0,c1ccc(C2CC(N3CCN(C4CC(c5ccccc5)c5ccc(CCN6CCCCC6)cc54)CC3)c3ccccc32)cc1,OCCN(CCO)CC1CCN(CCc2ccc3c(c2)C(N2CCN(C4CC(c5ccc(F)cc5)c5ccc(C(F)(F)F)cc54)CC2)CC3c2ccc(C(F)(F)F)cc2)CC1,1.0,1.0,1.0,fine-tune predictive component_18
